Action, games, score, coin, xp, level, staples, commons, specials
Dupe staple, 184, 19080, 325, 154500, 25, 13, 1, 1
Bought common, 208, 19080, 5, 177300, 26, 13, 2, 1
Bought staple, 216, 19080, 40, 184900, 27, 14, 2, 1
Bought staple, 225, 19080, 20, 193450, 27, 15, 2, 1
Bought common, 251, 19080, 15, 218150, 28, 15, 3, 1
Bought common, 277, 19080, 35, 242850, 30, 15, 4, 1
Bought common, 303, 19080, 30, 267550, 31, 15, 5, 1
Dupe staple, 312, 19080, 260, 276100, 31, 15, 5, 1
Dupe staple, 319, 19080, 325, 282750, 32, 15, 5, 1
Bought special, 342, 19080, 35, 304600, 33, 15, 5, 2
Dupe staple, 351, 19080, 265, 313150, 33, 15, 5, 2
Bought common, 376, 19080, 40, 336900, 34, 15, 6, 2
Dupe staple, 384, 19080, 325, 344500, 35, 15, 6, 2
Bought special, 408, 19080, 5, 367300, 36, 15, 6, 3
Bought staple, 418, 19080, 80, 376800, 36, 16, 6, 3
Bought common, 442, 19080, 35, 399600, 38, 16, 7, 3
Bought common, 470, 19080, 220, 426200, 39, 16, 8, 3
Dupe staple, 479, 19080, 325, 434750, 39, 16, 8, 3
Dupe staple, 484, 19080, 325, 439500, 40, 16, 8, 3
Bought special, 508, 19080, 5, 462300, 41, 16, 8, 4
Dupe staple, 518, 19080, 330, 471800, 41, 16, 8, 4
Bought staple, 524, 19080, 25, 477500, 41, 17, 8, 4
Dupe common, 550, 19080, 920, 502200, 43, 17, 8, 4
Dupe staple, 551, 19080, 265, 503150, 43, 17, 8, 4
Bought staple, 559, 19080, 25, 510750, 43, 18, 8, 4
Dupe staple, 568, 19080, 405, 519300, 44, 18, 8, 4
Dupe special, 590, 19080, 770, 540200, 45, 18, 8, 4
Bought special, 610, 19080, 70, 559200, 46, 18, 8, 5
Bought common, 637, 19080, 35, 584850, 47, 18, 9, 5
Bought special, 663, 19080, 30, 609550, 48, 18, 9, 6
Bought special, 690, 19080, 120, 635200, 49, 18, 9, 7
Bought special, 716, 19080, 140, 659900, 51, 18, 9, 8
Bought common, 741, 19080, 40, 683650, 52, 18, 10, 8
Dupe staple, 750, 19080, 270, 692200, 52, 18, 10, 8
Bought special, 775, 19080, 45, 715950, 53, 18, 10, 9
Bought special, 800, 19080, 95, 739700, 55, 18, 10, 10
Bought common, 827, 19080, 60, 765350, 56, 18, 11, 10
Dupe staple, 836, 19080, 290, 773900, 56, 18, 11, 10
Dupe staple, 842, 19080, 385, 779600, 57, 18, 11, 10
Bought special, 866, 19080, 65, 802400, 58, 18, 11, 11
Bought common, 892, 19080, 60, 827100, 59, 18, 12, 11
Dupe staple, 901, 19080, 290, 835650, 59, 18, 12, 11
Dupe special, 926, 19080, 965, 859400, 61, 18, 12, 11
Dupe staple, 927, 19080, 310, 860350, 61, 18, 12, 11
Bought common, 950, 19080, 20, 882200, 62, 18, 13, 11
Bought common, 978, 19080, 80, 908800, 63, 18, 14, 11
Dupe staple, 987, 19080, 310, 917350, 63, 18, 14, 11
Bought common, 1010, 19080, 170, 939200, 65, 18, 15, 11
Dupe staple, 1019, 19080, 275, 947750, 65, 18, 15, 11
Dupe staple, 1026, 19080, 315, 954400, 65, 18, 15, 11
Dupe staple, 1031, 19080, 315, 959150, 66, 18, 15, 11
Bought special, 1056, 19080, 90, 982900, 67, 18, 15, 12
Bought special, 1082, 19080, 85, 1007600, 68, 18, 15, 13
Bought staple, 1091, 19080, 65, 1016150, 68, 19, 15, 13
Bought special, 1117, 19080, 85, 1040850, 70, 19, 15, 14
Bought special, 1143, 19080, 80, 1065550, 71, 19, 15, 15
Bought common, 1170, 19080, 170, 1091200, 72, 19, 16, 15
Dupe common, 1196, 19080, 790, 1115900, 73, 19, 16, 15
Bought special, 1216, 19080, 90, 1134900, 74, 19, 16, 16
Dupe special, 1242, 19080, 985, 1159600, 76, 19, 16, 16
Bought special, 1261, 19080, 40, 1177650, 76, 19, 16, 17
Bought special, 1287, 19080, 60, 1202350, 78, 19, 16, 18
Bought special, 1313, 19080, 55, 1227050, 79, 19, 16, 19
Dupe special, 1340, 19080, 895, 1252700, 80, 19, 16, 19
Dupe special, 1360, 19080, 945, 1271700, 81, 19, 16, 19
Dupe common, 1379, 19080, 775, 1289750, 82, 19, 16, 19
Bought common, 1399, 19080, 75, 1308750, 83, 19, 17, 19
Bought special, 1425, 19080, 70, 1333450, 84, 19, 17, 20
Bought common, 1451, 19080, 65, 1358150, 85, 19, 18, 20
Dupe special, 1477, 19080, 835, 1382850, 87, 19, 18, 20
Bought special, 1496, 19080, 40, 1400900, 88, 19, 18, 21
Bought common, 1522, 19080, 35, 1425600, 89, 19, 19, 21
Dupe common, 1550, 19080, 970, 1452200, 90, 19, 19, 21
Dupe common, 1569, 19080, 800, 1470250, 91, 19, 19, 21
Bought special, 1588, 19080, 5, 1488300, 92, 19, 19, 22
Dupe common, 1615, 19080, 845, 1513950, 93, 19, 19, 22
Bought common, 1634, 19080, 50, 1532000, 94, 19, 20, 22
Dupe special, 1660, 19080, 795, 1556700, 95, 19, 20, 22
Bought common, 1680, 19080, 95, 1575700, 96, 19, 21, 22
Bought common, 1705, 19080, 20, 1599450, 98, 19, 22, 22
Dupe special, 1731, 19080, 765, 1624150, 99, 19, 22, 22
Dupe common, 1751, 19080, 815, 1643150, 100, 19, 22, 22
Bought common, 1770, 19080, 20, 1661200, 101, 19, 23, 22
Dupe common, 1798, 19080, 830, 1687800, 102, 19, 23, 22
Bought special, 1817, 19080, 35, 1705850, 103, 19, 23, 23
Bought common, 1843, 19080, 30, 1730550, 104, 19, 24, 23
Bought common, 1870, 19080, 120, 1756200, 105, 19, 25, 23
Dupe common, 1895, 19080, 795, 1779950, 107, 19, 25, 23
Dupe common, 1916, 19080, 940, 1799900, 108, 19, 25, 23
Dupe special, 1936, 19080, 840, 1818900, 108, 19, 25, 23
Bought common, 1955, 19080, 45, 1836950, 109, 19, 26, 23
Dupe special, 1980, 19080, 845, 1860700, 111, 19, 26, 23
Dupe common, 2000, 19080, 895, 1879700, 112, 19, 26, 23
Dupe common, 2020, 19080, 795, 1898700, 112, 19, 26, 23
Bought special, 2040, 19080, 95, 1917700, 113, 19, 26, 24
Dupe special, 2065, 19080, 770, 1941450, 115, 19, 26, 24
Bought special, 2085, 19080, 70, 1960450, 116, 19, 26, 25
Dupe common, 2111, 19080, 815, 1985150, 117, 19, 26, 25
Bought special, 2130, 19080, 20, 2003200, 118, 19, 26, 26
Dupe common, 2158, 19080, 830, 2029800, 119, 19, 26, 26
Dupe common, 2177, 19080, 785, 2047850, 120, 19, 26, 26
Bought special, 2197, 19080, 85, 2066850, 121, 19, 26, 27
Dupe special, 2223, 19080, 830, 2091550, 122, 19, 26, 27
Bought special, 2242, 19080, 35, 2109600, 123, 19, 26, 28
Bought common, 2270, 19080, 220, 2136200, 124, 19, 27, 28
Dupe special, 2295, 19080, 895, 2159950, 126, 19, 27, 28
Dupe common, 2315, 19080, 795, 2178950, 126, 19, 27, 28
Dupe common, 2335, 19080, 845, 2197950, 127, 19, 27, 28
Dupe common, 2354, 19080, 800, 2216000, 128, 19, 27, 28
Dupe special, 2373, 19080, 755, 2234050, 129, 19, 27, 28
Bought common, 2393, 19080, 55, 2253050, 130, 19, 28, 28
Dupe common, 2420, 19080, 895, 2278700, 131, 19, 28, 28
Dupe special, 2440, 19080, 945, 2297700, 132, 19, 28, 28
Bought common, 2459, 19080, 25, 2315750, 133, 19, 29, 28
Dupe special, 2484, 19080, 825, 2339500, 135, 19, 29, 28
Dupe special, 2505, 19080, 970, 2359450, 136, 19, 29, 28
Dupe special, 2524, 19080, 775, 2377500, 136, 19, 29, 28
Dupe common, 2544, 19080, 825, 2396500, 137, 19, 29, 28
Dupe special, 2563, 19080, 780, 2414550, 138, 19, 29, 28
Dupe special, 2583, 19080, 830, 2433550, 139, 19, 29, 28
Bought special, 2602, 19080, 35, 2451600, 140, 19, 29, 29
Dupe special, 2630, 19080, 970, 2478200, 141, 19, 29, 29
Dupe common, 2649, 19080, 800, 2496250, 142, 19, 29, 29
Dupe special, 2668, 19080, 755, 2514300, 143, 19, 29, 29
Dupe common, 2688, 19080, 805, 2533300, 144, 19, 29, 29
Dupe special, 2707, 19080, 760, 2551350, 145, 19, 29, 29
Dupe common, 2727, 19080, 810, 2570350, 146, 19, 29, 29
Bought special, 2746, 19080, 15, 2588400, 147, 19, 29, 30

Bought staple, 4, 7560, 36, 1610, 5, 1, 0, 0
Bought staple, 13, 10440, 181, 5810, 9, 2, 0, 0
Bought staple, 20, 12600, 11, 9860, 11, 3, 0, 0
Bought common, 50, 15480, 33, 30330, 15, 3, 1, 0
Bought staple, 60, 16200, 98, 38230, 16, 4, 1, 0
Bought special, 84, 19080, 225, 59500, 21, 4, 1, 1
Bought staple, 91, 19080, 15, 66150, 21, 5, 1, 1
Bought staple, 101, 19080, 90, 75650, 21, 6, 1, 1
Bought staple, 110, 19080, 220, 84200, 22, 7, 1, 1
Bought staple, 119, 19080, 75, 92750, 22, 8, 1, 1
Bought staple, 126, 19080, 15, 99400, 23, 9, 1, 1
Bought staple, 136, 19080, 90, 108900, 23, 10, 1, 1
Dupe staple, 145, 19080, 320, 117450, 23, 10, 1, 1
Bought staple, 150, 19080, 70, 122200, 24, 11, 1, 1
Dupe staple, 160, 19080, 395, 131700, 24, 11, 1, 1
Bought special, 184, 19080, 75, 154500, 25, 11, 1, 2
Bought staple, 191, 19080, 15, 161150, 26, 12, 1, 2
Bought staple, 201, 19080, 90, 170650, 26, 13, 1, 2
Bought staple, 210, 19080, 220, 179200, 27, 14, 1, 2
Dupe staple, 219, 19080, 325, 187750, 27, 14, 1, 2
Dupe staple, 225, 19080, 270, 193450, 27, 14, 1, 2
Bought staple, 231, 19080, 115, 199150, 28, 15, 1, 2
Bought common, 258, 19080, 80, 224800, 29, 15, 2, 2
Bought common, 284, 19080, 75, 249500, 30, 15, 3, 2
Bought special, 310, 19080, 70, 274200, 31, 15, 3, 3
Bought staple, 319, 19080, 75, 282750, 32, 16, 3, 3
Dupe staple, 328, 19080, 305, 291300, 32, 16, 3, 3
Bought staple, 335, 19080, 95, 297950, 32, 17, 3, 3
Bought staple, 342, 19080, 35, 304600, 33, 18, 3, 3
Bought special, 370, 19080, 220, 331200, 34, 18, 3, 4
Dupe staple, 379, 19080, 475, 339750, 35, 18, 3, 4
Bought special, 401, 19080, 90, 360650, 36, 18, 3, 5
Bought common, 428, 19080, 55, 386300, 37, 18, 4, 5
Dupe staple, 437, 19080, 285, 394850, 37, 18, 4, 5
Bought special, 461, 19080, 90, 417650, 38, 18, 4, 6
Bought special, 486, 19080, 15, 441400, 40, 18, 4, 7
Dupe staple, 496, 19080, 340, 450900, 40, 18, 4, 7
Bought common, 520, 19080, 145, 473700, 41, 18, 5, 7
Dupe staple, 528, 19080, 305, 481300, 42, 18, 5, 7
Bought special, 551, 19080, 15, 503150, 43, 18, 5, 8
Bought special, 579, 19080, 75, 529750, 44, 18, 5, 9
Dupe staple, 588, 19080, 305, 538300, 44, 18, 5, 9
Dupe staple, 593, 19080, 305, 543050, 45, 18, 5, 9
Bought special, 618, 19080, 80, 566800, 46, 18, 5, 10
Bought common, 644, 19080, 75, 591500, 47, 18, 6, 10
Bought special, 670, 19080, 70, 616200, 48, 18, 6, 11
Bought common, 696, 19080, 90, 640900, 50, 18, 7, 11
Dupe special, 722, 19080, 835, 665600, 51, 18, 7, 11
Bought special, 741, 19080, 40, 683650, 52, 18, 7, 12
Dupe staple, 750, 19080, 270, 692200, 52, 18, 7, 12
Bought common, 775, 19080, 45, 715950, 53, 18, 8, 12
Dupe staple, 783, 19080, 330, 723550, 54, 18, 8, 12
Dupe staple, 790, 19080, 370, 730200, 54, 18, 8, 12
Dupe staple, 797, 19080, 285, 736850, 54, 18, 8, 12
Dupe staple, 802, 19080, 285, 741600, 55, 18, 8, 12
Bought staple, 810, 19080, 170, 749200, 55, 19, 8, 12
Bought common, 836, 19080, 40, 773900, 56, 19, 9, 12
Bought special, 862, 19080, 35, 798600, 57, 19, 9, 13
Bought common, 888, 19080, 55, 823300, 59, 19, 10, 13
Bought common, 914, 19080, 50, 848000, 60, 19, 11, 13
Bought common, 940, 19080, 45, 872700, 61, 19, 12, 13
Bought special, 967, 19080, 10, 898350, 62, 19, 12, 14
Bought special, 992, 19080, 60, 922100, 64, 19, 12, 15
Bought special, 1019, 19080, 25, 947750, 65, 19, 12, 16
Bought special, 1045, 19080, 20, 972450, 66, 19, 12, 17
Dupe common, 1071, 19080, 765, 997150, 67, 19, 12, 17
Bought common, 1091, 19080, 65, 1016150, 68, 19, 13, 17
Dupe special, 1117, 19080, 835, 1040850, 70, 19, 13, 17
Bought common, 1137, 19080, 135, 1059850, 71, 19, 14, 17
Dupe common, 1162, 19080, 785, 1083600, 72, 19, 14, 17
Bought special, 1182, 19080, 85, 1102600, 73, 19, 14, 18
Bought special, 1209, 19080, 50, 1128250, 74, 19, 14, 19
Bought common, 1235, 19080, 45, 1152950, 75, 19, 15, 19
Dupe common, 1261, 19080, 790, 1177650, 76, 19, 15, 19
Bought common, 1281, 19080, 90, 1196650, 77, 19, 16, 19
Bought common, 1306, 19080, 15, 1220400, 79, 19, 17, 19
Bought common, 1332, 19080, 10, 1245100, 80, 19, 18, 19
Bought common, 1360, 19080, 195, 1271700, 81, 19, 19, 19
Bought common, 1386, 19080, 65, 1296400, 82, 19, 20, 19
Bought common, 1410, 19080, 20, 1319200, 84, 19, 21, 19
Dupe special, 1438, 19080, 830, 1345800, 85, 19, 21, 19
Bought special, 1457, 19080, 35, 1363850, 86, 19, 21, 20
Dupe special, 1483, 19080, 780, 1388550, 87, 19, 21, 20
Dupe special, 1503, 19080, 830, 1407550, 88, 19, 21, 20
Bought special, 1522, 19080, 35, 1425600, 89, 19, 21, 21
Bought common, 1550, 19080, 220, 1452200, 90, 19, 22, 21
Bought common, 1576, 19080, 90, 1476900, 91, 19, 23, 21
Bought special, 1600, 19080, 45, 1499700, 93, 19, 23, 22
Dupe common, 1627, 19080, 760, 1525350, 94, 19, 23, 22
Dupe common, 1647, 19080, 810, 1544350, 95, 19, 23, 22
Dupe common, 1666, 19080, 765, 1562400, 96, 19, 23, 22
Bought special, 1686, 19080, 65, 1581400, 97, 19, 23, 23
Dupe common, 1712, 19080, 810, 1606100, 98, 19, 23, 23
Bought special, 1731, 19080, 15, 1624150, 99, 19, 23, 24
Dupe common, 1759, 19080, 825, 1650750, 100, 19, 23, 24
Dupe common, 1778, 19080, 780, 1668800, 101, 19, 23, 24
Bought special, 1798, 19080, 80, 1687800, 102, 19, 23, 25
Dupe common, 1824, 19080, 825, 1712500, 103, 19, 23, 25
Bought common, 1843, 19080, 30, 1730550, 104, 19, 24, 25
Dupe special, 1870, 19080, 870, 1756200, 105, 19, 24, 25
Dupe special, 1890, 19080, 920, 1775200, 106, 19, 24, 25
Dupe special, 1910, 19080, 970, 1794200, 107, 19, 24, 25
Bought special, 1929, 19080, 50, 1812250, 108, 19, 24, 26
Dupe special, 1955, 19080, 795, 1836950, 109, 19, 24, 26
Bought common, 1975, 19080, 95, 1855950, 110, 19, 25, 26
Dupe special, 2000, 19080, 895, 1879700, 112, 19, 25, 26
Dupe common, 2020, 19080, 795, 1898700, 112, 19, 25, 26
Bought common, 2040, 19080, 95, 1917700, 113, 19, 26, 26
Dupe common, 2065, 19080, 770, 1941450, 115, 19, 26, 26
Dupe common, 2085, 19080, 820, 1960450, 116, 19, 26, 26
Dupe common, 2105, 19080, 870, 1979450, 117, 19, 26, 26
Bought special, 2125, 19080, 20, 1998450, 117, 19, 26, 27
Dupe special, 2150, 19080, 820, 2022200, 119, 19, 26, 27
Dupe special, 2170, 19080, 870, 2041200, 120, 19, 26, 27
Bought common, 2190, 19080, 170, 2060200, 121, 19, 27, 27
Dupe special, 2216, 19080, 790, 2084900, 122, 19, 27, 27
Dupe common, 2236, 19080, 840, 2103900, 123, 19, 27, 27
Dupe special, 2255, 19080, 795, 2121950, 124, 19, 27, 27
Dupe special, 2275, 19080, 845, 2140950, 125, 19, 27, 27
Bought special, 2295, 19080, 145, 2159950, 126, 19, 27, 28
Dupe special, 2320, 19080, 795, 2183700, 127, 19, 27, 28
Bought special, 2340, 19080, 95, 2202700, 128, 19, 27, 29
Dupe special, 2367, 19080, 810, 2228350, 129, 19, 27, 29
Dupe special, 2386, 19080, 765, 2246400, 130, 19, 27, 29
Dupe common, 2406, 19080, 815, 2265400, 131, 19, 27, 29
Bought common, 2425, 19080, 20, 2283450, 132, 19, 28, 29
Dupe common, 2451, 19080, 765, 2308150, 133, 19, 28, 29
Dupe common, 2471, 19080, 815, 2327150, 134, 19, 28, 29
Dupe special, 2490, 19080, 770, 2345200, 135, 19, 28, 29
Dupe special, 2510, 19080, 820, 2364200, 136, 19, 28, 29
Dupe special, 2530, 19080, 870, 2383200, 137, 19, 28, 29
Bought common, 2550, 19080, 170, 2402200, 138, 19, 29, 29
Dupe special, 2576, 19080, 790, 2426900, 139, 19, 29, 29
Dupe special, 2596, 19080, 840, 2445900, 140, 19, 29, 29
Bought special, 2615, 19080, 45, 2463950, 141, 19, 29, 30

Bought staple, 4, 7560, 36, 1610, 5, 1, 0, 0
Bought staple, 13, 10440, 181, 5810, 9, 2, 0, 0
Bought staple, 20, 12600, 11, 9860, 11, 3, 0, 0
Bought staple, 32, 13320, 57, 17570, 12, 4, 0, 0
Dupe staple, 42, 14040, 420, 24450, 14, 4, 0, 0
Bought staple, 49, 14760, 81, 29560, 15, 5, 0, 0
Bought staple, 58, 16200, 61, 36610, 16, 6, 0, 0
Bought staple, 67, 16920, 80, 44050, 17, 7, 0, 0
Dupe staple, 73, 17640, 279, 49290, 19, 7, 0, 0
Bought staple, 80, 19080, 195, 55700, 20, 8, 0, 0
Bought staple, 87, 19080, 10, 62350, 21, 9, 0, 0
Bought staple, 97, 19080, 85, 71850, 21, 10, 0, 0
Bought staple, 105, 19080, 120, 79450, 22, 11, 0, 0
Bought staple, 113, 19080, 5, 87050, 22, 12, 0, 0
Bought staple, 123, 19080, 80, 96550, 22, 13, 0, 0
Dupe staple, 130, 19080, 270, 103200, 23, 13, 0, 0
Bought common, 155, 19080, 45, 126950, 24, 13, 1, 0
Dupe staple, 164, 19080, 275, 135500, 24, 13, 1, 0
Dupe staple, 170, 19080, 370, 141200, 25, 13, 1, 0
Dupe staple, 177, 19080, 285, 147850, 25, 13, 1, 0
Bought common, 201, 19080, 90, 170650, 26, 13, 2, 0
Bought staple, 210, 19080, 220, 179200, 27, 14, 2, 0
Bought staple, 219, 19080, 75, 187750, 27, 15, 2, 0
Dupe staple, 228, 19080, 305, 196300, 27, 15, 2, 0
Bought common, 251, 19080, 15, 218150, 28, 15, 3, 0
Dupe staple, 260, 19080, 395, 226700, 29, 15, 3, 0
Bought staple, 267, 19080, 60, 233350, 29, 16, 3, 0
Bought special, 293, 19080, 55, 258050, 30, 16, 3, 1
Bought staple, 301, 19080, 90, 265650, 31, 17, 3, 1
Bought special, 328, 19080, 55, 291300, 32, 17, 3, 2
Bought staple, 337, 19080, 185, 299850, 33, 18, 3, 2
Bought special, 362, 19080, 85, 323600, 34, 18, 3, 3
Bought staple, 371, 19080, 65, 332150, 34, 19, 3, 3
Bought common, 398, 19080, 30, 357800, 35, 19, 4, 3
Bought common, 423, 19080, 80, 381550, 37, 19, 5, 3
Bought special, 450, 19080, 170, 407200, 38, 19, 5, 4
Bought special, 476, 19080, 40, 431900, 39, 19, 5, 5
Bought special, 502, 19080, 35, 456600, 40, 19, 5, 6
Bought special, 528, 19080, 55, 481300, 42, 19, 5, 7
Bought special, 554, 19080, 50, 506000, 43, 19, 5, 8
Bought common, 580, 19080, 45, 530700, 44, 19, 6, 8
Bought special, 607, 19080, 10, 556350, 45, 19, 6, 9
Dupe common, 632, 19080, 810, 580100, 47, 19, 6, 9
Bought special, 653, 19080, 205, 600050, 48, 19, 6, 10
Bought common, 679, 19080, 75, 624750, 49, 19, 7, 10
Bought special, 705, 19080, 70, 649450, 50, 19, 7, 11
Bought common, 731, 19080, 65, 674150, 51, 19, 8, 11
Dupe common, 758, 19080, 930, 699800, 53, 19, 8, 11
Bought common, 778, 19080, 80, 718800, 53, 19, 9, 11
Dupe common, 802, 19080, 785, 741600, 55, 19, 9, 11
Bought special, 822, 19080, 85, 760600, 56, 19, 9, 12
Bought special, 849, 19080, 50, 786250, 57, 19, 9, 13
Bought common, 875, 19080, 45, 810950, 58, 19, 10, 13
Bought common, 901, 19080, 40, 835650, 59, 19, 11, 13
Dupe special, 927, 19080, 810, 860350, 61, 19, 11, 13
Bought common, 947, 19080, 110, 879350, 62, 19, 12, 13
Bought special, 972, 19080, 10, 903100, 63, 19, 12, 14
Bought special, 1000, 19080, 195, 929700, 64, 19, 12, 15
Bought common, 1026, 19080, 65, 954400, 65, 19, 13, 15
Bought special, 1052, 19080, 60, 979100, 66, 19, 13, 16
Dupe common, 1078, 19080, 830, 1003800, 68, 19, 13, 16
Bought special, 1097, 19080, 35, 1021850, 69, 19, 13, 17
Bought special, 1123, 19080, 30, 1046550, 70, 19, 13, 18
Bought common, 1150, 19080, 120, 1072200, 71, 19, 14, 18
Dupe special, 1177, 19080, 835, 1097850, 72, 19, 14, 18
Bought special, 1196, 19080, 40, 1115900, 73, 19, 14, 19
Bought special, 1221, 19080, 90, 1139650, 75, 19, 14, 20
Bought special, 1248, 19080, 55, 1165300, 76, 19, 14, 21
Dupe special, 1274, 19080, 800, 1190000, 77, 19, 14, 21
Bought special, 1293, 19080, 5, 1208050, 78, 19, 14, 22
Bought common, 1320, 19080, 95, 1233700, 79, 19, 15, 22
Dupe special, 1347, 19080, 960, 1259350, 81, 19, 15, 22
Bought special, 1366, 19080, 15, 1277400, 81, 19, 15, 23
Dupe common, 1391, 19080, 815, 1301150, 83, 19, 15, 23
Bought special, 1410, 19080, 20, 1319200, 84, 19, 15, 24
Bought common, 1438, 19080, 80, 1345800, 85, 19, 16, 24
Bought common, 1464, 19080, 75, 1370500, 86, 19, 17, 24
Bought common, 1490, 19080, 70, 1395200, 87, 19, 18, 24
Dupe common, 1516, 19080, 840, 1419900, 89, 19, 18, 24
Bought special, 1537, 19080, 235, 1439850, 90, 19, 18, 25
Bought common, 1561, 19080, 40, 1462650, 91, 19, 19, 25
Dupe special, 1588, 19080, 755, 1488300, 92, 19, 19, 25
Bought common, 1608, 19080, 55, 1507300, 93, 19, 20, 25
Dupe common, 1634, 19080, 800, 1532000, 94, 19, 20, 25
Dupe special, 1653, 19080, 755, 1550050, 95, 19, 20, 25
Bought common, 1673, 19080, 55, 1569050, 96, 19, 21, 25
Dupe common, 1700, 19080, 895, 1594700, 97, 19, 21, 25
Dupe common, 1720, 19080, 945, 1613700, 98, 19, 21, 25
Bought common, 1739, 19080, 25, 1631750, 99, 19, 22, 25
Bought common, 1765, 19080, 20, 1656450, 100, 19, 23, 25
Bought common, 1790, 19080, 70, 1680200, 102, 19, 24, 25
Bought special, 1817, 19080, 35, 1705850, 103, 19, 24, 26
Bought special, 1843, 19080, 30, 1730550, 104, 19, 24, 27
Bought common, 1870, 19080, 120, 1756200, 105, 19, 25, 27
Dupe special, 1895, 19080, 795, 1779950, 107, 19, 25, 27
Bought common, 1916, 19080, 190, 1799900, 108, 19, 26, 27
Dupe special, 1941, 19080, 840, 1823650, 109, 19, 26, 27
Dupe special, 1960, 19080, 795, 1841700, 110, 19, 26, 27
Dupe special, 1980, 19080, 845, 1860700, 111, 19, 26, 27
Bought special, 2000, 19080, 145, 1879700, 112, 19, 26, 28
Bought common, 2026, 19080, 15, 1904400, 113, 19, 27, 28
Dupe special, 2052, 19080, 760, 1929100, 114, 19, 27, 28
Bought common, 2072, 19080, 60, 1948100, 115, 19, 28, 28
Dupe common, 2099, 19080, 775, 1973750, 116, 19, 28, 28
Bought special, 2119, 19080, 75, 1992750, 117, 19, 28, 29
Dupe special, 2145, 19080, 820, 2017450, 118, 19, 28, 29
Dupe special, 2164, 19080, 775, 2035500, 119, 19, 28, 29
Dupe common, 2184, 19080, 825, 2054500, 120, 19, 28, 29
Dupe common, 2203, 19080, 780, 2072550, 121, 19, 28, 29
Dupe special, 2223, 19080, 830, 2091550, 122, 19, 28, 29
Bought special, 2242, 19080, 35, 2109600, 123, 19, 28, 30
Dupe special, 2270, 19080, 970, 2136200, 124, 19, 28, 30
Dupe common, 2289, 19080, 800, 2154250, 125, 19, 28, 30
Dupe special, 2308, 19080, 755, 2172300, 126, 19, 28, 30
Dupe special, 2328, 19080, 805, 2191300, 127, 19, 28, 30
Bought common, 2347, 19080, 10, 2209350, 128, 19, 29, 30

