Action, games, score, coin, xp, level, staples, commons, specials
Bought special, 868, 31800, 48, 1360230, 86, 18, 17, 21
Dupe staple, 874, 31800, 377, 1369770, 86, 18, 17, 21
Dupe special, 889, 31800, 787, 1393620, 87, 18, 17, 21
Bought special, 901, 31800, 95, 1412700, 88, 18, 17, 22
Bought common, 918, 31800, 223, 1439730, 90, 18, 18, 22
Bought common, 933, 31800, 8, 1463580, 91, 18, 19, 22
Dupe special, 950, 31800, 861, 1490610, 92, 18, 19, 22
Bought common, 962, 31800, 44, 1509690, 93, 18, 20, 22
Bought special, 979, 31800, 22, 1536720, 94, 18, 20, 23
Dupe common, 995, 31800, 866, 1562160, 96, 18, 20, 23
Bought common, 1007, 31800, 49, 1581240, 97, 18, 21, 23
Dupe staple, 1013, 31800, 378, 1590780, 97, 18, 21, 23
Bought common, 1028, 31800, 38, 1614630, 98, 18, 22, 23
Dupe special, 1044, 31800, 882, 1640070, 100, 18, 22, 23
Dupe staple, 1045, 31800, 291, 1641660, 100, 18, 22, 23
Dupe staple, 1050, 31800, 461, 1649610, 100, 18, 22, 23
Bought special, 1065, 31800, 121, 1673460, 101, 18, 22, 24
Dupe staple, 1070, 31800, 441, 1681410, 102, 18, 22, 24
Dupe special, 1085, 31800, 851, 1705260, 103, 18, 22, 24
Bought staple, 1086, 31800, 10, 1706850, 103, 19, 22, 24
Dupe special, 1103, 31800, 863, 1733880, 104, 19, 22, 24
Bought special, 1115, 31800, 46, 1752960, 105, 19, 22, 25
Dupe common, 1132, 31800, 1049, 1779990, 107, 19, 22, 25
Bought common, 1144, 31800, 82, 1799070, 107, 19, 23, 25
Bought special, 1160, 31800, 176, 1824510, 109, 19, 23, 26
Dupe common, 1177, 31800, 904, 1851540, 110, 19, 23, 26
Bought common, 1189, 31800, 87, 1870620, 111, 19, 24, 26
Dupe special, 1205, 31800, 781, 1896060, 112, 19, 24, 26
Dupe common, 1218, 31800, 873, 1916730, 113, 19, 24, 26
Bought common, 1230, 31800, 181, 1935810, 114, 19, 25, 26
Bought special, 1246, 31800, 150, 1961250, 116, 19, 25, 27
Dupe special, 1262, 31800, 844, 1986690, 117, 19, 25, 27
Dupe special, 1274, 31800, 777, 2005770, 118, 19, 25, 27
Bought common, 1287, 31800, 119, 2026440, 119, 19, 26, 27
Dupe special, 1303, 31800, 813, 2051880, 120, 19, 26, 27
Dupe special, 1316, 31800, 905, 2072550, 121, 19, 26, 27
Dupe special, 1328, 31800, 838, 2091630, 122, 19, 26, 27
Dupe special, 1340, 31800, 896, 2110710, 123, 19, 26, 27
Bought common, 1352, 31800, 79, 2129790, 124, 19, 27, 27
Dupe common, 1369, 31800, 807, 2156820, 125, 19, 27, 27
Dupe common, 1381, 31800, 865, 2175900, 126, 19, 27, 27
Dupe special, 1393, 31800, 798, 2194980, 127, 19, 27, 27
Dupe special, 1406, 31800, 890, 2215650, 128, 19, 27, 27
Dupe special, 1418, 31800, 823, 2234730, 129, 19, 27, 27
Bought common, 1430, 31800, 131, 2253810, 130, 19, 28, 27
Dupe special, 1446, 31800, 850, 2279250, 132, 19, 28, 27
Bought common, 1459, 31800, 192, 2299920, 133, 19, 29, 27
Dupe special, 1475, 31800, 886, 2325360, 134, 19, 29, 27
Dupe special, 1487, 31800, 819, 2344440, 135, 19, 29, 27
Dupe special, 1499, 31800, 752, 2363520, 136, 19, 29, 27
Dupe common, 1511, 31800, 810, 2382600, 137, 19, 29, 27
Dupe common, 1524, 31800, 902, 2403270, 138, 19, 29, 27
Dupe common, 1536, 31800, 835, 2422350, 139, 19, 29, 27
Dupe special, 1548, 31800, 768, 2441430, 140, 19, 29, 27
Dupe common, 1560, 31800, 826, 2460510, 141, 19, 29, 27
Dupe common, 1572, 31800, 759, 2479590, 142, 19, 29, 27
Bought special, 1585, 31800, 101, 2500260, 143, 19, 29, 28
Dupe common, 1601, 31800, 795, 2525700, 144, 19, 29, 28
Dupe special, 1614, 31800, 887, 2546370, 145, 19, 29, 28
Dupe common, 1626, 31800, 820, 2565450, 146, 19, 29, 28
Dupe common, 1638, 31800, 753, 2584530, 147, 19, 29, 28
Bought special, 1650, 31800, 61, 2603610, 148, 19, 29, 29
Dupe special, 1667, 31800, 789, 2630640, 149, 19, 29, 29
Dupe special, 1680, 31800, 1006, 2651310, 150, 19, 29, 29
Dupe special, 1691, 31800, 780, 2668800, 151, 19, 29, 29
Dupe common, 1704, 31800, 872, 2689470, 152, 19, 29, 29
Dupe special, 1716, 31800, 805, 2708550, 153, 19, 29, 29
Dupe special, 1729, 31800, 897, 2729220, 154, 19, 29, 29
Bought special, 1740, 31800, 46, 2746710, 155, 19, 29, 30

Bought staple, 2, 12600, 34, 1590, 5, 1, 0, 0
Bought staple, 8, 17400, 108, 6330, 9, 2, 0, 0
Bought staple, 13, 21000, 28, 11280, 11, 3, 0, 0
Bought staple, 20, 22200, 62, 18870, 12, 4, 0, 0
Bought staple, 26, 24600, 64, 25890, 14, 5, 0, 0
Bought staple, 32, 25800, 95, 33450, 15, 6, 0, 0
Bought common, 47, 30600, 109, 54840, 20, 6, 1, 0
Bought common, 63, 31800, 203, 80280, 22, 6, 2, 0
Bought staple, 69, 31800, 157, 89820, 22, 7, 2, 0
Bought staple, 74, 31800, 77, 97770, 22, 8, 2, 0
Bought staple, 79, 31800, 22, 105720, 23, 9, 2, 0
Bought special, 96, 31800, 125, 132750, 24, 9, 2, 1
Bought special, 112, 31800, 69, 158190, 25, 9, 2, 2
Bought common, 128, 31800, 38, 183630, 27, 9, 3, 2
Dupe staple, 134, 31800, 367, 193170, 27, 9, 3, 2
Bought staple, 138, 31800, 153, 199530, 28, 10, 3, 2
Bought staple, 143, 31800, 73, 207480, 28, 11, 3, 2
Bought staple, 149, 31800, 27, 217020, 28, 12, 3, 2
Bought special, 165, 31800, 121, 242460, 30, 12, 3, 3
Bought staple, 170, 31800, 41, 250410, 30, 13, 3, 3
Bought common, 187, 31800, 19, 277440, 31, 13, 4, 3
Bought staple, 192, 31800, 89, 285390, 32, 14, 4, 3
Bought special, 209, 31800, 67, 312420, 33, 14, 4, 4
Dupe staple, 214, 31800, 387, 320370, 34, 14, 4, 4
Bought special, 229, 31800, 47, 344220, 35, 14, 4, 5
Bought staple, 235, 31800, 126, 353760, 35, 15, 4, 5
Bought common, 251, 31800, 220, 379200, 37, 15, 5, 5
Dupe staple, 256, 31800, 265, 387150, 37, 15, 5, 5
Bought special, 271, 31800, 50, 411000, 38, 15, 5, 6
Bought special, 288, 31800, 28, 438030, 39, 15, 5, 7
Dupe staple, 293, 31800, 348, 445980, 40, 15, 5, 7
Bought special, 308, 31800, 8, 469830, 41, 15, 5, 8
Dupe staple, 314, 31800, 487, 479370, 42, 15, 5, 8
Bought special, 329, 31800, 147, 503220, 43, 15, 5, 9
Bought common, 345, 31800, 91, 528660, 44, 15, 6, 9
Dupe special, 361, 31800, 785, 554100, 45, 15, 6, 9
Bought common, 374, 31800, 127, 574770, 46, 15, 7, 9
Bought special, 390, 31800, 221, 600210, 48, 15, 7, 10
Bought common, 406, 31800, 40, 625650, 49, 15, 8, 10
Bought special, 423, 31800, 143, 652680, 50, 15, 8, 11
Bought common, 440, 31800, 396, 679710, 52, 15, 9, 11
Bought staple, 444, 31800, 32, 686070, 52, 16, 9, 11
Dupe special, 461, 31800, 885, 713100, 53, 16, 9, 11
Dupe common, 473, 31800, 818, 732180, 54, 16, 9, 11
Bought common, 485, 31800, 1, 751260, 55, 16, 10, 11
Bought special, 502, 31800, 104, 778290, 56, 16, 10, 12
Bought common, 518, 31800, 73, 803730, 58, 16, 11, 12
Bought special, 534, 31800, 17, 829170, 59, 16, 11, 13
Dupe staple, 540, 31800, 346, 838710, 59, 16, 11, 13
Bought special, 555, 31800, 156, 862560, 61, 16, 11, 14
Bought special, 571, 31800, 100, 888000, 62, 16, 11, 15
Dupe common, 588, 31800, 828, 915030, 63, 16, 11, 15
Bought common, 600, 31800, 136, 934110, 64, 16, 12, 15
Bought staple, 605, 31800, 81, 942060, 65, 17, 12, 15
Dupe common, 621, 31800, 775, 967500, 66, 17, 12, 15
Bought special, 634, 31800, 117, 988170, 67, 17, 12, 16
Bought common, 650, 31800, 61, 1013610, 68, 17, 13, 16
Dupe special, 667, 31800, 939, 1040640, 70, 17, 13, 16
Dupe common, 679, 31800, 872, 1059720, 71, 17, 13, 16
Dupe common, 691, 31800, 780, 1078800, 71, 17, 13, 16
Bought common, 704, 31800, 272, 1099470, 73, 17, 14, 16
Bought common, 720, 31800, 216, 1124910, 74, 17, 15, 16
Dupe staple, 725, 31800, 261, 1132860, 74, 17, 15, 16
Bought common, 740, 31800, 46, 1156710, 75, 17, 16, 16
Dupe special, 756, 31800, 765, 1182150, 77, 17, 16, 16
Dupe staple, 758, 31800, 333, 1185330, 77, 17, 16, 16
Bought special, 773, 31800, 118, 1209180, 78, 17, 16, 17
Dupe common, 790, 31800, 971, 1236210, 79, 17, 16, 17
Dupe special, 802, 31800, 904, 1255290, 80, 17, 16, 17
Bought special, 814, 31800, 87, 1274370, 81, 17, 16, 18
Dupe staple, 819, 31800, 282, 1282320, 82, 17, 16, 18
Bought special, 834, 31800, 67, 1306170, 83, 17, 16, 19
Dupe common, 850, 31800, 761, 1331610, 84, 17, 16, 19
Dupe staple, 852, 31800, 329, 1334790, 84, 17, 16, 19
Bought common, 868, 31800, 298, 1360230, 86, 17, 17, 19
Dupe common, 883, 31800, 833, 1384080, 87, 17, 17, 19
Dupe special, 895, 31800, 766, 1403160, 88, 17, 17, 19
Bought special, 908, 31800, 108, 1423830, 89, 17, 17, 20
Bought special, 924, 31800, 52, 1449270, 90, 17, 17, 21
Dupe staple, 930, 31800, 381, 1458810, 90, 17, 17, 21
Bought special, 944, 31800, 32, 1481070, 92, 17, 17, 22
Bought special, 961, 31800, 135, 1508100, 93, 17, 17, 23
Bought common, 978, 31800, 113, 1535130, 94, 17, 18, 23
Bought special, 994, 31800, 207, 1560570, 96, 17, 18, 24
Dupe staple, 999, 31800, 252, 1568520, 96, 17, 18, 24
Bought staple, 1003, 31800, 13, 1574880, 96, 18, 18, 24
Bought special, 1020, 31800, 266, 1601910, 98, 18, 18, 25
Dupe staple, 1025, 31800, 311, 1609860, 98, 18, 18, 25
Dupe staple, 1030, 31800, 481, 1617810, 98, 18, 18, 25
Bought common, 1044, 31800, 132, 1640070, 100, 18, 19, 25
Bought common, 1060, 31800, 76, 1665510, 101, 18, 20, 25
Dupe common, 1077, 31800, 804, 1692540, 102, 18, 20, 25
Dupe special, 1090, 31800, 1021, 1713210, 103, 18, 20, 25
Bought common, 1101, 31800, 45, 1730700, 104, 18, 21, 25
Dupe staple, 1107, 31800, 399, 1740240, 105, 18, 21, 25
Dupe staple, 1110, 31800, 251, 1745010, 105, 18, 21, 25
Bought special, 1126, 31800, 70, 1770450, 106, 18, 21, 26
Dupe common, 1142, 31800, 764, 1795890, 107, 18, 21, 26
Bought common, 1155, 31800, 106, 1816560, 108, 18, 22, 26
Dupe common, 1170, 31800, 791, 1840410, 110, 18, 22, 26
Dupe common, 1183, 31800, 883, 1861080, 111, 18, 22, 26
Dupe staple, 1184, 31800, 292, 1862670, 111, 18, 22, 26
Bought staple, 1189, 31800, 87, 1870620, 111, 19, 22, 26
Dupe special, 1205, 31800, 781, 1896060, 112, 19, 22, 26
Bought common, 1218, 31800, 123, 1916730, 113, 19, 23, 26
Dupe common, 1233, 31800, 808, 1940580, 115, 19, 23, 26
Bought common, 1246, 31800, 150, 1961250, 116, 19, 24, 26
Dupe common, 1262, 31800, 844, 1986690, 117, 19, 24, 26
Dupe special, 1274, 31800, 777, 2005770, 118, 19, 24, 26
Bought special, 1287, 31800, 119, 2026440, 119, 19, 24, 27
Dupe common, 1303, 31800, 813, 2051880, 120, 19, 24, 27
Dupe special, 1316, 31800, 905, 2072550, 121, 19, 24, 27
Dupe special, 1328, 31800, 838, 2091630, 122, 19, 24, 27
Dupe special, 1340, 31800, 896, 2110710, 123, 19, 24, 27
Dupe common, 1352, 31800, 829, 2129790, 124, 19, 24, 27
Bought special, 1364, 31800, 12, 2148870, 125, 19, 24, 28
Bought common, 1381, 31800, 115, 2175900, 126, 19, 25, 28
Dupe special, 1397, 31800, 834, 2201340, 128, 19, 25, 28
Dupe special, 1409, 31800, 767, 2220420, 129, 19, 25, 28
Dupe common, 1421, 31800, 825, 2239500, 130, 19, 25, 28
Dupe special, 1434, 31800, 917, 2260170, 131, 19, 25, 28
Dupe common, 1446, 31800, 850, 2279250, 132, 19, 25, 28
Dupe special, 1459, 31800, 942, 2299920, 133, 19, 25, 28
Bought common, 1471, 31800, 100, 2319000, 133, 19, 26, 28
Dupe special, 1487, 31800, 819, 2344440, 135, 19, 26, 28
Dupe common, 1499, 31800, 752, 2363520, 136, 19, 26, 28
Dupe common, 1511, 31800, 810, 2382600, 137, 19, 26, 28
Bought common, 1524, 31800, 152, 2403270, 138, 19, 27, 28
Dupe common, 1540, 31800, 846, 2428710, 139, 19, 27, 28
Dupe common, 1552, 31800, 779, 2447790, 140, 19, 27, 28
Bought special, 1565, 31800, 121, 2468460, 141, 19, 27, 29
Dupe common, 1581, 31800, 815, 2493900, 142, 19, 27, 29
Dupe special, 1594, 31800, 907, 2514570, 143, 19, 27, 29
Dupe common, 1606, 31800, 840, 2533650, 144, 19, 27, 29
Bought special, 1618, 31800, 23, 2552730, 145, 19, 27, 30
Dupe special, 1635, 31800, 1026, 2579760, 147, 19, 27, 30
Dupe special, 1647, 31800, 809, 2598840, 147, 19, 27, 30
Dupe special, 1660, 31800, 1176, 2619510, 149, 19, 27, 30
Dupe special, 1671, 31800, 800, 2637000, 149, 19, 27, 30
Dupe special, 1684, 31800, 892, 2657670, 150, 19, 27, 30
Dupe common, 1696, 31800, 825, 2676750, 151, 19, 27, 30
Bought common, 1708, 31800, 8, 2695830, 152, 19, 28, 30
Dupe common, 1724, 31800, 852, 2721270, 154, 19, 28, 30
Dupe common, 1736, 31800, 785, 2740350, 155, 19, 28, 30
Dupe special, 1749, 31800, 877, 2761020, 156, 19, 28, 30
Dupe common, 1761, 31800, 935, 2780100, 157, 19, 28, 30
Dupe common, 1773, 31800, 868, 2799180, 158, 19, 28, 30
Dupe special, 1786, 31800, 960, 2819850, 159, 19, 28, 30
Dupe special, 1799, 31800, 1052, 2840520, 160, 19, 28, 30
Dupe common, 1810, 31800, 801, 2858010, 160, 19, 28, 30
Dupe special, 1823, 31800, 893, 2878680, 161, 19, 28, 30
Dupe common, 1835, 31800, 826, 2897760, 162, 19, 28, 30
Bought common, 1847, 31800, 9, 2916840, 163, 19, 29, 30

Bought staple, 2, 12600, 34, 1590, 5, 1, 0, 0
Bought staple, 8, 17400, 108, 6330, 9, 2, 0, 0
Bought staple, 13, 21000, 28, 11280, 11, 3, 0, 0
Bought staple, 20, 22200, 62, 18870, 12, 4, 0, 0
Bought special, 37, 27000, 64, 40140, 17, 4, 0, 1
Bought staple, 42, 29400, 56, 47310, 18, 5, 0, 1
Bought staple, 47, 30600, 109, 54840, 20, 6, 0, 1
Bought special, 63, 31800, 203, 80280, 22, 6, 0, 2
Bought staple, 69, 31800, 157, 89820, 22, 7, 0, 2
Bought special, 85, 31800, 101, 115260, 23, 7, 0, 3
Bought staple, 90, 31800, 171, 123210, 24, 8, 0, 3
Bought special, 107, 31800, 149, 150240, 25, 8, 0, 4
Bought staple, 112, 31800, 69, 158190, 25, 9, 0, 4
Dupe staple, 117, 31800, 264, 166140, 26, 9, 0, 4
Bought staple, 121, 31800, 25, 172500, 26, 10, 0, 4
Bought common, 138, 31800, 153, 199530, 28, 10, 1, 4
Bought common, 154, 31800, 97, 224970, 29, 10, 2, 4
Bought special, 170, 31800, 41, 250410, 30, 10, 2, 5
Bought staple, 176, 31800, 145, 259950, 31, 11, 2, 5
Bought special, 192, 31800, 89, 285390, 32, 11, 2, 6
Bought special, 209, 31800, 67, 312420, 33, 11, 2, 7
Bought common, 225, 31800, 11, 337860, 34, 11, 3, 7
Dupe staple, 230, 31800, 331, 345810, 35, 11, 3, 7
Bought common, 246, 31800, 150, 371250, 36, 11, 4, 7
Bought staple, 251, 31800, 220, 379200, 37, 12, 4, 7
Bought staple, 256, 31800, 15, 387150, 37, 13, 4, 7
Bought special, 273, 31800, 118, 414180, 38, 13, 4, 8
Bought staple, 278, 31800, 63, 422130, 39, 14, 4, 8
Bought staple, 284, 31800, 142, 431670, 39, 15, 4, 8
Bought special, 300, 31800, 86, 457110, 40, 15, 4, 9
Bought common, 316, 31800, 55, 482550, 42, 15, 5, 9
Bought staple, 322, 31800, 134, 492090, 42, 16, 5, 9
Bought common, 339, 31800, 262, 519120, 44, 16, 6, 9
Bought special, 354, 31800, 47, 542970, 45, 16, 6, 10
Dupe staple, 360, 31800, 376, 552510, 45, 16, 6, 10
Dupe staple, 364, 31800, 262, 558870, 45, 16, 6, 10
Bought special, 379, 31800, 72, 582720, 47, 16, 6, 11
Bought special, 395, 31800, 16, 608160, 48, 16, 6, 12
Bought special, 412, 31800, 119, 635190, 49, 16, 6, 13
Bought common, 428, 31800, 88, 660630, 51, 16, 7, 13
Bought special, 444, 31800, 32, 686070, 52, 16, 7, 14
Dupe common, 461, 31800, 885, 713100, 53, 16, 7, 14
Bought common, 473, 31800, 68, 732180, 54, 16, 8, 14
Dupe staple, 478, 31800, 263, 740130, 55, 16, 8, 14
Dupe special, 493, 31800, 798, 763980, 56, 16, 8, 14
Bought common, 506, 31800, 140, 784650, 57, 16, 9, 14
Dupe special, 522, 31800, 834, 810090, 58, 16, 9, 14
Bought staple, 524, 31800, 152, 813270, 58, 17, 9, 14
Dupe staple, 529, 31800, 347, 821220, 59, 17, 9, 14
Bought special, 544, 31800, 132, 845070, 60, 17, 9, 15
Bought common, 560, 31800, 76, 870510, 61, 17, 10, 15
Bought special, 577, 31800, 54, 897540, 62, 17, 10, 16
Bought staple, 582, 31800, 124, 905490, 63, 18, 10, 16
Dupe common, 599, 31800, 852, 932520, 64, 18, 10, 16
Dupe common, 610, 31800, 751, 950010, 65, 18, 10, 16
Bought common, 623, 31800, 93, 970680, 66, 18, 11, 16
Dupe special, 640, 31800, 946, 997710, 67, 18, 11, 16
Bought common, 652, 31800, 129, 1016790, 68, 18, 12, 16
Bought special, 668, 31800, 98, 1042230, 70, 18, 12, 17
Dupe common, 684, 31800, 792, 1067670, 71, 18, 12, 17
Bought common, 697, 31800, 134, 1088340, 72, 18, 13, 17
Dupe special, 713, 31800, 828, 1113780, 73, 18, 13, 17
Bought special, 725, 31800, 11, 1132860, 74, 18, 13, 18
Bought common, 742, 31800, 264, 1159890, 76, 18, 14, 18
Dupe special, 758, 31800, 833, 1185330, 77, 18, 14, 18
Bought special, 770, 31800, 141, 1204410, 78, 18, 14, 19
Bought common, 787, 31800, 119, 1231440, 79, 18, 15, 19
Dupe special, 803, 31800, 813, 1256880, 80, 18, 15, 19
Bought special, 816, 31800, 155, 1277550, 81, 18, 15, 20
Dupe staple, 820, 31800, 316, 1283910, 82, 18, 15, 20
Bought special, 836, 31800, 135, 1309350, 83, 18, 15, 21
Bought common, 852, 31800, 79, 1334790, 84, 18, 16, 21
Bought special, 868, 31800, 48, 1360230, 86, 18, 16, 22
Dupe staple, 874, 31800, 377, 1369770, 86, 18, 16, 22
Bought special, 889, 31800, 37, 1393620, 87, 18, 16, 23
Dupe special, 906, 31800, 1040, 1420650, 89, 18, 16, 23
Bought staple, 907, 31800, 199, 1422240, 89, 19, 16, 23
Bought common, 923, 31800, 143, 1447680, 90, 19, 17, 23
Dupe special, 940, 31800, 996, 1474710, 91, 19, 17, 23
Bought special, 951, 31800, 20, 1492200, 92, 19, 17, 24
Bought common, 968, 31800, 148, 1519230, 94, 19, 18, 24
Bought common, 984, 31800, 92, 1544670, 95, 19, 19, 24
Dupe special, 1000, 31800, 786, 1570110, 96, 19, 19, 24
Dupe common, 1013, 31800, 878, 1590780, 97, 19, 19, 24
Bought special, 1025, 31800, 61, 1609860, 98, 19, 19, 25
Bought common, 1041, 31800, 5, 1635300, 99, 19, 20, 25
Bought common, 1058, 31800, 133, 1662330, 101, 19, 21, 25
Dupe common, 1074, 31800, 827, 1687770, 102, 19, 21, 25
Dupe special, 1086, 31800, 760, 1706850, 103, 19, 21, 25
Dupe special, 1099, 31800, 852, 1727520, 104, 19, 21, 25
Bought common, 1110, 31800, 1, 1745010, 105, 19, 22, 25
Dupe special, 1128, 31800, 888, 1773630, 106, 19, 22, 25
Dupe common, 1140, 31800, 946, 1792710, 107, 19, 22, 25
Bought special, 1152, 31800, 129, 1811790, 108, 19, 22, 26
Dupe special, 1169, 31800, 857, 1838820, 109, 19, 22, 26
Dupe special, 1180, 31800, 756, 1856310, 110, 19, 22, 26
Bought special, 1193, 31800, 98, 1876980, 111, 19, 22, 27
Dupe special, 1209, 31800, 817, 1902420, 113, 19, 22, 27
Dupe special, 1221, 31800, 875, 1921500, 114, 19, 22, 27
Bought special, 1233, 31800, 58, 1940580, 115, 19, 22, 28
Bought common, 1250, 31800, 161, 1967610, 116, 19, 23, 28
Dupe special, 1267, 31800, 889, 1994640, 117, 19, 23, 28
Dupe common, 1279, 31800, 822, 2013720, 118, 19, 23, 28
Dupe common, 1291, 31800, 880, 2032800, 119, 19, 23, 28
Dupe special, 1303, 31800, 813, 2051880, 120, 19, 23, 28
Dupe common, 1316, 31800, 905, 2072550, 121, 19, 23, 28
Bought common, 1328, 31800, 88, 2091630, 122, 19, 24, 28
Dupe special, 1344, 31800, 782, 2117070, 123, 19, 24, 28
Dupe special, 1357, 31800, 874, 2137740, 124, 19, 24, 28
Dupe special, 1369, 31800, 807, 2156820, 125, 19, 24, 28
Dupe common, 1381, 31800, 865, 2175900, 126, 19, 24, 28
Dupe common, 1393, 31800, 798, 2194980, 127, 19, 24, 28
Dupe common, 1406, 31800, 890, 2215650, 128, 19, 24, 28
Dupe common, 1418, 31800, 823, 2234730, 129, 19, 24, 28
Bought common, 1430, 31800, 131, 2253810, 130, 19, 25, 28
Dupe special, 1446, 31800, 850, 2279250, 132, 19, 25, 28
Dupe common, 1459, 31800, 942, 2299920, 133, 19, 25, 28
Dupe special, 1471, 31800, 850, 2319000, 133, 19, 25, 28
Dupe special, 1483, 31800, 783, 2338080, 134, 19, 25, 28
Dupe common, 1496, 31800, 875, 2358750, 135, 19, 25, 28
Bought common, 1508, 31800, 58, 2377830, 136, 19, 26, 28
Dupe special, 1524, 31800, 902, 2403270, 138, 19, 26, 28
Bought common, 1536, 31800, 85, 2422350, 139, 19, 27, 28
Dupe common, 1552, 31800, 779, 2447790, 140, 19, 27, 28
Bought special, 1565, 31800, 121, 2468460, 141, 19, 27, 29
Bought special, 1581, 31800, 65, 2493900, 142, 19, 27, 30
Dupe special, 1597, 31800, 784, 2519340, 144, 19, 27, 30
Dupe common, 1610, 31800, 1001, 2540010, 145, 19, 27, 30
