Action, games, score, coin, xp, level, staples, commons, specials
Bought special, 430, 21200, 186, 435860, 39, 18, 4, 7
Bought special, 452, 21200, 68, 459180, 41, 18, 4, 8
Dupe staple, 460, 21200, 291, 467660, 41, 18, 4, 8
Bought common, 482, 21200, 23, 490980, 42, 18, 5, 8
Bought common, 507, 21200, 73, 517480, 43, 18, 6, 8
Bought special, 530, 21200, 186, 541860, 45, 18, 6, 9
Dupe special, 553, 21200, 774, 566240, 46, 18, 6, 9
Bought common, 571, 21200, 82, 585320, 47, 18, 7, 9
Dupe staple, 580, 21200, 411, 594860, 47, 18, 7, 9
Dupe staple, 585, 21200, 341, 600160, 48, 18, 7, 9
Bought common, 607, 21200, 73, 623480, 49, 18, 8, 9
Bought common, 630, 21200, 36, 647860, 50, 18, 9, 9
Bought special, 655, 21200, 86, 674360, 51, 18, 9, 10
Bought special, 679, 21200, 180, 699800, 53, 18, 9, 11
Dupe staple, 686, 21200, 297, 707220, 53, 18, 9, 11
Bought special, 708, 21200, 29, 730540, 54, 18, 9, 12
Dupe staple, 716, 21200, 252, 739020, 54, 18, 9, 12
Bought common, 737, 21200, 28, 761280, 56, 18, 10, 12
Dupe staple, 745, 21200, 251, 769760, 56, 18, 10, 12
Bought special, 768, 21200, 89, 794140, 57, 18, 10, 13
Dupe staple, 775, 21200, 356, 801560, 58, 18, 10, 13
Dupe staple, 780, 21200, 261, 806860, 58, 18, 10, 13
Dupe staple, 787, 21200, 253, 814280, 58, 18, 10, 13
Bought special, 810, 21200, 216, 838660, 59, 18, 10, 14
Dupe staple, 816, 21200, 252, 845020, 60, 18, 10, 14
Bought special, 839, 21200, 90, 869400, 61, 18, 10, 15
Bought common, 862, 21200, 53, 893780, 62, 18, 11, 15
Bought common, 886, 21200, 147, 919220, 64, 18, 12, 15
Dupe staple, 893, 21200, 264, 926640, 64, 18, 12, 15
Dupe staple, 900, 21200, 381, 934060, 64, 18, 12, 15
Bought common, 921, 21200, 7, 956320, 65, 18, 13, 15
Bought common, 945, 21200, 101, 981760, 67, 18, 14, 15
Dupe staple, 953, 21200, 324, 990240, 67, 18, 14, 15
Bought common, 975, 21200, 56, 1013560, 68, 18, 15, 15
Dupe staple, 982, 21200, 323, 1020980, 69, 18, 15, 15
Bought special, 1004, 21200, 55, 1044300, 70, 18, 15, 16
Dupe common, 1029, 21200, 855, 1070800, 71, 18, 15, 16
Dupe staple, 1030, 21200, 336, 1071860, 71, 18, 15, 16
Bought staple, 1037, 21200, 228, 1079280, 72, 19, 15, 16
Dupe special, 1060, 21200, 941, 1103660, 73, 19, 15, 16
Bought special, 1077, 21200, 18, 1121680, 74, 19, 15, 17
Dupe special, 1101, 21200, 837, 1147120, 75, 19, 15, 17
Dupe common, 1119, 21200, 770, 1166200, 76, 19, 15, 17
Bought special, 1137, 21200, 78, 1185280, 77, 19, 15, 18
Bought special, 1160, 21200, 41, 1209660, 78, 19, 15, 19
Dupe special, 1185, 21200, 841, 1236160, 79, 19, 15, 19
Bought special, 1202, 21200, 43, 1254180, 80, 19, 15, 20
Dupe special, 1226, 21200, 887, 1279620, 82, 19, 15, 20
Dupe special, 1244, 21200, 795, 1298700, 82, 19, 15, 20
Bought common, 1262, 21200, 103, 1317780, 83, 19, 16, 20
Dupe common, 1285, 21200, 841, 1342160, 85, 19, 16, 20
Bought special, 1302, 21200, 43, 1360180, 86, 19, 16, 21
Dupe common, 1327, 21200, 843, 1386680, 87, 19, 16, 21
Bought common, 1344, 21200, 45, 1404700, 88, 19, 17, 21
Bought common, 1369, 21200, 95, 1431200, 89, 19, 18, 21
Dupe special, 1392, 21200, 808, 1455580, 90, 19, 18, 21
Bought common, 1410, 21200, 116, 1474660, 91, 19, 19, 21
Bought special, 1434, 21200, 210, 1500100, 93, 19, 19, 22
Bought common, 1457, 21200, 48, 1524480, 94, 19, 20, 22
Bought common, 1480, 21200, 11, 1548860, 95, 19, 21, 22
Dupe common, 1505, 21200, 811, 1575360, 96, 19, 21, 22
Dupe common, 1522, 21200, 763, 1593380, 97, 19, 21, 22
Dupe common, 1540, 21200, 821, 1612460, 98, 19, 21, 22
Bought common, 1558, 21200, 4, 1631540, 99, 19, 22, 22
Dupe special, 1582, 21200, 823, 1656980, 100, 19, 22, 22
Dupe common, 1600, 21200, 881, 1676060, 101, 19, 22, 22
Dupe special, 1618, 21200, 814, 1695140, 102, 19, 22, 22
Bought special, 1635, 21200, 16, 1713160, 103, 19, 22, 23
Bought special, 1660, 21200, 341, 1739660, 105, 19, 22, 24
Bought special, 1682, 21200, 73, 1762980, 106, 19, 22, 25
Bought common, 1706, 21200, 17, 1788420, 107, 19, 23, 25
Dupe common, 1730, 21200, 836, 1813860, 108, 19, 23, 25
Bought special, 1748, 21200, 19, 1832940, 109, 19, 23, 26
Bought special, 1772, 21200, 88, 1858380, 110, 19, 23, 27
Dupe special, 1795, 21200, 826, 1882760, 112, 19, 23, 27
Bought common, 1812, 21200, 28, 1900780, 113, 19, 24, 27
Dupe common, 1837, 21200, 828, 1927280, 114, 19, 24, 27
Bought special, 1854, 21200, 30, 1945300, 115, 19, 24, 28
Dupe special, 1879, 21200, 830, 1971800, 116, 19, 24, 28
Dupe special, 1896, 21200, 782, 1989820, 117, 19, 24, 28
Dupe common, 1914, 21200, 840, 2008900, 118, 19, 24, 28
Bought common, 1931, 21200, 42, 2026920, 119, 19, 25, 28
Dupe special, 1956, 21200, 842, 2053420, 120, 19, 25, 28
Dupe special, 1973, 21200, 794, 2071440, 121, 19, 25, 28
Dupe special, 1991, 21200, 852, 2090520, 122, 19, 25, 28
Dupe special, 2009, 21200, 785, 2109600, 123, 19, 25, 28
Dupe special, 2027, 21200, 843, 2128680, 124, 19, 25, 28
Bought common, 2044, 21200, 45, 2146700, 125, 19, 26, 28
Bought special, 2069, 21200, 95, 2173200, 126, 19, 26, 29
Dupe common, 2092, 21200, 808, 2197580, 127, 19, 26, 29
Bought common, 2110, 21200, 116, 2216660, 128, 19, 27, 29
Dupe special, 2133, 21200, 854, 2241040, 130, 19, 27, 29
Bought common, 2151, 21200, 162, 2260120, 131, 19, 28, 29
Dupe special, 2175, 21200, 856, 2285560, 132, 19, 28, 29
Dupe common, 2192, 21200, 808, 2303580, 133, 19, 28, 29
Dupe common, 2210, 21200, 866, 2322660, 134, 19, 28, 29
Dupe special, 2228, 21200, 799, 2341740, 135, 19, 28, 29
Dupe common, 2245, 21200, 751, 2359760, 136, 19, 28, 29
Dupe common, 2264, 21200, 915, 2379900, 137, 19, 28, 29
Bought special, 2282, 21200, 73, 2398980, 137, 19, 28, 30
Dupe common, 2305, 21200, 811, 2423360, 139, 19, 28, 30
Bought common, 2322, 21200, 13, 2441380, 140, 19, 29, 30

Bought staple, 3, 8400, 15, 1400, 5, 1, 0, 0
Bought staple, 11, 11600, 6, 5560, 8, 2, 0, 0
Bought staple, 20, 14000, 171, 11460, 11, 3, 0, 0
Bought staple, 30, 14800, 170, 18700, 12, 4, 0, 0
Bought staple, 37, 15600, 12, 24120, 14, 5, 0, 0
Bought staple, 46, 17200, 33, 31580, 15, 6, 0, 0
Bought staple, 54, 18000, 16, 38660, 16, 7, 0, 0
Bought staple, 60, 18800, 1, 44260, 18, 8, 0, 0
Bought staple, 69, 20400, 49, 53240, 19, 9, 0, 0
Bought staple, 75, 21200, 106, 59560, 21, 10, 0, 0
Bought staple, 83, 21200, 79, 68040, 21, 11, 0, 0
Bought staple, 91, 21200, 52, 76520, 21, 12, 0, 0
Dupe staple, 99, 21200, 300, 85000, 22, 12, 0, 0
Bought staple, 105, 21200, 61, 91360, 22, 13, 0, 0
Bought special, 129, 21200, 5, 116800, 23, 13, 0, 1
Bought special, 151, 21200, 12, 140120, 25, 13, 0, 2
Dupe staple, 160, 21200, 341, 149660, 25, 13, 0, 2
Bought staple, 167, 21200, 83, 157080, 25, 14, 0, 2
Bought common, 190, 21200, 196, 181460, 27, 14, 1, 2
Bought staple, 198, 21200, 44, 189940, 27, 15, 1, 2
Bought special, 221, 21200, 7, 214320, 28, 15, 1, 3
Dupe staple, 229, 21200, 255, 222800, 29, 15, 1, 3
Bought common, 250, 21200, 6, 245060, 30, 15, 2, 3
Bought common, 275, 21200, 56, 271560, 31, 15, 3, 3
Bought staple, 283, 21200, 179, 280040, 32, 16, 3, 3
Dupe staple, 290, 21200, 296, 287460, 32, 16, 3, 3
Bought special, 312, 21200, 28, 310780, 33, 16, 3, 4
Bought special, 337, 21200, 78, 337280, 34, 16, 3, 5
Dupe staple, 344, 21200, 345, 344700, 35, 16, 3, 5
Dupe staple, 350, 21200, 356, 351060, 35, 16, 3, 5
Bought special, 372, 21200, 88, 374380, 36, 16, 3, 6
Dupe staple, 380, 21200, 461, 382860, 37, 16, 3, 6
Dupe common, 401, 21200, 837, 405120, 38, 16, 3, 6
Bought special, 419, 21200, 20, 424200, 39, 16, 3, 7
Bought special, 443, 21200, 89, 449640, 40, 16, 3, 8
Dupe staple, 451, 21200, 312, 458120, 40, 16, 3, 8
Dupe staple, 457, 21200, 348, 464480, 41, 16, 3, 8
Dupe staple, 462, 21200, 253, 469780, 41, 16, 3, 8
Dupe staple, 470, 21200, 476, 478260, 41, 16, 3, 8
Bought staple, 474, 21200, 50, 482500, 42, 17, 3, 8
Dupe common, 499, 21200, 850, 509000, 43, 17, 3, 8
Bought common, 516, 21200, 52, 527020, 44, 17, 4, 8
Bought staple, 524, 21200, 25, 535500, 44, 18, 4, 8
Dupe staple, 531, 21200, 292, 542920, 45, 18, 4, 8
Dupe staple, 538, 21200, 284, 550340, 45, 18, 4, 8
Bought special, 560, 21200, 141, 573660, 46, 18, 4, 9
Dupe staple, 567, 21200, 283, 581080, 47, 18, 4, 9
Bought special, 589, 21200, 15, 604400, 48, 18, 4, 10
Bought special, 613, 21200, 84, 629840, 49, 18, 4, 11
Bought special, 637, 21200, 28, 655280, 50, 18, 4, 12
Dupe special, 660, 21200, 891, 679660, 52, 18, 4, 12
Dupe staple, 662, 21200, 353, 681780, 52, 18, 4, 12
Bought common, 684, 21200, 85, 705100, 53, 18, 5, 12
Dupe staple, 692, 21200, 308, 713580, 53, 18, 5, 12
Bought staple, 698, 21200, 94, 719940, 54, 19, 5, 12
Bought common, 721, 21200, 57, 744320, 55, 19, 6, 12
Bought common, 745, 21200, 1, 769760, 56, 19, 7, 12
Bought common, 770, 21200, 176, 796260, 57, 19, 8, 12
Dupe special, 792, 21200, 808, 819580, 59, 19, 8, 12
Bought special, 811, 21200, 222, 839720, 60, 19, 8, 13
Bought common, 834, 21200, 60, 864100, 61, 19, 9, 13
Bought special, 858, 21200, 4, 889540, 62, 19, 9, 14
Bought common, 882, 21200, 73, 914980, 63, 19, 10, 14
Bought common, 905, 21200, 61, 939360, 65, 19, 11, 14
Bought common, 929, 21200, 5, 964800, 66, 19, 12, 14
Bought special, 953, 21200, 74, 990240, 67, 19, 12, 15
Dupe special, 977, 21200, 768, 1015680, 68, 19, 12, 15
Bought common, 995, 21200, 76, 1034760, 69, 19, 13, 15
Bought special, 1018, 21200, 64, 1059140, 71, 19, 13, 16
Bought special, 1041, 21200, 27, 1083520, 72, 19, 13, 17
Dupe common, 1066, 21200, 827, 1110020, 73, 19, 13, 17
Bought special, 1083, 21200, 29, 1128040, 74, 19, 13, 18
Dupe common, 1108, 21200, 829, 1154540, 75, 19, 13, 18
Bought special, 1125, 21200, 31, 1172560, 76, 19, 13, 19
Bought special, 1150, 21200, 206, 1199060, 77, 19, 13, 20
Dupe common, 1172, 21200, 838, 1222380, 79, 19, 13, 20
Bought special, 1190, 21200, 146, 1241460, 80, 19, 13, 21
Dupe common, 1214, 21200, 840, 1266900, 81, 19, 13, 21
Bought common, 1231, 21200, 42, 1284920, 82, 19, 14, 21
Bought common, 1256, 21200, 92, 1311420, 83, 19, 15, 21
Bought common, 1280, 21200, 161, 1336860, 84, 19, 16, 21
Bought common, 1302, 21200, 43, 1360180, 86, 19, 17, 21
Bought common, 1327, 21200, 93, 1386680, 87, 19, 18, 21
Dupe special, 1350, 21200, 806, 1411060, 88, 19, 18, 21
Dupe special, 1369, 21200, 845, 1431200, 89, 19, 18, 21
Bought special, 1386, 21200, 47, 1449220, 90, 19, 18, 22
Dupe special, 1410, 21200, 866, 1474660, 91, 19, 18, 22
Dupe special, 1428, 21200, 799, 1493740, 92, 19, 18, 22
Bought common, 1445, 21200, 1, 1511760, 93, 19, 19, 22
Bought common, 1470, 21200, 176, 1538260, 94, 19, 20, 22
Bought common, 1492, 21200, 58, 1561580, 96, 19, 21, 22
Bought common, 1516, 21200, 2, 1587020, 97, 19, 22, 22
Dupe common, 1540, 21200, 821, 1612460, 98, 19, 22, 22
Bought special, 1558, 21200, 4, 1631540, 99, 19, 22, 23
Dupe common, 1582, 21200, 823, 1656980, 100, 19, 22, 23
Dupe common, 1600, 21200, 881, 1676060, 101, 19, 22, 23
Bought common, 1618, 21200, 64, 1695140, 102, 19, 23, 23
Bought common, 1641, 21200, 177, 1719520, 104, 19, 24, 23
Dupe common, 1664, 21200, 765, 1743900, 105, 19, 24, 23
Bought common, 1682, 21200, 73, 1762980, 106, 19, 25, 23
Dupe special, 1706, 21200, 767, 1788420, 107, 19, 25, 23
Dupe special, 1724, 21200, 825, 1807500, 108, 19, 25, 23
Bought common, 1741, 21200, 27, 1825520, 109, 19, 26, 23
Dupe common, 1766, 21200, 827, 1852020, 110, 19, 26, 23
Dupe common, 1783, 21200, 779, 1870040, 111, 19, 26, 23
Dupe special, 1801, 21200, 837, 1889120, 112, 19, 26, 23
Bought special, 1819, 21200, 20, 1908200, 113, 19, 26, 24
Dupe common, 1843, 21200, 839, 1933640, 114, 19, 26, 24
Dupe common, 1860, 21200, 791, 1951660, 115, 19, 26, 24
Dupe common, 1879, 21200, 830, 1971800, 116, 19, 26, 24
Bought common, 1896, 21200, 32, 1989820, 117, 19, 27, 24
Dupe special, 1920, 21200, 851, 2015260, 118, 19, 27, 24
Dupe special, 1938, 21200, 784, 2034340, 119, 19, 27, 24
Bought special, 1956, 21200, 92, 2053420, 120, 19, 27, 25
Bought special, 1980, 21200, 161, 2078860, 121, 19, 27, 26
Dupe common, 2002, 21200, 793, 2102180, 123, 19, 27, 26
Bought special, 2020, 21200, 101, 2121260, 124, 19, 27, 27
Dupe special, 2044, 21200, 795, 2146700, 125, 19, 27, 27
Dupe common, 2062, 21200, 853, 2165780, 126, 19, 27, 27
Bought special, 2080, 21200, 161, 2184860, 127, 19, 27, 28
Dupe common, 2104, 21200, 855, 2210300, 128, 19, 27, 28
Dupe common, 2121, 21200, 807, 2228320, 129, 19, 27, 28
Bought common, 2140, 21200, 221, 2248460, 130, 19, 28, 28
Dupe special, 2163, 21200, 809, 2272840, 131, 19, 28, 28
Dupe special, 2180, 21200, 761, 2290860, 132, 19, 28, 28
Dupe common, 2199, 21200, 800, 2311000, 133, 19, 28, 28
Bought special, 2216, 21200, 2, 2329020, 134, 19, 28, 29
Dupe special, 2240, 21200, 821, 2354460, 135, 19, 28, 29
Dupe common, 2258, 21200, 754, 2373540, 136, 19, 28, 29
Bought common, 2276, 21200, 62, 2392620, 137, 19, 29, 29
Dupe common, 2300, 21200, 881, 2418060, 138, 19, 29, 29
Dupe special, 2318, 21200, 814, 2437140, 139, 19, 29, 29
Dupe special, 2335, 21200, 766, 2455160, 140, 19, 29, 29
Bought special, 2353, 21200, 74, 2474240, 141, 19, 29, 30

Bought staple, 3, 8400, 15, 1400, 5, 1, 0, 0
Bought staple, 11, 11600, 6, 5560, 8, 2, 0, 0
Bought staple, 20, 14000, 171, 11460, 11, 3, 0, 0
Bought staple, 30, 14800, 170, 18700, 12, 4, 0, 0
Bought staple, 37, 15600, 12, 24120, 14, 5, 0, 0
Bought staple, 46, 17200, 33, 31580, 15, 6, 0, 0
Bought staple, 54, 18000, 16, 38660, 16, 7, 0, 0
Bought staple, 60, 18800, 1, 44260, 18, 8, 0, 0
Dupe staple, 69, 20400, 299, 53240, 19, 8, 0, 0
Bought staple, 74, 21200, 100, 58500, 20, 9, 0, 0
Bought staple, 80, 21200, 11, 64860, 21, 10, 0, 0
Dupe staple, 90, 21200, 446, 75460, 21, 10, 0, 0
Bought staple, 94, 21200, 20, 79700, 22, 11, 0, 0
Bought staple, 103, 21200, 99, 89240, 22, 12, 0, 0
Bought staple, 111, 21200, 72, 97720, 22, 13, 0, 0
Dupe staple, 119, 21200, 320, 106200, 23, 13, 0, 0
Bought staple, 125, 21200, 81, 112560, 23, 14, 0, 0
Dupe staple, 132, 21200, 348, 119980, 24, 14, 0, 0
Bought staple, 139, 21200, 90, 127400, 24, 15, 0, 0
Dupe staple, 147, 21200, 313, 135880, 24, 15, 0, 0
Dupe staple, 151, 21200, 262, 140120, 25, 15, 0, 0
Bought special, 174, 21200, 100, 164500, 26, 15, 0, 1
Dupe staple, 182, 21200, 323, 172980, 26, 15, 0, 1
Bought special, 204, 21200, 55, 196300, 27, 15, 0, 2
Bought staple, 211, 21200, 72, 203720, 28, 16, 0, 2
Bought common, 235, 21200, 16, 229160, 29, 16, 1, 2
Dupe staple, 244, 21200, 345, 238700, 29, 16, 1, 2
Dupe staple, 249, 21200, 275, 244000, 30, 16, 1, 2
Bought common, 270, 21200, 26, 266260, 31, 16, 2, 2
Bought staple, 280, 21200, 211, 276860, 31, 17, 2, 2
Dupe staple, 287, 21200, 353, 284280, 32, 17, 2, 2
Dupe staple, 292, 21200, 258, 289580, 32, 17, 2, 2
Bought special, 315, 21200, 96, 313960, 33, 17, 2, 3
Bought special, 339, 21200, 190, 339400, 35, 17, 2, 4
Dupe staple, 346, 21200, 307, 346820, 35, 17, 2, 4
Bought special, 368, 21200, 39, 370140, 36, 17, 2, 5
Bought common, 391, 21200, 2, 394520, 37, 17, 3, 5
Bought special, 415, 21200, 96, 419960, 39, 17, 3, 6
Bought special, 439, 21200, 40, 445400, 40, 17, 3, 7
Bought common, 462, 21200, 3, 469780, 41, 17, 4, 7
Bought common, 487, 21200, 53, 496280, 42, 17, 5, 7
Bought staple, 494, 21200, 70, 503700, 43, 18, 5, 7
Dupe staple, 502, 21200, 293, 512180, 43, 18, 5, 7
Dupe special, 524, 21200, 775, 535500, 44, 18, 5, 7
Bought common, 542, 21200, 83, 554580, 45, 18, 6, 7
Bought common, 566, 21200, 177, 580020, 47, 18, 7, 7
Bought common, 589, 21200, 15, 604400, 48, 18, 8, 7
Bought common, 613, 21200, 84, 629840, 49, 18, 9, 7
Bought special, 637, 21200, 28, 655280, 50, 18, 9, 8
Dupe staple, 644, 21200, 295, 662700, 51, 18, 9, 8
Bought common, 666, 21200, 27, 686020, 52, 18, 10, 8
Dupe staple, 675, 21200, 356, 695560, 52, 18, 10, 8
Bought special, 697, 21200, 88, 718880, 53, 18, 10, 9
Bought common, 720, 21200, 201, 743260, 55, 18, 11, 9
Bought common, 743, 21200, 39, 767640, 56, 18, 12, 9
Bought special, 768, 21200, 89, 794140, 57, 18, 12, 10
Bought common, 791, 21200, 52, 818520, 58, 18, 13, 10
Bought special, 814, 21200, 40, 842900, 60, 18, 13, 11
Dupe staple, 822, 21200, 263, 851380, 60, 18, 13, 11
Dupe common, 845, 21200, 851, 875760, 61, 18, 13, 11
Bought staple, 847, 21200, 63, 877880, 61, 19, 13, 11
Bought special, 870, 21200, 176, 902260, 63, 19, 13, 12
Dupe special, 893, 21200, 764, 926640, 64, 19, 13, 12
Bought common, 911, 21200, 72, 945720, 65, 19, 14, 12
Bought common, 935, 21200, 16, 971160, 66, 19, 15, 12
Bought special, 960, 21200, 191, 997660, 67, 19, 15, 13
Dupe special, 982, 21200, 823, 1020980, 69, 19, 15, 13
Bought special, 1000, 21200, 131, 1040060, 70, 19, 15, 14
Dupe special, 1024, 21200, 825, 1065500, 71, 19, 15, 14
Bought common, 1041, 21200, 27, 1083520, 72, 19, 16, 14
Dupe common, 1066, 21200, 827, 1110020, 73, 19, 16, 14
Bought special, 1083, 21200, 29, 1128040, 74, 19, 16, 15
Bought common, 1108, 21200, 79, 1154540, 75, 19, 17, 15
Bought common, 1131, 21200, 42, 1178920, 76, 19, 18, 15
Bought special, 1154, 21200, 30, 1203300, 78, 19, 18, 16
Bought special, 1179, 21200, 80, 1229800, 79, 19, 18, 17
Dupe common, 1202, 21200, 793, 1254180, 80, 19, 18, 17
Bought common, 1220, 21200, 101, 1273260, 81, 19, 19, 17
Dupe common, 1244, 21200, 795, 1298700, 82, 19, 19, 17
Bought common, 1262, 21200, 103, 1317780, 83, 19, 20, 17
Bought common, 1285, 21200, 91, 1342160, 85, 19, 21, 17
Dupe common, 1309, 21200, 785, 1367600, 86, 19, 21, 17
Bought special, 1327, 21200, 93, 1386680, 87, 19, 21, 18
Dupe common, 1350, 21200, 806, 1411060, 88, 19, 21, 18
Dupe special, 1369, 21200, 845, 1431200, 89, 19, 21, 18
Bought special, 1386, 21200, 47, 1449220, 90, 19, 21, 19
Dupe special, 1410, 21200, 866, 1474660, 91, 19, 21, 19
Dupe common, 1428, 21200, 799, 1493740, 92, 19, 21, 19
Bought special, 1445, 21200, 1, 1511760, 93, 19, 21, 20
Bought special, 1470, 21200, 176, 1538260, 94, 19, 21, 21
Dupe common, 1492, 21200, 808, 1561580, 96, 19, 21, 21
Bought special, 1510, 21200, 116, 1580660, 97, 19, 21, 22
Dupe special, 1534, 21200, 810, 1606100, 98, 19, 21, 22
Bought common, 1551, 21200, 12, 1624120, 99, 19, 22, 22
Dupe special, 1576, 21200, 812, 1650620, 100, 19, 22, 22
Dupe common, 1593, 21200, 764, 1668640, 101, 19, 22, 22
Bought common, 1611, 21200, 72, 1687720, 102, 19, 23, 22
Bought special, 1635, 21200, 16, 1713160, 103, 19, 23, 23
Dupe common, 1660, 21200, 1091, 1739660, 105, 19, 23, 23
Dupe special, 1677, 21200, 768, 1757680, 105, 19, 23, 23
Dupe special, 1695, 21200, 826, 1776760, 106, 19, 23, 23
Bought common, 1712, 21200, 28, 1794780, 107, 19, 24, 23
Dupe common, 1735, 21200, 766, 1819160, 109, 19, 24, 23
Dupe common, 1754, 21200, 930, 1839300, 110, 19, 24, 23
Bought special, 1772, 21200, 88, 1858380, 110, 19, 24, 24
Bought common, 1795, 21200, 76, 1882760, 112, 19, 25, 24
Dupe special, 1819, 21200, 770, 1908200, 113, 19, 25, 24
Dupe special, 1837, 21200, 828, 1927280, 114, 19, 25, 24
Bought common, 1854, 21200, 30, 1945300, 115, 19, 26, 24
Dupe common, 1879, 21200, 830, 1971800, 116, 19, 26, 24
Bought special, 1896, 21200, 32, 1989820, 117, 19, 26, 25
Dupe special, 1920, 21200, 851, 2015260, 118, 19, 26, 25
Bought special, 1938, 21200, 34, 2034340, 119, 19, 26, 26
Dupe special, 1962, 21200, 1003, 2059780, 121, 19, 26, 26
Bought special, 1980, 21200, 161, 2078860, 121, 19, 26, 27
Dupe common, 2002, 21200, 793, 2102180, 123, 19, 26, 27
Dupe common, 2020, 21200, 851, 2121260, 124, 19, 26, 27
Dupe common, 2038, 21200, 784, 2140340, 125, 19, 26, 27
Dupe common, 2056, 21200, 842, 2159420, 126, 19, 26, 27
Bought common, 2075, 21200, 256, 2179560, 127, 19, 27, 27
Dupe special, 2098, 21200, 844, 2203940, 128, 19, 27, 27
Dupe special, 2115, 21200, 796, 2221960, 129, 19, 27, 27
Bought common, 2133, 21200, 104, 2241040, 130, 19, 28, 27
Dupe special, 2157, 21200, 798, 2266480, 131, 19, 28, 27
Dupe common, 2175, 21200, 856, 2285560, 132, 19, 28, 27
Bought special, 2192, 21200, 58, 2303580, 133, 19, 28, 28
Dupe special, 2216, 21200, 752, 2329020, 134, 19, 28, 28
Dupe common, 2234, 21200, 810, 2348100, 135, 19, 28, 28
Dupe special, 2251, 21200, 762, 2366120, 136, 19, 28, 28
Dupe special, 2270, 21200, 926, 2386260, 137, 19, 28, 28
Dupe common, 2287, 21200, 753, 2404280, 138, 19, 28, 28
Bought special, 2305, 21200, 61, 2423360, 139, 19, 28, 29
Dupe common, 2329, 21200, 755, 2448800, 140, 19, 28, 29
Dupe special, 2347, 21200, 813, 2467880, 141, 19, 28, 29
Dupe special, 2364, 21200, 765, 2485900, 142, 19, 28, 29
Dupe special, 2382, 21200, 823, 2504980, 143, 19, 28, 29
Dupe common, 2400, 21200, 881, 2524060, 144, 19, 28, 29
Dupe common, 2418, 21200, 814, 2543140, 145, 19, 28, 29
Dupe common, 2435, 21200, 766, 2561160, 146, 19, 28, 29
Dupe common, 2453, 21200, 824, 2580240, 147, 19, 28, 29
Bought common, 2471, 21200, 132, 2599320, 148, 19, 29, 29
Dupe common, 2495, 21200, 826, 2624760, 149, 19, 29, 29
Dupe common, 2512, 21200, 778, 2642780, 150, 19, 29, 29
Dupe special, 2530, 21200, 836, 2661860, 151, 19, 29, 29
Dupe special, 2548, 21200, 769, 2680940, 152, 19, 29, 29
Dupe special, 2566, 21200, 827, 2700020, 153, 19, 29, 29
Dupe special, 2585, 21200, 991, 2720160, 154, 19, 29, 29
Dupe common, 2602, 21200, 793, 2738180, 154, 19, 29, 29
Dupe common, 2620, 21200, 851, 2757260, 155, 19, 29, 29
Dupe common, 2638, 21200, 784, 2776340, 156, 19, 29, 29
Dupe common, 2656, 21200, 842, 2795420, 157, 19, 29, 29
Dupe common, 2673, 21200, 794, 2813440, 158, 19, 29, 29
Bought special, 2691, 21200, 102, 2832520, 159, 19, 29, 30

Bought staple, 3, 8400, 15, 1400, 5, 1, 0, 0
Bought staple, 11, 11600, 6, 5560, 8, 2, 0, 0
Bought staple, 20, 14000, 171, 11460, 11, 3, 0, 0
