Action, games, score, coin, xp, level, staples, commons, specials
Bought common, 780, 31800, 256, 1220310, 79, 19, 18, 14
Bought special, 796, 31800, 75, 1245750, 80, 19, 18, 15
Bought common, 812, 31800, 19, 1271190, 81, 19, 19, 15
Bought special, 830, 31800, 431, 1299810, 83, 19, 19, 16
Dupe common, 845, 31800, 841, 1323660, 84, 19, 19, 16
Bought common, 857, 31800, 24, 1342740, 85, 19, 20, 16
Dupe common, 874, 31800, 877, 1369770, 86, 19, 20, 16
Bought special, 886, 31800, 60, 1388850, 87, 19, 20, 17
Bought common, 902, 31800, 4, 1414290, 88, 19, 21, 17
Dupe special, 919, 31800, 882, 1441320, 90, 19, 21, 17
Bought special, 931, 31800, 190, 1460400, 91, 19, 21, 18
Bought special, 947, 31800, 9, 1485840, 92, 19, 21, 19
Dupe common, 964, 31800, 862, 1512870, 93, 19, 21, 19
Bought special, 976, 31800, 45, 1531950, 94, 19, 21, 20
Dupe special, 993, 31800, 898, 1558980, 95, 19, 21, 20
Dupe common, 1005, 31800, 831, 1578060, 96, 19, 21, 20
Bought common, 1017, 31800, 14, 1597140, 97, 19, 22, 20
Dupe common, 1033, 31800, 858, 1622580, 99, 19, 22, 20
Bought special, 1045, 31800, 41, 1641660, 100, 19, 22, 21
Bought special, 1062, 31800, 144, 1668690, 101, 19, 22, 22
Dupe common, 1079, 31800, 872, 1695720, 102, 19, 22, 22
Bought common, 1090, 31800, 21, 1713210, 103, 19, 23, 22
Bought common, 1107, 31800, 149, 1740240, 105, 19, 24, 22
Bought common, 1123, 31800, 93, 1765680, 106, 19, 25, 22
Dupe special, 1140, 31800, 946, 1792710, 107, 19, 25, 22
Bought special, 1152, 31800, 129, 1811790, 108, 19, 25, 23
Bought common, 1169, 31800, 107, 1838820, 109, 19, 26, 23
Bought common, 1184, 31800, 42, 1862670, 111, 19, 27, 23
Dupe special, 1201, 31800, 895, 1889700, 112, 19, 27, 23
Dupe special, 1213, 31800, 828, 1908780, 113, 19, 27, 23
Dupe special, 1225, 31800, 761, 1927860, 114, 19, 27, 23
Bought special, 1238, 31800, 103, 1948530, 115, 19, 27, 24
Dupe common, 1254, 31800, 797, 1973970, 116, 19, 27, 24
Dupe special, 1267, 31800, 889, 1994640, 117, 19, 27, 24
Bought special, 1279, 31800, 72, 2013720, 118, 19, 27, 25
Dupe common, 1295, 31800, 916, 2039160, 120, 19, 27, 25
Bought special, 1308, 31800, 258, 2059830, 121, 19, 27, 26
Dupe common, 1323, 31800, 793, 2083680, 122, 19, 27, 26
Dupe special, 1336, 31800, 885, 2104350, 123, 19, 27, 26
Dupe special, 1348, 31800, 818, 2123430, 124, 19, 27, 26
Dupe special, 1360, 31800, 876, 2142510, 125, 19, 27, 26
Bought special, 1372, 31800, 59, 2161590, 126, 19, 27, 27
Dupe special, 1389, 31800, 787, 2188620, 127, 19, 27, 27
Bought special, 1401, 31800, 95, 2207700, 128, 19, 27, 28
Dupe common, 1418, 31800, 823, 2234730, 129, 19, 27, 28
Dupe special, 1430, 31800, 881, 2253810, 130, 19, 27, 28
Dupe special, 1442, 31800, 814, 2272890, 131, 19, 27, 28
Dupe common, 1455, 31800, 906, 2293560, 132, 19, 27, 28
Dupe special, 1467, 31800, 839, 2312640, 133, 19, 27, 28
Dupe common, 1479, 31800, 772, 2331720, 134, 19, 27, 28
Bought common, 1491, 31800, 80, 2350800, 135, 19, 28, 28
Dupe special, 1508, 31800, 808, 2377830, 136, 19, 28, 28
Dupe special, 1520, 31800, 866, 2396910, 137, 19, 28, 28
Bought special, 1532, 31800, 49, 2415990, 138, 19, 28, 29
Dupe special, 1548, 31800, 768, 2441430, 140, 19, 28, 29
Dupe common, 1560, 31800, 826, 2460510, 141, 19, 28, 29
Dupe special, 1572, 31800, 759, 2479590, 142, 19, 28, 29
Dupe special, 1585, 31800, 851, 2500260, 143, 19, 28, 29
Bought common, 1597, 31800, 34, 2519340, 144, 19, 29, 29
Dupe special, 1614, 31800, 887, 2546370, 145, 19, 29, 29
Dupe special, 1626, 31800, 820, 2565450, 146, 19, 29, 29
Dupe common, 1638, 31800, 753, 2584530, 147, 19, 29, 29
Dupe special, 1650, 31800, 811, 2603610, 148, 19, 29, 29
Dupe common, 1663, 31800, 903, 2624280, 149, 19, 29, 29
Dupe common, 1675, 31800, 836, 2643360, 150, 19, 29, 29
Dupe special, 1687, 31800, 769, 2662440, 151, 19, 29, 29
Dupe common, 1700, 31800, 986, 2683110, 152, 19, 29, 29
Dupe common, 1711, 31800, 760, 2700600, 153, 19, 29, 29
Dupe special, 1724, 31800, 852, 2721270, 154, 19, 29, 29
Bought special, 1736, 31800, 35, 2740350, 155, 19, 29, 30

Bought staple, 2, 12600, 34, 1590, 5, 1, 0, 0
Bought staple, 8, 17400, 108, 6330, 9, 2, 0, 0
Bought staple, 13, 21000, 28, 11280, 11, 3, 0, 0
Bought staple, 20, 22200, 62, 18870, 12, 4, 0, 0
Bought staple, 26, 24600, 64, 25890, 14, 5, 0, 0
Bought staple, 32, 25800, 95, 33450, 15, 6, 0, 0
Bought staple, 37, 27000, 64, 40140, 17, 7, 0, 0
Bought staple, 42, 29400, 56, 47310, 18, 8, 0, 0
Bought staple, 47, 30600, 109, 54840, 20, 9, 0, 0
Bought staple, 51, 31800, 20, 61200, 21, 10, 0, 0
Dupe staple, 58, 31800, 383, 72330, 21, 10, 0, 0
Bought staple, 62, 31800, 144, 78690, 21, 11, 0, 0
Bought staple, 67, 31800, 89, 86640, 22, 12, 0, 0
Bought common, 83, 31800, 33, 112080, 23, 12, 1, 0
Dupe staple, 89, 31800, 387, 121620, 24, 12, 1, 0
Bought staple, 93, 31800, 148, 127980, 24, 13, 1, 0
Bought staple, 99, 31800, 102, 137520, 24, 14, 1, 0
Bought staple, 103, 31800, 13, 143880, 25, 15, 1, 0
Dupe staple, 110, 31800, 501, 155010, 25, 15, 1, 0
Bought staple, 113, 31800, 128, 159780, 26, 16, 1, 0
Dupe staple, 119, 31800, 332, 169320, 26, 16, 1, 0
Bought staple, 123, 31800, 93, 175680, 26, 17, 1, 0
Bought special, 139, 31800, 62, 201120, 28, 17, 1, 1
Bought common, 155, 31800, 6, 226560, 29, 17, 2, 1
Bought staple, 161, 31800, 85, 236100, 29, 18, 2, 1
Bought special, 177, 31800, 54, 261540, 31, 18, 2, 2
Dupe staple, 183, 31800, 383, 271080, 31, 18, 2, 2
Bought special, 198, 31800, 43, 294930, 32, 18, 2, 3
Dupe staple, 203, 31800, 363, 302880, 33, 18, 2, 3
Bought special, 218, 31800, 23, 326730, 34, 18, 2, 4
Dupe staple, 224, 31800, 352, 336270, 34, 18, 2, 4
Bought common, 239, 31800, 162, 360120, 36, 18, 3, 4
Bought common, 255, 31800, 106, 385560, 37, 18, 4, 4
Bought special, 271, 31800, 50, 411000, 38, 18, 4, 5
Bought staple, 277, 31800, 154, 420540, 39, 19, 4, 5
Bought special, 293, 31800, 98, 445980, 40, 19, 4, 6
Bought special, 310, 31800, 201, 473010, 41, 19, 4, 7
Bought special, 326, 31800, 20, 498450, 42, 19, 4, 8
Bought common, 342, 31800, 114, 523890, 44, 19, 5, 8
Bought common, 359, 31800, 92, 550920, 45, 19, 6, 8
Bought special, 375, 31800, 36, 576360, 46, 19, 6, 9
Bought special, 391, 31800, 130, 601800, 48, 19, 6, 10
Bought special, 408, 31800, 108, 628830, 49, 19, 6, 11
Bought special, 424, 31800, 52, 654270, 50, 19, 6, 12
Bought common, 440, 31800, 146, 679710, 52, 19, 7, 12
Bought common, 457, 31800, 124, 706740, 53, 19, 8, 12
Bought special, 473, 31800, 68, 732180, 54, 19, 8, 13
Bought special, 490, 31800, 321, 759210, 56, 19, 8, 14
Bought common, 506, 31800, 140, 784650, 57, 19, 9, 14
Bought common, 522, 31800, 84, 810090, 58, 19, 10, 14
Bought common, 539, 31800, 62, 837120, 59, 19, 11, 14
Dupe special, 555, 31800, 906, 862560, 61, 19, 11, 14
Dupe special, 567, 31800, 839, 881640, 62, 19, 11, 14
Bought common, 579, 31800, 22, 900720, 63, 19, 12, 14
Dupe common, 596, 31800, 875, 927750, 64, 19, 12, 14
Bought common, 608, 31800, 58, 946830, 65, 19, 13, 14
Bought common, 624, 31800, 2, 972270, 66, 19, 14, 14
Bought common, 641, 31800, 255, 999300, 68, 19, 15, 14
Dupe special, 657, 31800, 824, 1024740, 69, 19, 15, 14
Dupe common, 669, 31800, 757, 1043820, 70, 19, 15, 14
Bought special, 681, 31800, 65, 1062900, 71, 19, 15, 15
Bought common, 698, 31800, 43, 1089930, 72, 19, 16, 15
Bought special, 715, 31800, 146, 1116960, 73, 19, 16, 16
Dupe common, 730, 31800, 831, 1140810, 75, 19, 16, 16
Bought common, 742, 31800, 14, 1159890, 76, 19, 17, 16
Bought common, 760, 31800, 276, 1188510, 77, 19, 18, 16
Bought special, 776, 31800, 95, 1213950, 78, 19, 18, 17
Dupe special, 792, 31800, 939, 1239390, 80, 19, 18, 17
Dupe common, 805, 31800, 1031, 1260060, 81, 19, 18, 17
Bought common, 817, 31800, 214, 1279140, 82, 19, 19, 17
Bought common, 833, 31800, 158, 1304580, 83, 19, 20, 17
Dupe special, 850, 31800, 1011, 1331610, 84, 19, 20, 17
Dupe common, 861, 31800, 785, 1349100, 85, 19, 20, 17
Dupe common, 874, 31800, 877, 1369770, 86, 19, 20, 17
Bought special, 886, 31800, 60, 1388850, 87, 19, 20, 18
Bought common, 902, 31800, 4, 1414290, 88, 19, 21, 18
Bought special, 919, 31800, 132, 1441320, 90, 19, 21, 19
Dupe common, 935, 31800, 826, 1466760, 91, 19, 21, 19
Dupe special, 947, 31800, 759, 1485840, 92, 19, 21, 19
Bought special, 960, 31800, 226, 1506510, 93, 19, 21, 20
Bought common, 976, 31800, 45, 1531950, 94, 19, 22, 20
Bought special, 993, 31800, 148, 1558980, 95, 19, 22, 21
Dupe common, 1009, 31800, 867, 1584420, 97, 19, 22, 21
Bought special, 1020, 31800, 16, 1601910, 98, 19, 22, 22
Bought special, 1038, 31800, 153, 1630530, 99, 19, 22, 23
Dupe special, 1054, 31800, 847, 1655970, 100, 19, 22, 23
Bought common, 1066, 31800, 30, 1675050, 101, 19, 23, 23
Bought special, 1082, 31800, 124, 1700490, 103, 19, 23, 24
Dupe special, 1099, 31800, 852, 1727520, 104, 19, 23, 24
Bought special, 1110, 31800, 1, 1745010, 105, 19, 23, 25
Dupe common, 1128, 31800, 888, 1773630, 106, 19, 23, 25
Dupe special, 1140, 31800, 946, 1792710, 107, 19, 23, 25
Bought common, 1152, 31800, 129, 1811790, 108, 19, 24, 25
Dupe common, 1169, 31800, 857, 1838820, 109, 19, 24, 25
Dupe special, 1180, 31800, 756, 1856310, 110, 19, 24, 25
Bought special, 1193, 31800, 98, 1876980, 111, 19, 24, 26
Dupe common, 1209, 31800, 817, 1902420, 113, 19, 24, 26
Dupe special, 1221, 31800, 875, 1921500, 114, 19, 24, 26
Bought common, 1233, 31800, 58, 1940580, 115, 19, 25, 26
Dupe special, 1250, 31800, 911, 1967610, 116, 19, 25, 26
Dupe special, 1262, 31800, 844, 1986690, 117, 19, 25, 26
Bought common, 1274, 31800, 27, 2005770, 118, 19, 26, 26
Dupe common, 1291, 31800, 880, 2032800, 119, 19, 26, 26
Dupe common, 1303, 31800, 813, 2051880, 120, 19, 26, 26
Dupe special, 1316, 31800, 905, 2072550, 121, 19, 26, 26
Bought special, 1328, 31800, 88, 2091630, 122, 19, 26, 27
Dupe special, 1344, 31800, 782, 2117070, 123, 19, 26, 27
Bought common, 1357, 31800, 124, 2137740, 124, 19, 27, 27
Dupe special, 1372, 31800, 809, 2161590, 126, 19, 27, 27
Bought common, 1385, 31800, 151, 2182260, 127, 19, 28, 27
Dupe special, 1401, 31800, 845, 2207700, 128, 19, 28, 27
Dupe special, 1413, 31800, 778, 2226780, 129, 19, 28, 27
Dupe special, 1426, 31800, 870, 2247450, 130, 19, 28, 27
Dupe common, 1438, 31800, 803, 2266530, 131, 19, 28, 27
Dupe common, 1450, 31800, 861, 2285610, 132, 19, 28, 27
Bought special, 1462, 31800, 44, 2304690, 133, 19, 28, 28
Dupe special, 1479, 31800, 772, 2331720, 134, 19, 28, 28
Bought special, 1491, 31800, 80, 2350800, 135, 19, 28, 29
Dupe common, 1508, 31800, 808, 2377830, 136, 19, 28, 29
Bought common, 1520, 31800, 116, 2396910, 137, 19, 29, 29
Dupe common, 1536, 31800, 835, 2422350, 139, 19, 29, 29
Dupe common, 1548, 31800, 768, 2441430, 140, 19, 29, 29
Dupe common, 1560, 31800, 826, 2460510, 141, 19, 29, 29
Dupe common, 1572, 31800, 759, 2479590, 142, 19, 29, 29
Bought special, 1585, 31800, 101, 2500260, 143, 19, 29, 30

Bought staple, 2, 12600, 34, 1590, 5, 1, 0, 0
Bought staple, 8, 17400, 108, 6330, 9, 2, 0, 0
Bought staple, 13, 21000, 28, 11280, 11, 3, 0, 0
Bought staple, 20, 22200, 62, 18870, 12, 4, 0, 0
Bought staple, 26, 24600, 64, 25890, 14, 5, 0, 0
Bought staple, 32, 25800, 95, 33450, 15, 6, 0, 0
Bought special, 47, 30600, 109, 54840, 20, 6, 0, 1
Dupe staple, 51, 31800, 270, 61200, 21, 6, 0, 1
Bought staple, 56, 31800, 65, 69150, 21, 7, 0, 1
Bought staple, 62, 31800, 144, 78690, 21, 8, 0, 1
Bought staple, 67, 31800, 89, 86640, 22, 9, 0, 1
Bought staple, 72, 31800, 9, 94590, 22, 10, 0, 1
Dupe staple, 78, 31800, 363, 104130, 23, 10, 0, 1
Bought common, 93, 31800, 148, 127980, 24, 10, 1, 1
Bought staple, 99, 31800, 102, 137520, 24, 11, 1, 1
Bought staple, 103, 31800, 13, 143880, 25, 12, 1, 1
Bought staple, 110, 31800, 251, 155010, 25, 13, 1, 1
Bought staple, 114, 31800, 37, 161370, 26, 14, 1, 1
Bought special, 131, 31800, 140, 188400, 27, 14, 1, 2
Dupe staple, 137, 31800, 344, 197940, 27, 14, 1, 2
Bought staple, 140, 31800, 96, 202710, 28, 15, 1, 2
Dupe staple, 146, 31800, 300, 212250, 28, 15, 1, 2
Dupe staple, 150, 31800, 311, 218610, 28, 15, 1, 2
Bought staple, 154, 31800, 97, 224970, 29, 16, 1, 2
Bought special, 170, 31800, 41, 250410, 30, 16, 1, 3
Bought common, 187, 31800, 19, 277440, 31, 16, 2, 3
Dupe staple, 192, 31800, 339, 285390, 32, 16, 2, 3
Bought common, 208, 31800, 158, 310830, 33, 16, 3, 3
Dupe staple, 213, 31800, 328, 318780, 33, 16, 3, 3
Dupe staple, 217, 31800, 364, 325140, 34, 16, 3, 3
Bought staple, 221, 31800, 125, 331500, 34, 17, 3, 3
Bought common, 238, 31800, 103, 358530, 35, 17, 4, 3
Bought common, 253, 31800, 38, 382380, 37, 17, 5, 3
Bought special, 270, 31800, 141, 409410, 38, 17, 5, 4
Bought common, 287, 31800, 119, 436440, 39, 17, 6, 4
Dupe special, 302, 31800, 804, 460290, 41, 17, 6, 4
Dupe common, 315, 31800, 896, 480960, 42, 17, 6, 4
Bought special, 327, 31800, 79, 500040, 43, 17, 6, 5
Bought common, 343, 31800, 23, 525480, 44, 17, 7, 5
Dupe staple, 350, 31800, 511, 536610, 44, 17, 7, 5
Bought special, 364, 31800, 12, 558870, 45, 17, 7, 6
Bought common, 380, 31800, 106, 584310, 47, 17, 8, 6
Dupe staple, 386, 31800, 310, 593850, 47, 17, 8, 6
Bought common, 401, 31800, 95, 617700, 48, 17, 9, 6
Bought special, 417, 31800, 64, 643140, 50, 17, 9, 7
Bought common, 433, 31800, 8, 668580, 51, 17, 10, 7
Bought special, 450, 31800, 111, 695610, 52, 17, 10, 8
Bought special, 466, 31800, 80, 721050, 54, 17, 10, 9
Dupe staple, 472, 31800, 409, 730590, 54, 17, 10, 9
Bought common, 487, 31800, 69, 754440, 55, 17, 11, 9
Bought special, 503, 31800, 163, 779880, 57, 17, 11, 10
Dupe staple, 509, 31800, 367, 789420, 57, 17, 11, 10
Bought common, 524, 31800, 152, 813270, 58, 17, 12, 10
Dupe staple, 529, 31800, 347, 821220, 59, 17, 12, 10
Bought special, 544, 31800, 132, 845070, 60, 17, 12, 11
Dupe common, 560, 31800, 826, 870510, 61, 17, 12, 11
Dupe staple, 562, 31800, 394, 873690, 61, 17, 12, 11
Bought staple, 566, 31800, 180, 880050, 62, 18, 12, 11
Bought common, 582, 31800, 124, 905490, 63, 18, 13, 11
Dupe staple, 588, 31800, 328, 915030, 63, 18, 13, 11
Bought special, 603, 31800, 113, 938880, 64, 18, 13, 12
Bought common, 619, 31800, 82, 964320, 66, 18, 14, 12
Dupe staple, 624, 31800, 252, 972270, 66, 18, 14, 12
Dupe common, 640, 31800, 946, 997710, 67, 18, 14, 12
Bought common, 652, 31800, 129, 1016790, 68, 18, 15, 12
Bought special, 668, 31800, 98, 1042230, 70, 18, 15, 13
Dupe special, 684, 31800, 792, 1067670, 71, 18, 15, 13
Bought common, 697, 31800, 134, 1088340, 72, 18, 16, 13
Bought special, 713, 31800, 78, 1113780, 73, 18, 16, 14
Bought common, 729, 31800, 47, 1139220, 75, 18, 17, 14
Dupe staple, 735, 31800, 376, 1148760, 75, 18, 17, 14
Dupe staple, 739, 31800, 262, 1155120, 75, 18, 17, 14
Dupe staple, 742, 31800, 264, 1159890, 76, 18, 17, 14
Bought special, 758, 31800, 83, 1185330, 77, 18, 17, 15
Dupe special, 774, 31800, 777, 1210770, 78, 18, 17, 15
Bought special, 787, 31800, 119, 1231440, 79, 18, 17, 16
Bought staple, 792, 31800, 189, 1239390, 80, 19, 17, 16
Bought special, 808, 31800, 8, 1264830, 81, 19, 17, 17
Bought common, 825, 31800, 111, 1291860, 82, 19, 18, 17
Bought common, 841, 31800, 55, 1317300, 83, 19, 19, 17
Bought special, 857, 31800, 24, 1342740, 85, 19, 19, 18
Bought special, 874, 31800, 127, 1369770, 86, 19, 19, 19
Bought common, 890, 31800, 71, 1395210, 87, 19, 20, 19
Dupe common, 906, 31800, 790, 1420650, 89, 19, 20, 19
Dupe special, 919, 31800, 882, 1441320, 90, 19, 20, 19
Bought special, 931, 31800, 190, 1460400, 91, 19, 20, 20
Bought special, 947, 31800, 9, 1485840, 92, 19, 20, 21
Bought common, 964, 31800, 112, 1512870, 93, 19, 21, 21
Bought special, 980, 31800, 56, 1538310, 94, 19, 21, 22
Dupe common, 996, 31800, 775, 1563750, 96, 19, 21, 22
Dupe special, 1009, 31800, 867, 1584420, 97, 19, 21, 22
Bought common, 1020, 31800, 16, 1601910, 98, 19, 22, 22
Dupe common, 1038, 31800, 903, 1630530, 99, 19, 22, 22
Bought common, 1050, 31800, 211, 1649610, 100, 19, 23, 22
Bought common, 1066, 31800, 30, 1675050, 101, 19, 24, 22
Dupe common, 1082, 31800, 874, 1700490, 103, 19, 24, 22
Dupe special, 1094, 31800, 807, 1719570, 104, 19, 24, 22
Dupe special, 1107, 31800, 899, 1740240, 105, 19, 24, 22
Bought common, 1119, 31800, 82, 1759320, 106, 19, 25, 22
Dupe common, 1135, 31800, 776, 1784760, 107, 19, 25, 22
Bought common, 1148, 31800, 118, 1805430, 108, 19, 26, 22
Bought common, 1164, 31800, 62, 1830870, 109, 19, 27, 22
Dupe common, 1180, 31800, 756, 1856310, 110, 19, 27, 22
Bought special, 1193, 31800, 98, 1876980, 111, 19, 27, 23
Bought special, 1209, 31800, 67, 1902420, 113, 19, 27, 24
Dupe common, 1225, 31800, 761, 1927860, 114, 19, 27, 24
Dupe special, 1238, 31800, 853, 1948530, 115, 19, 27, 24
Bought special, 1250, 31800, 161, 1967610, 116, 19, 27, 25
Dupe common, 1267, 31800, 889, 1994640, 117, 19, 27, 25
Dupe special, 1279, 31800, 822, 2013720, 118, 19, 27, 25
Bought special, 1291, 31800, 130, 2032800, 119, 19, 27, 26
Bought common, 1308, 31800, 258, 2059830, 121, 19, 28, 26
Dupe common, 1323, 31800, 793, 2083680, 122, 19, 28, 26
Dupe common, 1336, 31800, 885, 2104350, 123, 19, 28, 26
Bought special, 1348, 31800, 68, 2123430, 124, 19, 28, 27
Dupe common, 1364, 31800, 762, 2148870, 125, 19, 28, 27
Bought common, 1377, 31800, 104, 2169540, 126, 19, 29, 27
Dupe special, 1393, 31800, 798, 2194980, 127, 19, 29, 27
Bought special, 1406, 31800, 140, 2215650, 128, 19, 29, 28
Dupe special, 1421, 31800, 825, 2239500, 130, 19, 29, 28
Dupe common, 1434, 31800, 917, 2260170, 131, 19, 29, 28
Dupe common, 1446, 31800, 850, 2279250, 132, 19, 29, 28
Dupe common, 1459, 31800, 942, 2299920, 133, 19, 29, 28
Dupe common, 1471, 31800, 850, 2319000, 133, 19, 29, 28
Dupe common, 1483, 31800, 783, 2338080, 134, 19, 29, 28
Dupe special, 1496, 31800, 875, 2358750, 135, 19, 29, 28
Bought special, 1508, 31800, 58, 2377830, 136, 19, 29, 29
Dupe special, 1524, 31800, 902, 2403270, 138, 19, 29, 29
Dupe common, 1536, 31800, 835, 2422350, 139, 19, 29, 29
Dupe common, 1548, 31800, 768, 2441430, 140, 19, 29, 29
Dupe special, 1560, 31800, 826, 2460510, 141, 19, 29, 29
Dupe common, 1572, 31800, 759, 2479590, 142, 19, 29, 29
Dupe common, 1585, 31800, 851, 2500260, 143, 19, 29, 29
Dupe common, 1597, 31800, 784, 2519340, 144, 19, 29, 29
Bought special, 1610, 31800, 251, 2540010, 145, 19, 29, 30

Bought staple, 2, 12600, 34, 1590, 5, 1, 0, 0
Bought staple, 8, 17400, 108, 6330, 9, 2, 0, 0
Bought staple, 13, 21000, 28, 11280, 11, 3, 0, 0
Bought staple, 20, 22200, 62, 18870, 12, 4, 0, 0
Bought staple, 26, 24600, 64, 25890, 14, 5, 0, 0
Bought staple, 32, 25800, 95, 33450, 15, 6, 0, 0
Bought common, 47, 30600, 109, 54840, 20, 6, 1, 0
Bought staple, 51, 31800, 20, 61200, 21, 7, 1, 0
Dupe staple, 58, 31800, 383, 72330, 21, 7, 1, 0
Dupe staple, 62, 31800, 394, 78690, 21, 7, 1, 0
Bought staple, 65, 31800, 21, 83460, 22, 8, 1, 0
Bought common, 82, 31800, 124, 110490, 23, 8, 2, 0
Bought staple, 88, 31800, 228, 120030, 24, 9, 2, 0
Bought staple, 93, 31800, 148, 127980, 24, 10, 2, 0
Bought staple, 99, 31800, 102, 137520, 24, 11, 2, 0
Bought staple, 103, 31800, 13, 143880, 25, 12, 2, 0
Bought staple, 110, 31800, 251, 155010, 25, 13, 2, 0
Dupe staple, 114, 31800, 287, 161370, 26, 13, 2, 0
Bought staple, 119, 31800, 82, 169320, 26, 14, 2, 0
Bought special, 135, 31800, 26, 194760, 27, 14, 2, 1
Bought staple, 140, 31800, 96, 202710, 28, 15, 2, 1
Bought special, 157, 31800, 74, 229740, 29, 15, 2, 2
