Action, games, score, coin, xp, level, staples, commons, specials
Bought special, 2279, 12720, 19, 1415690, 88, 19, 20, 23
Bought special, 2317, 12720, 213, 1439630, 90, 19, 20, 24
Dupe common, 2351, 12720, 755, 1461050, 91, 19, 20, 24
Dupe common, 2380, 12720, 857, 1479320, 92, 19, 20, 24
Dupe common, 2410, 12720, 872, 1498220, 92, 19, 20, 24
Dupe special, 2438, 12720, 786, 1515860, 93, 19, 20, 24
Dupe common, 2465, 12720, 762, 1532870, 94, 19, 20, 24
Bought special, 2493, 12720, 51, 1550510, 95, 19, 20, 25
Dupe common, 2530, 12720, 782, 1573820, 96, 19, 20, 25
Dupe common, 2559, 12720, 759, 1592090, 97, 19, 20, 25
Dupe special, 2587, 12720, 798, 1609730, 98, 19, 20, 25
Bought common, 2614, 12720, 24, 1626740, 99, 19, 21, 25
Dupe special, 2651, 12720, 755, 1650050, 100, 19, 21, 25
Bought common, 2680, 12720, 107, 1668320, 101, 19, 22, 25
Dupe special, 2718, 12720, 776, 1692260, 102, 19, 22, 25
Bought special, 2745, 12720, 2, 1709270, 103, 19, 22, 26
Dupe common, 2783, 12720, 796, 1733210, 104, 19, 22, 26
Bought common, 2810, 12720, 22, 1750220, 105, 19, 23, 26
Dupe special, 2849, 12720, 754, 1774790, 106, 19, 23, 26
Dupe special, 2877, 12720, 793, 1792430, 107, 19, 23, 26
Dupe special, 2904, 12720, 769, 1809440, 108, 19, 23, 26
Dupe special, 2932, 12720, 808, 1827080, 109, 19, 23, 26
Dupe special, 2960, 12720, 847, 1844720, 110, 19, 23, 26
Bought special, 2988, 12720, 11, 1862360, 111, 19, 23, 27
Bought special, 3026, 12720, 55, 1886300, 112, 19, 23, 28
Dupe special, 3063, 12720, 786, 1909610, 113, 19, 23, 28
Dupe special, 3090, 12720, 762, 1926620, 114, 19, 23, 28
Bought common, 3120, 12720, 177, 1945520, 115, 19, 24, 28
Dupe special, 3157, 12720, 783, 1968830, 116, 19, 24, 28
Dupe common, 3184, 12720, 759, 1985840, 117, 19, 24, 28
Bought common, 3212, 12720, 48, 2003480, 118, 19, 25, 28
Bought common, 3250, 12720, 92, 2027420, 119, 19, 26, 28
Dupe special, 3288, 12720, 761, 2051360, 120, 19, 26, 28
Dupe common, 3316, 12720, 800, 2069000, 121, 19, 26, 28
Dupe special, 3343, 12720, 776, 2086010, 122, 19, 26, 28
Dupe common, 3370, 12720, 752, 2103020, 123, 19, 26, 28
Dupe common, 3400, 12720, 917, 2121920, 124, 19, 26, 28
Dupe special, 3428, 12720, 831, 2139560, 125, 19, 26, 28
Bought common, 3457, 12720, 33, 2157830, 125, 19, 27, 28
Bought common, 3492, 12720, 38, 2179880, 127, 19, 28, 28
Dupe special, 3530, 12720, 832, 2203820, 128, 19, 28, 28
Dupe special, 3559, 12720, 809, 2222090, 129, 19, 28, 28
Bought special, 3587, 12720, 98, 2239730, 130, 19, 28, 29
Dupe common, 3623, 12720, 766, 2262410, 131, 19, 28, 29
Dupe common, 3651, 12720, 805, 2280050, 132, 19, 28, 29
Dupe common, 3680, 12720, 757, 2298320, 132, 19, 28, 29
Dupe common, 3710, 12720, 922, 2317220, 133, 19, 28, 29
Dupe common, 3737, 12720, 773, 2334230, 134, 19, 28, 29
Dupe common, 3765, 12720, 812, 2351870, 135, 19, 28, 29
Bought common, 3792, 12720, 38, 2368880, 136, 19, 29, 29
Dupe special, 3830, 12720, 832, 2392820, 137, 19, 29, 29
Dupe special, 3859, 12720, 809, 2411090, 138, 19, 29, 29
Dupe common, 3886, 12720, 785, 2428100, 139, 19, 29, 29
Dupe special, 3913, 12720, 761, 2445110, 140, 19, 29, 29
Dupe common, 3941, 12720, 800, 2462750, 141, 19, 29, 29
Dupe common, 3970, 12720, 902, 2481020, 142, 19, 29, 29
Bought special, 3999, 12720, 129, 2499290, 143, 19, 29, 30

Bought staple, 6, 5040, 29, 1540, 5, 1, 0, 0
Bought staple, 19, 6960, 5, 5550, 8, 2, 0, 0
Bought staple, 30, 8400, 124, 9740, 11, 3, 0, 0
Bought staple, 45, 8880, 37, 16120, 12, 4, 0, 0
Bought staple, 60, 9360, 113, 22880, 13, 5, 0, 0
Bought staple, 73, 9840, 166, 29160, 15, 6, 0, 0
Bought staple, 84, 10800, 5, 34800, 16, 7, 0, 0
Bought common, 120, 12720, 177, 55520, 20, 7, 1, 0
Bought staple, 130, 12720, 82, 61820, 21, 8, 1, 0
Bought staple, 143, 12720, 26, 70010, 21, 9, 1, 0
Bought staple, 157, 12720, 33, 78830, 21, 10, 1, 0
Bought staple, 168, 12720, 1, 85760, 22, 11, 1, 0
Bought staple, 180, 12720, 7, 93320, 22, 12, 1, 0
Dupe staple, 192, 12720, 288, 100880, 23, 12, 1, 0
Bought staple, 202, 12720, 43, 107180, 23, 13, 1, 0
Dupe staple, 216, 12720, 300, 116000, 23, 13, 1, 0
Bought staple, 223, 12720, 16, 120410, 24, 14, 1, 0
Dupe staple, 237, 12720, 273, 129230, 24, 14, 1, 0
Bought common, 270, 12720, 2, 150020, 25, 14, 2, 0
Bought staple, 284, 12720, 9, 158840, 25, 15, 2, 0
Bought common, 320, 12720, 77, 181520, 27, 15, 3, 0
Bought special, 359, 12720, 59, 206090, 28, 15, 3, 1
Bought staple, 370, 12720, 2, 213020, 28, 16, 3, 1
Dupe staple, 382, 12720, 283, 220580, 29, 16, 3, 1
Bought special, 417, 12720, 13, 242630, 30, 16, 3, 2
Bought special, 455, 12720, 57, 266570, 31, 16, 3, 3
Dupe staple, 468, 12720, 251, 274760, 31, 16, 3, 3
Bought special, 502, 12720, 43, 296180, 32, 16, 3, 4
Bought special, 539, 12720, 49, 319490, 34, 16, 3, 5
Dupe staple, 551, 12720, 305, 327050, 34, 16, 3, 5
Dupe staple, 561, 12720, 310, 333350, 34, 16, 3, 5
Dupe staple, 570, 12720, 252, 339020, 34, 16, 3, 5
Dupe staple, 580, 12720, 407, 345320, 35, 16, 3, 5
Dupe staple, 590, 12720, 412, 351620, 35, 16, 3, 5
Bought staple, 600, 12720, 167, 357920, 35, 17, 3, 5
Bought special, 635, 12720, 47, 379970, 37, 17, 3, 6
Dupe staple, 649, 12720, 304, 388790, 37, 17, 3, 6
Bought common, 682, 12720, 33, 409580, 38, 17, 4, 6
Bought common, 720, 12720, 77, 433520, 39, 17, 5, 6
Bought common, 759, 12720, 59, 458090, 40, 17, 6, 6
Bought common, 793, 12720, 1, 479510, 42, 17, 7, 6
Bought common, 831, 12720, 45, 503450, 43, 17, 8, 6
Dupe common, 870, 12720, 902, 528020, 44, 17, 8, 6
Bought common, 897, 12720, 3, 545030, 45, 17, 9, 6
Bought common, 935, 12720, 47, 568970, 46, 17, 10, 6
Dupe staple, 949, 12720, 304, 577790, 46, 17, 10, 6
Bought staple, 956, 12720, 20, 582200, 47, 18, 10, 6
Dupe staple, 970, 12720, 402, 591020, 47, 18, 10, 6
Bought common, 1003, 12720, 6, 611810, 48, 18, 11, 6
Dupe staple, 1015, 12720, 287, 619370, 49, 18, 11, 6
Bought special, 1050, 12720, 142, 641420, 50, 18, 11, 7
Bought common, 1088, 12720, 61, 665360, 51, 18, 12, 7
Bought special, 1125, 12720, 42, 688670, 52, 18, 12, 8
Dupe staple, 1139, 12720, 299, 697490, 52, 18, 12, 8
Bought special, 1172, 12720, 28, 718280, 53, 18, 12, 9
Dupe staple, 1184, 12720, 309, 725840, 54, 18, 12, 9
Bought special, 1219, 12720, 39, 747890, 55, 18, 12, 10
Bought special, 1256, 12720, 20, 771200, 56, 18, 12, 11
Dupe staple, 1269, 12720, 364, 779390, 57, 18, 12, 11
Dupe staple, 1278, 12720, 306, 785060, 57, 18, 12, 11
Dupe staple, 1288, 12720, 311, 791360, 57, 18, 12, 11
Bought common, 1321, 12720, 40, 812150, 58, 18, 13, 11
Bought special, 1360, 12720, 147, 836720, 59, 18, 13, 12
Bought common, 1396, 12720, 90, 859400, 61, 18, 14, 12
Bought special, 1432, 12720, 8, 882080, 62, 18, 14, 13
Bought staple, 1446, 12720, 15, 890900, 62, 19, 14, 13
Bought special, 1484, 12720, 59, 914840, 63, 19, 14, 14
Dupe special, 1521, 12720, 790, 938150, 64, 19, 14, 14
Bought common, 1550, 12720, 142, 956420, 65, 19, 15, 14
Bought special, 1587, 12720, 148, 979730, 67, 19, 15, 15
Bought common, 1622, 12720, 3, 1001780, 68, 19, 16, 15
Bought common, 1660, 12720, 47, 1025720, 69, 19, 17, 15
Dupe special, 1699, 12720, 779, 1050290, 70, 19, 17, 15
Bought special, 1726, 12720, 5, 1067300, 71, 19, 17, 16
Dupe common, 1764, 12720, 799, 1091240, 72, 19, 17, 16
Bought common, 1791, 12720, 25, 1108250, 73, 19, 18, 16
Bought common, 1830, 12720, 132, 1132820, 74, 19, 19, 16
Dupe special, 1868, 12720, 801, 1156760, 75, 19, 19, 16
Dupe special, 1895, 12720, 777, 1173770, 76, 19, 19, 16
Bought special, 1922, 12720, 3, 1190780, 77, 19, 19, 17
Dupe special, 1960, 12720, 797, 1214720, 78, 19, 19, 17
Dupe common, 1989, 12720, 774, 1232990, 79, 19, 19, 17
Bought special, 2017, 12720, 63, 1250630, 80, 19, 19, 18
Bought special, 2054, 12720, 44, 1273940, 81, 19, 19, 19
Dupe common, 2091, 12720, 775, 1297250, 82, 19, 19, 19
Dupe special, 2120, 12720, 877, 1315520, 83, 19, 19, 19
Bought special, 2148, 12720, 41, 1333160, 84, 19, 19, 20
Bought common, 2185, 12720, 22, 1356470, 85, 19, 20, 20
Dupe special, 2221, 12720, 840, 1379150, 87, 19, 20, 20
Bought special, 2250, 12720, 42, 1397420, 87, 19, 20, 21
Dupe common, 2287, 12720, 798, 1420730, 89, 19, 20, 21
Dupe common, 2317, 12720, 963, 1439630, 90, 19, 20, 21
Dupe common, 2344, 12720, 789, 1456640, 90, 19, 20, 21
Bought special, 2371, 12720, 15, 1473650, 91, 19, 20, 22
Dupe common, 2410, 12720, 872, 1498220, 92, 19, 20, 22
Dupe common, 2438, 12720, 786, 1515860, 93, 19, 20, 22
Dupe common, 2465, 12720, 762, 1532870, 94, 19, 20, 22
Bought special, 2493, 12720, 51, 1550510, 95, 19, 20, 23
Bought special, 2530, 12720, 32, 1573820, 96, 19, 20, 24
Bought common, 2569, 12720, 14, 1598390, 97, 19, 21, 24
Bought special, 2604, 12720, 19, 1620440, 99, 19, 21, 25
Dupe special, 2642, 12720, 813, 1644380, 100, 19, 21, 25
Bought special, 2670, 12720, 102, 1662020, 101, 19, 21, 26
Dupe special, 2708, 12720, 771, 1685960, 102, 19, 21, 26
Dupe special, 2736, 12720, 810, 1703600, 103, 19, 21, 26
Bought common, 2763, 12720, 36, 1720610, 104, 19, 22, 26
Dupe common, 2800, 12720, 767, 1743920, 105, 19, 22, 26
Bought common, 2830, 12720, 182, 1762820, 106, 19, 23, 26
Dupe common, 2867, 12720, 788, 1786130, 107, 19, 23, 26
Dupe common, 2894, 12720, 764, 1803140, 108, 19, 23, 26
Bought common, 2922, 12720, 53, 1820780, 109, 19, 24, 26
Dupe special, 2960, 12720, 847, 1844720, 110, 19, 24, 26
Bought common, 2988, 12720, 11, 1862360, 111, 19, 25, 26
Dupe common, 3026, 12720, 805, 1886300, 112, 19, 25, 26
Dupe special, 3053, 12720, 781, 1903310, 113, 19, 25, 26
Dupe common, 3080, 12720, 757, 1920320, 114, 19, 25, 26
Bought special, 3110, 12720, 172, 1939220, 115, 19, 25, 27
Dupe special, 3147, 12720, 778, 1962530, 116, 19, 25, 27
Dupe special, 3174, 12720, 754, 1979540, 117, 19, 25, 27
Bought special, 3204, 12720, 19, 1998440, 117, 19, 25, 28
Bought common, 3240, 12720, 87, 2021120, 119, 19, 26, 28
Dupe special, 3278, 12720, 756, 2045060, 120, 19, 26, 28
Dupe special, 3306, 12720, 795, 2062700, 121, 19, 26, 28
Dupe special, 3333, 12720, 771, 2079710, 122, 19, 26, 28
Bought common, 3363, 12720, 36, 2098610, 122, 19, 27, 28
Dupe special, 3400, 12720, 917, 2121920, 124, 19, 27, 28
Bought special, 3428, 12720, 81, 2139560, 125, 19, 27, 29
Dupe common, 3465, 12720, 812, 2162870, 126, 19, 27, 29
Dupe common, 3492, 12720, 788, 2179880, 127, 19, 27, 29
Dupe special, 3522, 12720, 803, 2198780, 127, 19, 27, 29
Dupe common, 3550, 12720, 842, 2216420, 128, 19, 27, 29
Dupe common, 3578, 12720, 756, 2234060, 129, 19, 27, 29
Dupe special, 3606, 12720, 795, 2251700, 130, 19, 27, 29
Dupe special, 3633, 12720, 771, 2268710, 131, 19, 27, 29
Dupe special, 3661, 12720, 810, 2286350, 132, 19, 27, 29
Bought special, 3690, 12720, 162, 2304620, 133, 19, 27, 30
Bought common, 3727, 12720, 18, 2327930, 134, 19, 28, 30
Dupe special, 3765, 12720, 812, 2351870, 135, 19, 28, 30
Dupe special, 3792, 12720, 788, 2368880, 136, 19, 28, 30
Dupe common, 3820, 12720, 827, 2386520, 137, 19, 28, 30
Dupe special, 3849, 12720, 804, 2404790, 138, 19, 28, 30
Dupe common, 3876, 12720, 780, 2421800, 139, 19, 28, 30
Dupe special, 3904, 12720, 819, 2439440, 140, 19, 28, 30
Bought common, 3933, 12720, 21, 2457710, 140, 19, 29, 30

Bought staple, 6, 5040, 29, 1540, 5, 1, 0, 0
Bought staple, 19, 6960, 5, 5550, 8, 2, 0, 0
Bought staple, 30, 8400, 124, 9740, 11, 3, 0, 0
Dupe staple, 45, 8880, 287, 16120, 12, 3, 0, 0
Bought staple, 55, 9360, 8, 20580, 13, 4, 0, 0
Bought staple, 70, 9840, 119, 27690, 14, 5, 0, 0
Bought common, 106, 11760, 31, 47060, 18, 5, 1, 0
Bought staple, 118, 12240, 176, 54260, 20, 6, 1, 0
Bought staple, 127, 12720, 18, 59930, 21, 7, 1, 0
Dupe staple, 140, 12720, 337, 68120, 21, 7, 1, 0
Bought staple, 150, 12720, 92, 74420, 21, 8, 1, 0
Bought staple, 161, 12720, 60, 81350, 22, 9, 1, 0
Dupe staple, 174, 12720, 254, 89540, 22, 9, 1, 0
Bought staple, 184, 12720, 9, 95840, 22, 10, 1, 0
Bought common, 221, 12720, 140, 119150, 24, 10, 2, 0
Bought staple, 233, 12720, 21, 126710, 24, 11, 2, 0
Dupe staple, 247, 12720, 278, 135530, 24, 11, 2, 0
Bought staple, 255, 12720, 57, 140570, 25, 12, 2, 0
Dupe staple, 268, 12720, 251, 148760, 25, 12, 2, 0
Bought staple, 278, 12720, 6, 155060, 25, 13, 2, 0
Bought staple, 290, 12720, 162, 162620, 26, 14, 2, 0
Dupe staple, 302, 12720, 293, 170180, 26, 14, 2, 0
Bought staple, 312, 12720, 48, 176480, 26, 15, 2, 0
Bought special, 349, 12720, 54, 199790, 28, 15, 2, 1
Bought staple, 361, 12720, 60, 207350, 28, 16, 2, 1
Bought common, 400, 12720, 167, 231920, 29, 16, 3, 1
Bought common, 437, 12720, 23, 255230, 30, 16, 4, 1
Bought common, 474, 12720, 4, 278540, 31, 16, 5, 1
Bought special, 510, 12720, 72, 301220, 33, 16, 5, 2
Bought staple, 523, 12720, 16, 309410, 33, 17, 5, 2
Dupe staple, 537, 12720, 273, 318230, 33, 17, 5, 2
Bought staple, 545, 12720, 52, 323270, 34, 18, 5, 2
Dupe staple, 559, 12720, 309, 332090, 34, 18, 5, 2
Bought common, 592, 12720, 38, 352880, 35, 18, 6, 2
Dupe common, 630, 12720, 832, 376820, 36, 18, 6, 2
Dupe staple, 633, 12720, 271, 378710, 36, 18, 6, 2
Bought special, 666, 12720, 25, 399500, 38, 18, 6, 3
Bought common, 703, 12720, 6, 422810, 39, 18, 7, 3
Dupe staple, 717, 12720, 263, 431630, 39, 18, 7, 3
Bought common, 751, 12720, 55, 453050, 40, 18, 8, 3
Bought staple, 762, 12720, 23, 459980, 41, 19, 8, 3
Bought special, 800, 12720, 67, 483920, 42, 19, 8, 4
Bought common, 839, 12720, 49, 508490, 43, 19, 9, 4
Bought common, 876, 12720, 30, 531800, 44, 19, 10, 4
Bought common, 913, 12720, 11, 555110, 45, 19, 11, 4
Bought common, 951, 12720, 55, 579050, 46, 19, 12, 4
Bought common, 988, 12720, 61, 602360, 48, 19, 13, 4
Bought common, 1025, 12720, 42, 625670, 49, 19, 14, 4
Bought special, 1062, 12720, 23, 648980, 50, 19, 14, 5
Bought special, 1100, 12720, 67, 672920, 51, 19, 14, 6
Bought special, 1139, 12720, 49, 697490, 52, 19, 14, 7
Bought common, 1174, 12720, 54, 719540, 54, 19, 15, 7
Bought common, 1211, 12720, 35, 742850, 55, 19, 16, 7
Bought special, 1250, 12720, 142, 767420, 56, 19, 16, 8
Bought common, 1288, 12720, 61, 791360, 57, 19, 17, 8
Bought special, 1325, 12720, 42, 814670, 58, 19, 17, 9
Bought common, 1362, 12720, 23, 837980, 59, 19, 18, 9
Dupe special, 1399, 12720, 779, 861290, 61, 19, 18, 9
Bought special, 1428, 12720, 131, 879560, 62, 19, 18, 10
Dupe common, 1464, 12720, 799, 902240, 63, 19, 18, 10
Bought common, 1491, 12720, 25, 919250, 64, 19, 19, 10
Dupe special, 1530, 12720, 882, 943820, 65, 19, 19, 10
Dupe common, 1558, 12720, 796, 961460, 66, 19, 19, 10
Bought special, 1587, 12720, 148, 979730, 67, 19, 19, 11
Dupe common, 1622, 12720, 753, 1001780, 68, 19, 19, 11
Dupe common, 1650, 12720, 792, 1019420, 69, 19, 19, 11
Bought special, 1680, 12720, 57, 1038320, 69, 19, 19, 12
Bought common, 1717, 12720, 63, 1061630, 71, 19, 20, 12
Dupe common, 1754, 12720, 794, 1084940, 72, 19, 20, 12
Bought common, 1781, 12720, 20, 1101950, 73, 19, 21, 12
Dupe special, 1820, 12720, 877, 1126520, 74, 19, 21, 12
Dupe special, 1848, 12720, 791, 1144160, 75, 19, 21, 12
Bought special, 1875, 12720, 17, 1161170, 76, 19, 21, 13
Bought special, 1913, 12720, 61, 1185110, 77, 19, 21, 14
Bought common, 1950, 12720, 42, 1208420, 78, 19, 22, 14
Dupe special, 1989, 12720, 774, 1232990, 79, 19, 22, 14
Dupe common, 2017, 12720, 813, 1250630, 80, 19, 22, 14
Bought special, 2044, 12720, 39, 1267640, 81, 19, 22, 15
Dupe common, 2081, 12720, 770, 1290950, 82, 19, 22, 15
Dupe common, 2110, 12720, 872, 1309220, 83, 19, 22, 15
Bought special, 2138, 12720, 36, 1326860, 84, 19, 22, 16
Dupe common, 2175, 12720, 767, 1350170, 85, 19, 22, 16
Dupe common, 2203, 12720, 806, 1367810, 86, 19, 22, 16
Bought common, 2230, 12720, 32, 1384820, 87, 19, 23, 16
Bought special, 2269, 12720, 14, 1409390, 88, 19, 23, 17
Bought special, 2307, 12720, 58, 1433330, 89, 19, 23, 18
Bought special, 2344, 12720, 39, 1456640, 90, 19, 23, 19
Bought special, 2380, 12720, 107, 1479320, 92, 19, 23, 20
Dupe common, 2418, 12720, 776, 1503260, 93, 19, 23, 20
Bought special, 2445, 12720, 2, 1520270, 94, 19, 23, 21
Bought special, 2483, 12720, 46, 1544210, 95, 19, 23, 22
Bought special, 2520, 12720, 27, 1567520, 96, 19, 23, 23
Dupe common, 2559, 12720, 759, 1592090, 97, 19, 23, 23
Bought common, 2587, 12720, 48, 1609730, 98, 19, 24, 23
Bought common, 2624, 12720, 29, 1633040, 99, 19, 25, 23
Dupe common, 2661, 12720, 760, 1656350, 100, 19, 25, 23
Bought common, 2690, 12720, 112, 1674620, 101, 19, 26, 23
Dupe special, 2728, 12720, 781, 1698560, 102, 19, 26, 23
Dupe common, 2755, 12720, 757, 1715570, 103, 19, 26, 23
Bought special, 2783, 12720, 46, 1733210, 104, 19, 26, 24
Dupe special, 2820, 12720, 777, 1756520, 105, 19, 26, 24
Bought special, 2849, 12720, 4, 1774790, 106, 19, 26, 25
Bought common, 2887, 12720, 48, 1798730, 107, 19, 27, 25
Dupe common, 2922, 12720, 803, 1820780, 109, 19, 27, 25
Bought special, 2951, 12720, 5, 1839050, 109, 19, 27, 26
Dupe special, 2988, 12720, 761, 1862360, 111, 19, 27, 26
Dupe common, 3016, 12720, 800, 1880000, 112, 19, 27, 26
Dupe common, 3045, 12720, 752, 1898270, 112, 19, 27, 26
Bought special, 3073, 12720, 41, 1915910, 113, 19, 27, 27
Dupe special, 3110, 12720, 922, 1939220, 115, 19, 27, 27
Dupe special, 3140, 12720, 937, 1958120, 115, 19, 27, 27
Bought common, 3167, 12720, 38, 1975130, 116, 19, 28, 27
Dupe special, 3204, 12720, 769, 1998440, 117, 19, 28, 27
Bought special, 3232, 12720, 58, 2016080, 118, 19, 28, 28
Dupe common, 3269, 12720, 814, 2039390, 120, 19, 28, 28
Bought special, 3298, 12720, 16, 2057660, 120, 19, 28, 29
Dupe common, 3333, 12720, 771, 2079710, 122, 19, 28, 29
Dupe common, 3363, 12720, 786, 2098610, 122, 19, 28, 29
Dupe special, 3390, 12720, 762, 2115620, 123, 19, 28, 29
Dupe common, 3420, 12720, 927, 2134520, 124, 19, 28, 29
Bought special, 3447, 12720, 28, 2151530, 125, 19, 28, 30
Dupe special, 3484, 12720, 759, 2174840, 126, 19, 28, 30
Dupe common, 3512, 12720, 798, 2192480, 127, 19, 28, 30
Dupe special, 3540, 12720, 837, 2210120, 128, 19, 28, 30
Bought common, 3568, 12720, 1, 2227760, 129, 19, 29, 30

Bought staple, 6, 5040, 29, 1540, 5, 1, 0, 0
Bought staple, 19, 6960, 5, 5550, 8, 2, 0, 0
Bought staple, 30, 8400, 124, 9740, 11, 3, 0, 0
Bought staple, 45, 8880, 37, 16120, 12, 4, 0, 0
Bought staple, 60, 9360, 113, 22880, 13, 5, 0, 0
Bought common, 98, 11280, 48, 42480, 17, 5, 1, 0
Dupe staple, 110, 11760, 538, 49380, 19, 5, 1, 0
Bought staple, 118, 12240, 176, 54260, 20, 6, 1, 0
Bought staple, 127, 12720, 18, 59930, 21, 7, 1, 0
Bought staple, 140, 12720, 87, 68120, 21, 8, 1, 0
Bought staple, 153, 12720, 31, 76310, 21, 9, 1, 0
Bought special, 190, 12720, 162, 99620, 23, 9, 1, 1
Bought staple, 202, 12720, 43, 107180, 23, 10, 1, 1
Bought special, 240, 12720, 87, 131120, 24, 10, 1, 2
Bought staple, 253, 12720, 181, 139310, 25, 11, 1, 2
Bought special, 290, 12720, 162, 162620, 26, 11, 1, 3
Bought staple, 302, 12720, 43, 170180, 26, 12, 1, 3
