Action, games, score, coin, xp, level, staples, commons, specials
Bought special, 490, 21200, 146, 499460, 43, 16, 5, 9
Bought common, 514, 21200, 90, 524900, 44, 16, 6, 9
Bought common, 538, 21200, 34, 550340, 45, 16, 7, 9
Bought staple, 546, 21200, 7, 558820, 45, 17, 7, 9
Bought common, 570, 21200, 226, 584260, 47, 17, 8, 9
Bought common, 593, 21200, 64, 608640, 48, 17, 9, 9
Bought special, 617, 21200, 8, 634080, 49, 17, 9, 10
Bought common, 641, 21200, 227, 659520, 51, 17, 10, 10
Bought special, 664, 21200, 65, 683900, 52, 17, 10, 11
Dupe staple, 672, 21200, 288, 692380, 52, 17, 10, 11
Bought common, 694, 21200, 20, 715700, 53, 17, 11, 11
Bought common, 717, 21200, 8, 740080, 55, 17, 12, 11
Bought common, 741, 21200, 77, 765520, 56, 17, 13, 11
Bought common, 765, 21200, 21, 790960, 57, 17, 14, 11
Bought common, 790, 21200, 196, 817460, 58, 17, 15, 11
Bought common, 812, 21200, 78, 840780, 60, 17, 16, 11
Bought common, 836, 21200, 22, 866220, 61, 17, 17, 11
Bought common, 860, 21200, 91, 891660, 62, 17, 18, 11
Dupe common, 884, 21200, 785, 917100, 63, 17, 18, 11
Bought common, 902, 21200, 93, 936180, 64, 17, 19, 11
Bought common, 925, 21200, 81, 960560, 66, 17, 20, 11
Bought special, 949, 21200, 25, 986000, 67, 17, 20, 12
Dupe staple, 958, 21200, 354, 995540, 67, 17, 20, 12
Dupe staple, 962, 21200, 303, 999780, 68, 17, 20, 12
Bought special, 984, 21200, 35, 1023100, 69, 17, 20, 13
Dupe staple, 992, 21200, 258, 1031580, 69, 17, 20, 13
Dupe staple, 1000, 21200, 631, 1040060, 70, 17, 20, 13
Bought staple, 1004, 21200, 55, 1044300, 70, 18, 20, 13
Dupe staple, 1012, 21200, 278, 1052780, 70, 18, 20, 13
Dupe common, 1034, 21200, 760, 1076100, 71, 18, 20, 13
Bought common, 1052, 21200, 68, 1095180, 72, 18, 21, 13
Bought common, 1075, 21200, 56, 1119560, 74, 18, 22, 13
Bought special, 1100, 21200, 231, 1146060, 75, 18, 22, 14
Dupe special, 1123, 21200, 819, 1170440, 76, 18, 22, 14
Bought special, 1140, 21200, 21, 1188460, 77, 18, 22, 15
Bought special, 1165, 21200, 71, 1214960, 78, 18, 22, 16
Dupe common, 1188, 21200, 809, 1239340, 80, 18, 22, 16
Bought special, 1207, 21200, 223, 1259480, 81, 18, 22, 17
Dupe special, 1230, 21200, 936, 1283860, 82, 18, 22, 17
Bought common, 1247, 21200, 13, 1301880, 83, 18, 23, 17
Dupe special, 1271, 21200, 832, 1327320, 84, 18, 23, 17
Bought special, 1289, 21200, 15, 1346400, 85, 18, 23, 18
Dupe common, 1313, 21200, 834, 1371840, 86, 18, 23, 18
Dupe special, 1330, 21200, 786, 1389860, 87, 18, 23, 18
Dupe staple, 1333, 21200, 354, 1393040, 87, 18, 23, 18
Bought common, 1355, 21200, 86, 1416360, 88, 18, 24, 18
Dupe common, 1378, 21200, 824, 1440740, 90, 18, 24, 18
Bought special, 1396, 21200, 132, 1459820, 91, 18, 24, 19
Dupe staple, 1404, 21200, 355, 1468300, 91, 18, 24, 19
Bought special, 1426, 21200, 87, 1491620, 92, 18, 24, 20
Dupe common, 1450, 21200, 906, 1517060, 93, 18, 24, 20
Dupe special, 1468, 21200, 839, 1536140, 94, 18, 24, 20
Dupe common, 1485, 21200, 791, 1554160, 95, 18, 24, 20
Bought special, 1503, 21200, 99, 1573240, 96, 18, 24, 21
Dupe special, 1527, 21200, 793, 1598680, 97, 18, 24, 21
Dupe common, 1545, 21200, 851, 1617760, 98, 18, 24, 21
Bought common, 1562, 21200, 53, 1635780, 99, 18, 25, 21
Dupe special, 1585, 21200, 791, 1660160, 101, 18, 25, 21
Dupe special, 1603, 21200, 849, 1679240, 102, 18, 25, 21
Dupe common, 1621, 21200, 757, 1698320, 102, 18, 25, 21
Bought special, 1640, 21200, 171, 1718460, 103, 18, 25, 22
Dupe common, 1662, 21200, 803, 1741780, 105, 18, 25, 22
Dupe special, 1680, 21200, 861, 1760860, 106, 18, 25, 22
Bought common, 1698, 21200, 44, 1779940, 107, 18, 26, 22
Dupe common, 1721, 21200, 757, 1804320, 108, 18, 26, 22
Dupe staple, 1724, 21200, 325, 1807500, 108, 18, 26, 22
Bought common, 1746, 21200, 57, 1830820, 109, 18, 27, 22
Dupe staple, 1754, 21200, 430, 1839300, 110, 18, 27, 22
Bought special, 1775, 21200, 56, 1861560, 111, 18, 27, 23
Dupe special, 1800, 21200, 981, 1888060, 112, 18, 27, 23
Bought special, 1817, 21200, 58, 1906080, 113, 18, 27, 24
Dupe staple, 1825, 21200, 281, 1914560, 113, 18, 27, 24
Dupe common, 1847, 21200, 763, 1937880, 114, 18, 27, 24
Dupe staple, 1849, 21200, 375, 1940000, 115, 18, 27, 24
Dupe staple, 1854, 21200, 280, 1945300, 115, 18, 27, 24
Bought common, 1876, 21200, 12, 1968620, 116, 18, 28, 24
Dupe special, 1900, 21200, 831, 1994060, 117, 18, 28, 24
Dupe staple, 1902, 21200, 293, 1996180, 117, 18, 28, 24
Dupe common, 1924, 21200, 925, 2019500, 119, 18, 28, 24
Bought special, 1942, 21200, 83, 2038580, 119, 18, 28, 25
Bought common, 1965, 21200, 71, 2062960, 121, 18, 29, 25
Dupe special, 1989, 21200, 765, 2088400, 122, 18, 29, 25
Dupe staple, 1991, 21200, 352, 2090520, 122, 18, 29, 25
Dupe special, 2013, 21200, 834, 2113840, 123, 18, 29, 25
Dupe staple, 2015, 21200, 296, 2115960, 123, 18, 29, 25
Dupe common, 2037, 21200, 928, 2139280, 125, 18, 29, 25
Dupe staple, 2038, 21200, 284, 2140340, 125, 18, 29, 25
Bought staple, 2044, 21200, 45, 2146700, 125, 19, 29, 25
Bought special, 2069, 21200, 95, 2173200, 126, 19, 29, 26
Bought special, 2092, 21200, 58, 2197580, 127, 19, 29, 27
Dupe special, 2115, 21200, 796, 2221960, 129, 19, 29, 27
Dupe common, 2133, 21200, 854, 2241040, 130, 19, 29, 27
Dupe common, 2151, 21200, 912, 2260120, 131, 19, 29, 27
Dupe common, 2169, 21200, 845, 2279200, 132, 19, 29, 27
Bought special, 2187, 21200, 3, 2298280, 132, 19, 29, 28
Dupe special, 2210, 21200, 866, 2322660, 134, 19, 29, 28
Dupe common, 2228, 21200, 799, 2341740, 135, 19, 29, 28
Bought special, 2245, 21200, 1, 2359760, 136, 19, 29, 29
Dupe common, 2270, 21200, 926, 2386260, 137, 19, 29, 29
Dupe common, 2287, 21200, 753, 2404280, 138, 19, 29, 29
Dupe common, 2305, 21200, 811, 2423360, 139, 19, 29, 29
Dupe special, 2322, 21200, 763, 2441380, 140, 19, 29, 29
Dupe common, 2340, 21200, 821, 2460460, 141, 19, 29, 29
Dupe special, 2358, 21200, 754, 2479540, 142, 19, 29, 29
Bought special, 2377, 21200, 168, 2499680, 143, 19, 29, 30

Bought staple, 3, 8400, 15, 1400, 5, 1, 0, 0
Bought staple, 11, 11600, 6, 5560, 8, 2, 0, 0
Bought staple, 20, 14000, 171, 11460, 11, 3, 0, 0
Bought staple, 30, 14800, 170, 18700, 12, 4, 0, 0
Dupe staple, 37, 15600, 262, 24120, 14, 4, 0, 0
Bought special, 60, 18800, 251, 44260, 18, 4, 0, 1
Bought staple, 67, 20400, 95, 51200, 19, 5, 0, 1
Bought staple, 74, 21200, 100, 58500, 20, 6, 0, 1
Bought staple, 80, 21200, 11, 64860, 21, 7, 0, 1
Bought staple, 90, 21200, 196, 75460, 21, 8, 0, 1
Bought staple, 97, 21200, 88, 82880, 22, 9, 0, 1
Bought common, 120, 21200, 51, 107260, 23, 9, 1, 1
Dupe staple, 129, 21200, 255, 116800, 23, 9, 1, 1
Bought common, 150, 21200, 6, 139060, 24, 9, 2, 1
Bought special, 174, 21200, 100, 164500, 26, 9, 2, 2
Dupe staple, 182, 21200, 323, 172980, 26, 9, 2, 2
Bought special, 204, 21200, 55, 196300, 27, 9, 2, 3
Bought staple, 211, 21200, 72, 203720, 28, 10, 2, 3
Bought common, 235, 21200, 16, 229160, 29, 10, 3, 3
Bought staple, 244, 21200, 95, 238700, 29, 11, 3, 3
Bought special, 267, 21200, 83, 263080, 31, 11, 3, 4
Bought staple, 275, 21200, 56, 271560, 31, 12, 3, 4
Bought special, 300, 21200, 231, 298060, 32, 12, 3, 5
Bought common, 321, 21200, 7, 320320, 34, 12, 4, 5
Bought special, 346, 21200, 57, 346820, 35, 12, 4, 6
Dupe staple, 354, 21200, 280, 355300, 35, 12, 4, 6
Bought special, 376, 21200, 12, 378620, 36, 12, 4, 7
Bought common, 400, 21200, 231, 404060, 38, 12, 5, 7
Bought staple, 408, 21200, 79, 412540, 38, 13, 5, 7
Bought common, 431, 21200, 42, 436920, 39, 13, 6, 7
Bought special, 454, 21200, 30, 461300, 41, 13, 6, 8
Bought special, 479, 21200, 80, 487800, 42, 13, 6, 9
Bought common, 502, 21200, 43, 512180, 43, 13, 7, 9
Dupe staple, 510, 21200, 416, 520660, 44, 13, 7, 9
Bought special, 531, 21200, 42, 542920, 45, 13, 7, 10
Bought common, 556, 21200, 92, 569420, 46, 13, 8, 10
Bought special, 580, 21200, 161, 594860, 47, 13, 8, 11
Dupe staple, 587, 21200, 303, 602280, 48, 13, 8, 11
Bought staple, 593, 21200, 64, 608640, 48, 14, 8, 11
Dupe staple, 601, 21200, 287, 617120, 48, 14, 8, 11
Bought common, 622, 21200, 63, 639380, 50, 14, 9, 11
Bought staple, 630, 21200, 36, 647860, 50, 15, 9, 11
Dupe staple, 640, 21200, 471, 658460, 50, 15, 9, 11
Bought staple, 644, 21200, 45, 662700, 51, 16, 9, 11
Dupe staple, 652, 21200, 268, 671180, 51, 16, 9, 11
Bought common, 675, 21200, 106, 695560, 52, 16, 10, 11
Bought staple, 681, 21200, 17, 701920, 53, 17, 10, 11
Bought special, 706, 21200, 67, 728420, 54, 17, 10, 12
Bought staple, 714, 21200, 40, 736900, 54, 18, 10, 12
Dupe staple, 721, 21200, 307, 744320, 55, 18, 10, 12
Bought staple, 728, 21200, 49, 751740, 55, 19, 10, 12
Bought common, 751, 21200, 12, 776120, 56, 19, 11, 12
Dupe special, 775, 21200, 856, 801560, 58, 19, 11, 12
Bought common, 792, 21200, 58, 819580, 59, 19, 12, 12
Bought special, 816, 21200, 2, 845020, 60, 19, 12, 13
Bought special, 840, 21200, 71, 870460, 61, 19, 12, 14
Bought special, 864, 21200, 15, 895900, 62, 19, 12, 15
Dupe special, 887, 21200, 753, 920280, 64, 19, 12, 15
Dupe common, 905, 21200, 811, 939360, 65, 19, 12, 15
Bought common, 924, 21200, 225, 959500, 66, 19, 13, 15
Bought special, 947, 21200, 63, 983880, 67, 19, 13, 16
Bought special, 970, 21200, 26, 1008260, 68, 19, 13, 17
Bought special, 995, 21200, 76, 1034760, 69, 19, 13, 18
Bought special, 1018, 21200, 64, 1059140, 71, 19, 13, 19
Dupe common, 1041, 21200, 777, 1083520, 72, 19, 13, 19
Bought special, 1060, 21200, 191, 1103660, 73, 19, 13, 20
Dupe special, 1083, 21200, 779, 1128040, 74, 19, 13, 20
Dupe special, 1101, 21200, 837, 1147120, 75, 19, 13, 20
Bought special, 1119, 21200, 20, 1166200, 76, 19, 13, 21
Dupe special, 1143, 21200, 839, 1191640, 77, 19, 13, 21
Bought common, 1160, 21200, 41, 1209660, 78, 19, 14, 21
Dupe common, 1185, 21200, 841, 1236160, 79, 19, 14, 21
Bought special, 1202, 21200, 43, 1254180, 80, 19, 14, 22
Bought common, 1226, 21200, 137, 1279620, 82, 19, 15, 22
Bought common, 1250, 21200, 206, 1305060, 83, 19, 16, 22
Bought special, 1273, 21200, 44, 1329440, 84, 19, 16, 23
Dupe common, 1298, 21200, 844, 1355940, 85, 19, 16, 23
Bought special, 1315, 21200, 46, 1373960, 86, 19, 16, 24
Bought special, 1339, 21200, 140, 1399400, 88, 19, 16, 25
Dupe special, 1362, 21200, 853, 1423780, 89, 19, 16, 25
Bought common, 1380, 21200, 161, 1442860, 90, 19, 17, 25
Bought special, 1404, 21200, 105, 1468300, 91, 19, 17, 26
Dupe special, 1428, 21200, 799, 1493740, 92, 19, 17, 26
Dupe special, 1445, 21200, 751, 1511760, 93, 19, 17, 26
Bought common, 1463, 21200, 59, 1530840, 94, 19, 18, 26
Dupe common, 1487, 21200, 753, 1556280, 95, 19, 18, 26
Bought common, 1505, 21200, 61, 1575360, 96, 19, 19, 26
Dupe special, 1528, 21200, 799, 1599740, 98, 19, 19, 26
Dupe common, 1547, 21200, 963, 1619880, 99, 19, 19, 26
Bought common, 1564, 21200, 15, 1637900, 99, 19, 20, 26
Bought special, 1587, 21200, 3, 1662280, 101, 19, 20, 27
Bought common, 1611, 21200, 72, 1687720, 102, 19, 21, 27
Dupe special, 1635, 21200, 766, 1713160, 103, 19, 21, 27
Dupe common, 1653, 21200, 824, 1732240, 104, 19, 21, 27
Bought special, 1670, 21200, 26, 1750260, 105, 19, 21, 28
Dupe special, 1695, 21200, 826, 1776760, 106, 19, 21, 28
Bought common, 1712, 21200, 28, 1794780, 107, 19, 22, 28
Dupe special, 1735, 21200, 766, 1819160, 109, 19, 22, 28
Bought common, 1754, 21200, 180, 1839300, 110, 19, 23, 28
Dupe special, 1777, 21200, 768, 1863680, 111, 19, 23, 28
Dupe special, 1795, 21200, 826, 1882760, 112, 19, 23, 28
Dupe special, 1812, 21200, 778, 1900780, 113, 19, 23, 28
Bought common, 1830, 21200, 86, 1919860, 114, 19, 24, 28
Dupe common, 1854, 21200, 780, 1945300, 115, 19, 24, 28
Dupe common, 1872, 21200, 838, 1964380, 116, 19, 24, 28
Bought common, 1890, 21200, 146, 1983460, 117, 19, 25, 28
Dupe common, 1914, 21200, 840, 2008900, 118, 19, 25, 28
Bought common, 1931, 21200, 42, 2026920, 119, 19, 26, 28
Dupe common, 1956, 21200, 842, 2053420, 120, 19, 26, 28
Bought common, 1973, 21200, 44, 2071440, 121, 19, 27, 28
Dupe special, 1998, 21200, 844, 2097940, 122, 19, 27, 28
Bought special, 2015, 21200, 46, 2115960, 123, 19, 27, 29
Dupe special, 2038, 21200, 784, 2140340, 125, 19, 27, 29
Dupe special, 2056, 21200, 842, 2159420, 126, 19, 27, 29
Bought special, 2075, 21200, 256, 2179560, 127, 19, 27, 30
Dupe common, 2098, 21200, 844, 2203940, 128, 19, 27, 30
Dupe special, 2115, 21200, 796, 2221960, 129, 19, 27, 30
Dupe common, 2133, 21200, 854, 2241040, 130, 19, 27, 30
Dupe special, 2151, 21200, 912, 2260120, 131, 19, 27, 30
Dupe common, 2169, 21200, 845, 2279200, 132, 19, 27, 30
Bought common, 2187, 21200, 3, 2298280, 132, 19, 28, 30
Dupe common, 2210, 21200, 866, 2322660, 134, 19, 28, 30
Dupe common, 2228, 21200, 799, 2341740, 135, 19, 28, 30
Dupe special, 2245, 21200, 751, 2359760, 136, 19, 28, 30
Dupe common, 2264, 21200, 915, 2379900, 137, 19, 28, 30
Dupe common, 2282, 21200, 823, 2398980, 137, 19, 28, 30
Bought common, 2300, 21200, 131, 2418060, 138, 19, 29, 30

Bought staple, 3, 8400, 15, 1400, 5, 1, 0, 0
Bought staple, 11, 11600, 6, 5560, 8, 2, 0, 0
Bought special, 37, 15600, 12, 24120, 14, 2, 0, 1
Bought staple, 46, 17200, 33, 31580, 15, 3, 0, 1
Bought special, 69, 20400, 49, 53240, 19, 3, 0, 2
Bought common, 91, 21200, 52, 76520, 21, 3, 1, 2
Bought staple, 99, 21200, 50, 85000, 22, 4, 1, 2
Bought special, 122, 21200, 13, 109380, 23, 4, 1, 3
Bought staple, 131, 21200, 92, 118920, 23, 5, 1, 3
Bought staple, 139, 21200, 90, 127400, 24, 6, 1, 3
Bought special, 162, 21200, 53, 151780, 25, 6, 1, 4
Bought staple, 170, 21200, 176, 160260, 26, 7, 1, 4
Bought special, 193, 21200, 14, 184640, 27, 7, 1, 5
Bought staple, 202, 21200, 93, 194180, 27, 8, 1, 5
Bought special, 226, 21200, 187, 219620, 29, 8, 1, 6
Dupe staple, 233, 21200, 304, 227040, 29, 8, 1, 6
Bought common, 255, 21200, 36, 250360, 30, 8, 2, 6
Bought special, 280, 21200, 211, 276860, 31, 8, 2, 7
Bought staple, 287, 21200, 103, 284280, 32, 9, 2, 7
Bought staple, 295, 21200, 76, 292760, 32, 10, 2, 7
Bought staple, 302, 21200, 93, 300180, 33, 11, 2, 7
Bought staple, 310, 21200, 66, 308660, 33, 12, 2, 7
Bought staple, 319, 21200, 20, 318200, 33, 13, 2, 7
Bought common, 341, 21200, 27, 341520, 35, 13, 3, 7
Bought common, 366, 21200, 77, 368020, 36, 13, 4, 7
Bought common, 390, 21200, 146, 393460, 37, 13, 5, 7
Bought special, 414, 21200, 90, 418900, 38, 13, 5, 8
Bought common, 437, 21200, 78, 443280, 40, 13, 6, 8
Bought staple, 445, 21200, 51, 451760, 40, 14, 6, 8
Bought special, 470, 21200, 226, 478260, 41, 14, 6, 9
Bought common, 491, 21200, 2, 500520, 43, 14, 7, 9
Bought staple, 500, 21200, 81, 510060, 43, 15, 7, 9
Bought common, 524, 21200, 25, 535500, 44, 15, 8, 9
Bought special, 547, 21200, 13, 559880, 46, 15, 8, 10
Bought special, 571, 21200, 82, 585320, 47, 15, 8, 11
Dupe common, 595, 21200, 776, 610760, 48, 15, 8, 11
Dupe common, 613, 21200, 834, 629840, 49, 15, 8, 11
Bought staple, 615, 21200, 46, 631960, 49, 16, 8, 11
Dupe staple, 622, 21200, 313, 639380, 50, 16, 8, 11
Bought common, 644, 21200, 45, 662700, 51, 16, 9, 11
Bought common, 669, 21200, 95, 689200, 52, 16, 10, 11
Bought common, 692, 21200, 58, 713580, 53, 16, 11, 11
Dupe special, 716, 21200, 752, 739020, 54, 16, 11, 11
Dupe common, 734, 21200, 810, 758100, 55, 16, 11, 11
Bought common, 751, 21200, 12, 776120, 56, 16, 12, 11
Dupe common, 775, 21200, 856, 801560, 58, 16, 12, 11
Dupe staple, 777, 21200, 318, 803680, 58, 16, 12, 11
Bought common, 799, 21200, 50, 827000, 59, 16, 13, 11
Bought common, 822, 21200, 13, 851380, 60, 16, 14, 11
Bought special, 847, 21200, 63, 877880, 61, 16, 14, 12
Dupe special, 870, 21200, 926, 902260, 63, 16, 14, 12
Dupe staple, 871, 21200, 282, 903320, 63, 16, 14, 12
Bought common, 893, 21200, 14, 926640, 64, 16, 15, 12
Bought staple, 902, 21200, 93, 936180, 64, 17, 15, 12
Bought special, 925, 21200, 81, 960560, 66, 17, 15, 13
Dupe staple, 933, 21200, 304, 969040, 66, 17, 15, 13
Bought common, 955, 21200, 36, 992360, 67, 17, 16, 13
Bought common, 980, 21200, 211, 1018860, 68, 17, 17, 13
Bought common, 1002, 21200, 93, 1042180, 70, 17, 18, 13
Bought special, 1026, 21200, 37, 1067620, 71, 17, 18, 14
Bought staple, 1034, 21200, 10, 1076100, 71, 18, 18, 14
Bought special, 1058, 21200, 104, 1101540, 73, 18, 18, 15
Bought special, 1081, 21200, 67, 1125920, 74, 18, 18, 16
Dupe staple, 1090, 21200, 396, 1135460, 74, 18, 18, 16
Dupe common, 1111, 21200, 772, 1157720, 75, 18, 18, 16
Bought special, 1130, 21200, 186, 1177860, 76, 18, 18, 17
Bought common, 1152, 21200, 68, 1201180, 78, 18, 19, 17
Bought special, 1176, 21200, 12, 1226620, 79, 18, 19, 18
Dupe special, 1200, 21200, 831, 1252060, 80, 18, 19, 18
Dupe special, 1218, 21200, 764, 1271140, 81, 18, 19, 18
Dupe staple, 1220, 21200, 351, 1273260, 81, 18, 19, 18
Bought common, 1242, 21200, 83, 1296580, 82, 18, 20, 18
Dupe common, 1265, 21200, 821, 1320960, 84, 18, 20, 18
Bought special, 1283, 21200, 129, 1340040, 85, 18, 20, 19
Dupe special, 1307, 21200, 823, 1365480, 86, 18, 20, 19
Dupe special, 1324, 21200, 775, 1383500, 87, 18, 20, 19
Dupe staple, 1327, 21200, 343, 1386680, 87, 18, 20, 19
Bought common, 1349, 21200, 75, 1410000, 88, 18, 21, 19
Dupe common, 1372, 21200, 788, 1434380, 89, 18, 21, 19
Dupe special, 1390, 21200, 846, 1453460, 90, 18, 21, 19
Dupe staple, 1392, 21200, 308, 1455580, 90, 18, 21, 19
Bought common, 1414, 21200, 40, 1478900, 91, 18, 22, 19
Dupe common, 1437, 21200, 778, 1503280, 93, 18, 22, 19
Bought special, 1455, 21200, 86, 1522360, 94, 18, 22, 20
Dupe common, 1479, 21200, 780, 1547800, 95, 18, 22, 20
Dupe common, 1497, 21200, 838, 1566880, 96, 18, 22, 20
Dupe staple, 1499, 21200, 300, 1569000, 96, 18, 22, 20
Bought common, 1520, 21200, 51, 1591260, 97, 18, 23, 20
Dupe special, 1545, 21200, 851, 1617760, 98, 18, 23, 20
Dupe special, 1562, 21200, 803, 1635780, 99, 18, 23, 20
Bought special, 1580, 21200, 111, 1654860, 100, 18, 23, 21
Dupe common, 1603, 21200, 849, 1679240, 102, 18, 23, 21
Dupe common, 1621, 21200, 757, 1698320, 102, 18, 23, 21
Dupe special, 1640, 21200, 921, 1718460, 103, 18, 23, 21
Bought common, 1658, 21200, 104, 1737540, 104, 18, 24, 21
Dupe staple, 1664, 21200, 265, 1743900, 105, 18, 24, 21
Bought special, 1687, 21200, 103, 1768280, 106, 18, 24, 22
Dupe staple, 1695, 21200, 326, 1776760, 106, 18, 24, 22
Bought special, 1717, 21200, 208, 1800080, 108, 18, 24, 23
Dupe staple, 1724, 21200, 325, 1807500, 108, 18, 24, 23
Bought common, 1746, 21200, 57, 1830820, 109, 18, 25, 23
Dupe common, 1770, 21200, 876, 1856260, 110, 18, 25, 23
Dupe staple, 1772, 21200, 338, 1858380, 110, 18, 25, 23
Dupe staple, 1777, 21200, 268, 1863680, 111, 18, 25, 23
Bought common, 1800, 21200, 231, 1888060, 112, 18, 26, 23
Dupe special, 1823, 21200, 819, 1912440, 113, 18, 26, 23
Dupe special, 1840, 21200, 771, 1930460, 114, 18, 26, 23
Bought special, 1859, 21200, 60, 1950600, 115, 18, 26, 24
Dupe staple, 1867, 21200, 283, 1959080, 115, 18, 26, 24
Dupe staple, 1872, 21200, 338, 1964380, 116, 18, 26, 24
Bought special, 1894, 21200, 70, 1987700, 117, 18, 26, 25
Dupe common, 1918, 21200, 764, 2013140, 118, 18, 26, 25
Bought common, 1936, 21200, 72, 2032220, 119, 18, 27, 25
Bought common, 1960, 21200, 141, 2057660, 120, 18, 28, 25
Dupe staple, 1967, 21200, 283, 2065080, 121, 18, 28, 25
Dupe special, 1989, 21200, 765, 2088400, 122, 18, 28, 25
Dupe staple, 1991, 21200, 352, 2090520, 122, 18, 28, 25
Dupe special, 2013, 21200, 834, 2113840, 123, 18, 28, 25
Bought special, 2030, 21200, 36, 2131860, 124, 18, 28, 26
Dupe special, 2055, 21200, 836, 2158360, 125, 18, 28, 26
Dupe common, 2072, 21200, 788, 2176380, 126, 18, 28, 26
Bought common, 2090, 21200, 96, 2195460, 127, 18, 29, 26
Dupe special, 2113, 21200, 834, 2219840, 129, 18, 29, 26
Bought staple, 2115, 21200, 46, 2221960, 129, 19, 29, 26
Dupe special, 2140, 21200, 971, 2248460, 130, 19, 29, 26
Dupe common, 2157, 21200, 798, 2266480, 131, 19, 29, 26
Dupe special, 2175, 21200, 856, 2285560, 132, 19, 29, 26
Dupe common, 2192, 21200, 808, 2303580, 133, 19, 29, 26
Bought special, 2210, 21200, 116, 2322660, 134, 19, 29, 27
Dupe common, 2234, 21200, 810, 2348100, 135, 19, 29, 27
Dupe special, 2251, 21200, 762, 2366120, 136, 19, 29, 27
Dupe special, 2270, 21200, 926, 2386260, 137, 19, 29, 27
Dupe special, 2287, 21200, 753, 2404280, 138, 19, 29, 27
Dupe common, 2305, 21200, 811, 2423360, 139, 19, 29, 27
Dupe special, 2322, 21200, 763, 2441380, 140, 19, 29, 27
Dupe common, 2340, 21200, 821, 2460460, 141, 19, 29, 27
Dupe common, 2358, 21200, 754, 2479540, 142, 19, 29, 27
Dupe special, 2377, 21200, 918, 2499680, 143, 19, 29, 27
Bought special, 2395, 21200, 76, 2518760, 143, 19, 29, 28
Dupe common, 2418, 21200, 814, 2543140, 145, 19, 29, 28
Dupe common, 2435, 21200, 766, 2561160, 146, 19, 29, 28
Dupe special, 2453, 21200, 824, 2580240, 147, 19, 29, 28
Dupe common, 2471, 21200, 882, 2599320, 148, 19, 29, 28
Dupe special, 2490, 21200, 1046, 2619460, 149, 19, 29, 28
Bought special, 2508, 21200, 79, 2638540, 149, 19, 29, 29
Dupe common, 2530, 21200, 836, 2661860, 151, 19, 29, 29
Dupe common, 2548, 21200, 769, 2680940, 152, 19, 29, 29
Dupe common, 2566, 21200, 827, 2700020, 153, 19, 29, 29
Bought special, 2585, 21200, 241, 2720160, 154, 19, 29, 30

Bought staple, 3, 8400, 15, 1400, 5, 1, 0, 0
Bought staple, 11, 11600, 6, 5560, 8, 2, 0, 0
Bought staple, 20, 14000, 171, 11460, 11, 3, 0, 0
Dupe staple, 30, 14800, 420, 18700, 12, 3, 0, 0
Bought staple, 36, 15600, 34, 23340, 13, 4, 0, 0
Bought staple, 44, 16400, 111, 29860, 15, 5, 0, 0
Bought common, 67, 20400, 95, 51200, 19, 5, 1, 0
Bought common, 90, 21200, 196, 75460, 21, 5, 2, 0
Bought common, 113, 21200, 184, 99840, 23, 5, 3, 0
Bought staple, 120, 21200, 51, 107260, 23, 6, 3, 0
Dupe staple, 129, 21200, 255, 116800, 23, 6, 3, 0
