Action, games, score, coin, xp, level, staples, commons, specials
Bought staple, 418, 19080, 80, 376800, 36, 10, 6, 5
Dupe staple, 425, 19080, 270, 383450, 37, 10, 6, 5
Bought common, 450, 19080, 170, 407200, 38, 10, 7, 5
Bought special, 476, 19080, 40, 431900, 39, 10, 7, 6
Bought staple, 484, 19080, 75, 439500, 40, 11, 7, 6
Bought common, 510, 19080, 70, 464200, 41, 11, 8, 6
Dupe staple, 520, 19080, 395, 473700, 41, 11, 8, 6
Dupe staple, 526, 19080, 365, 479400, 42, 11, 8, 6
Bought staple, 532, 19080, 60, 485100, 42, 12, 8, 6
Dupe staple, 541, 19080, 290, 493650, 42, 12, 8, 6
Bought common, 566, 19080, 65, 517400, 43, 12, 9, 6
Bought staple, 573, 19080, 5, 524050, 44, 13, 9, 6
Bought staple, 583, 19080, 80, 533550, 44, 14, 9, 6
Dupe staple, 590, 19080, 270, 540200, 45, 14, 9, 6
Bought common, 615, 19080, 45, 563950, 46, 14, 10, 6
Bought common, 641, 19080, 40, 588650, 47, 14, 11, 6
Dupe staple, 650, 19080, 270, 597200, 47, 14, 11, 6
Dupe common, 674, 19080, 850, 620000, 49, 14, 11, 6
Bought common, 695, 19080, 245, 639950, 50, 14, 12, 6
Dupe common, 720, 19080, 895, 663700, 51, 14, 12, 6
Dupe staple, 722, 19080, 335, 665600, 51, 14, 12, 6
Dupe common, 746, 19080, 765, 688400, 52, 14, 12, 6
Bought special, 766, 19080, 65, 707400, 53, 14, 12, 7
Bought common, 792, 19080, 60, 732100, 54, 14, 13, 7
Bought staple, 800, 19080, 95, 739700, 55, 15, 13, 7
Bought staple, 810, 19080, 170, 749200, 55, 16, 13, 7
Bought common, 836, 19080, 40, 773900, 56, 16, 14, 7
Dupe common, 862, 19080, 785, 798600, 57, 16, 14, 7
Bought common, 882, 19080, 85, 817600, 58, 16, 15, 7
Dupe common, 907, 19080, 760, 841350, 60, 16, 15, 7
Dupe staple, 910, 19080, 420, 844200, 60, 16, 15, 7
Bought common, 933, 19080, 5, 866050, 61, 16, 16, 7
Dupe common, 960, 19080, 845, 891700, 62, 16, 16, 7
Bought staple, 962, 19080, 35, 893600, 62, 17, 16, 7
Bought special, 989, 19080, 150, 919250, 64, 17, 16, 8
Bought common, 1014, 19080, 50, 943000, 65, 17, 17, 8
Dupe staple, 1023, 19080, 280, 951550, 65, 17, 17, 8
Dupe special, 1048, 19080, 805, 975300, 66, 17, 17, 8
Dupe common, 1067, 19080, 760, 993350, 67, 17, 17, 8
Bought special, 1087, 19080, 60, 1012350, 68, 17, 17, 9
Bought special, 1113, 19080, 55, 1037050, 69, 17, 17, 10
Dupe staple, 1121, 19080, 340, 1044650, 70, 17, 17, 10
Bought special, 1145, 19080, 20, 1067450, 71, 17, 17, 11
Bought special, 1171, 19080, 15, 1092150, 72, 17, 17, 12
Dupe staple, 1180, 19080, 395, 1100700, 73, 17, 17, 12
Bought special, 1204, 19080, 75, 1123500, 74, 17, 17, 13
Bought common, 1230, 19080, 70, 1148200, 75, 17, 18, 13
Dupe staple, 1240, 19080, 395, 1157700, 75, 17, 18, 13
Dupe staple, 1245, 19080, 270, 1162450, 76, 17, 18, 13
Bought common, 1270, 19080, 170, 1186200, 77, 17, 19, 13
Dupe special, 1296, 19080, 790, 1210900, 78, 17, 19, 13
Bought common, 1316, 19080, 90, 1229900, 79, 17, 20, 13
Dupe staple, 1325, 19080, 320, 1238450, 79, 17, 20, 13
Dupe special, 1348, 19080, 805, 1260300, 81, 17, 20, 13
Bought special, 1368, 19080, 105, 1279300, 82, 17, 20, 14
Bought special, 1393, 19080, 5, 1303050, 83, 17, 20, 15
Bought special, 1420, 19080, 95, 1328700, 84, 17, 20, 16
Dupe staple, 1430, 19080, 420, 1338200, 84, 17, 20, 16
Bought special, 1453, 19080, 155, 1360050, 86, 17, 20, 17
Dupe staple, 1461, 19080, 290, 1367650, 86, 17, 20, 17
Bought common, 1486, 19080, 65, 1391400, 87, 17, 21, 17
Dupe staple, 1495, 19080, 445, 1399950, 88, 17, 21, 17
Bought special, 1518, 19080, 30, 1421800, 89, 17, 21, 18
Dupe staple, 1527, 19080, 260, 1430350, 89, 17, 21, 18
Dupe staple, 1534, 19080, 300, 1437000, 89, 17, 21, 18
Bought special, 1558, 19080, 130, 1459800, 91, 17, 21, 19
Dupe staple, 1566, 19080, 265, 1467400, 91, 17, 21, 19
Dupe common, 1590, 19080, 820, 1490200, 92, 17, 21, 19
Dupe special, 1610, 19080, 870, 1509200, 93, 17, 21, 19
Dupe common, 1630, 19080, 920, 1528200, 94, 17, 21, 19
Bought common, 1650, 19080, 220, 1547200, 95, 17, 22, 19
Bought special, 1676, 19080, 90, 1571900, 96, 17, 22, 20
Dupe special, 1702, 19080, 835, 1596600, 97, 17, 22, 20
Dupe staple, 1704, 19080, 275, 1598500, 97, 17, 22, 20
Dupe staple, 1710, 19080, 370, 1604200, 98, 17, 22, 20
Bought common, 1734, 19080, 50, 1627000, 99, 17, 23, 20
Bought special, 1760, 19080, 45, 1651700, 100, 17, 23, 21
Bought common, 1787, 19080, 10, 1677350, 101, 17, 24, 21
Bought special, 1812, 19080, 60, 1701100, 103, 17, 24, 22
Dupe staple, 1821, 19080, 290, 1709650, 103, 17, 24, 22
Bought staple, 1829, 19080, 50, 1717250, 103, 18, 24, 22
Dupe special, 1853, 19080, 755, 1740050, 105, 18, 24, 22
Dupe special, 1874, 19080, 900, 1760000, 106, 18, 24, 22
Dupe common, 1894, 19080, 800, 1779000, 106, 18, 24, 22
Dupe special, 1913, 19080, 755, 1797050, 107, 18, 24, 22
Dupe common, 1933, 19080, 805, 1816050, 108, 18, 24, 22
Bought special, 1952, 19080, 10, 1834100, 109, 18, 24, 23
Dupe common, 1979, 19080, 875, 1859750, 111, 18, 24, 23
Dupe common, 1999, 19080, 775, 1878750, 111, 18, 24, 23
Dupe staple, 2000, 19080, 395, 1879700, 112, 18, 24, 23
Dupe staple, 2007, 19080, 310, 1886350, 112, 18, 24, 23
Bought special, 2030, 19080, 20, 1908200, 113, 18, 24, 24
Dupe staple, 2040, 19080, 345, 1917700, 113, 18, 24, 24
Dupe common, 2063, 19080, 830, 1939550, 115, 18, 24, 24
Dupe common, 2084, 19080, 975, 1959500, 116, 18, 24, 24
Dupe staple, 2085, 19080, 320, 1960450, 116, 18, 24, 24
Bought common, 2110, 19080, 220, 1984200, 117, 18, 25, 24
Bought special, 2136, 19080, 90, 2008900, 118, 18, 25, 25
Dupe common, 2162, 19080, 835, 2033600, 119, 18, 25, 25
Dupe staple, 2164, 19080, 275, 2035500, 119, 18, 25, 25
Dupe staple, 2170, 19080, 370, 2041200, 120, 18, 25, 25
Dupe common, 2194, 19080, 800, 2064000, 121, 18, 25, 25
Dupe special, 2213, 19080, 755, 2082050, 122, 18, 25, 25
Bought staple, 2216, 19080, 40, 2084900, 122, 19, 25, 25
Bought common, 2242, 19080, 35, 2109600, 123, 19, 26, 25
Dupe special, 2270, 19080, 970, 2136200, 124, 19, 26, 25
Bought special, 2289, 19080, 50, 2154250, 125, 19, 26, 26
Dupe common, 2315, 19080, 795, 2178950, 126, 19, 26, 26
Dupe special, 2335, 19080, 845, 2197950, 127, 19, 26, 26
Bought common, 2354, 19080, 50, 2216000, 128, 19, 27, 26
Dupe common, 2380, 19080, 945, 2240700, 130, 19, 27, 26
Bought common, 2400, 19080, 245, 2259700, 131, 19, 28, 26
Bought special, 2425, 19080, 20, 2283450, 132, 19, 28, 27
Dupe special, 2451, 19080, 765, 2308150, 133, 19, 28, 27
Dupe special, 2471, 19080, 815, 2327150, 134, 19, 28, 27
Dupe common, 2490, 19080, 770, 2345200, 135, 19, 28, 27
Bought special, 2510, 19080, 70, 2364200, 136, 19, 28, 28
Bought special, 2537, 19080, 35, 2389850, 137, 19, 28, 29
Dupe common, 2563, 19080, 780, 2414550, 138, 19, 28, 29
Dupe common, 2583, 19080, 830, 2433550, 139, 19, 28, 29
Dupe special, 2602, 19080, 785, 2451600, 140, 19, 28, 29
Bought common, 2622, 19080, 85, 2470600, 141, 19, 29, 29
Dupe common, 2649, 19080, 800, 2496250, 142, 19, 29, 29
Dupe special, 2668, 19080, 755, 2514300, 143, 19, 29, 29
Dupe common, 2688, 19080, 805, 2533300, 144, 19, 29, 29
Dupe common, 2707, 19080, 760, 2551350, 145, 19, 29, 29
Dupe special, 2727, 19080, 810, 2570350, 146, 19, 29, 29
Dupe special, 2746, 19080, 765, 2588400, 147, 19, 29, 29
Dupe special, 2766, 19080, 815, 2607400, 148, 19, 29, 29
Dupe common, 2785, 19080, 770, 2625450, 149, 19, 29, 29
Dupe common, 2805, 19080, 820, 2644450, 150, 19, 29, 29
Dupe special, 2824, 19080, 775, 2662500, 151, 19, 29, 29
Dupe common, 2844, 19080, 825, 2681500, 152, 19, 29, 29
Bought special, 2863, 19080, 30, 2699550, 153, 19, 29, 30

Bought staple, 4, 7560, 36, 1610, 5, 1, 0, 0
Bought staple, 13, 10440, 181, 5810, 9, 2, 0, 0
Bought staple, 20, 12600, 11, 9860, 11, 3, 0, 0
Bought staple, 32, 13320, 57, 17570, 12, 4, 0, 0
Bought staple, 42, 14040, 170, 24450, 14, 5, 0, 0
Bought common, 68, 16920, 64, 44890, 18, 5, 1, 0
Bought common, 91, 19080, 15, 66150, 21, 5, 2, 0
Bought staple, 101, 19080, 90, 75650, 21, 6, 2, 0
Bought staple, 110, 19080, 220, 84200, 22, 7, 2, 0
Bought staple, 119, 19080, 75, 92750, 22, 8, 2, 0
Bought staple, 126, 19080, 15, 99400, 23, 9, 2, 0
Bought staple, 136, 19080, 90, 108900, 23, 10, 2, 0
Dupe staple, 145, 19080, 320, 117450, 23, 10, 2, 0
Bought staple, 150, 19080, 70, 122200, 24, 11, 2, 0
Bought common, 177, 19080, 35, 147850, 25, 11, 3, 0
Bought staple, 186, 19080, 15, 156400, 25, 12, 3, 0
Bought staple, 194, 19080, 50, 164000, 26, 13, 3, 0
Bought special, 220, 19080, 45, 188700, 27, 13, 3, 1
Bought special, 247, 19080, 10, 214350, 28, 13, 3, 2
Bought special, 273, 19080, 5, 239050, 29, 13, 3, 3
Dupe staple, 281, 19080, 290, 246650, 30, 13, 3, 3
Bought staple, 289, 19080, 50, 254250, 30, 14, 3, 3
Dupe staple, 297, 19080, 335, 261850, 31, 14, 3, 3
Bought staple, 303, 19080, 30, 267550, 31, 15, 3, 3
Bought common, 330, 19080, 120, 293200, 32, 15, 4, 3
Dupe common, 357, 19080, 835, 318850, 33, 15, 4, 3
Bought special, 376, 19080, 40, 336900, 34, 15, 4, 4
Bought special, 401, 19080, 90, 360650, 36, 15, 4, 5
Bought common, 428, 19080, 55, 386300, 37, 15, 5, 5
Bought staple, 437, 19080, 35, 394850, 37, 16, 5, 5
Bought special, 463, 19080, 180, 419550, 39, 16, 5, 6
Bought special, 489, 19080, 50, 444250, 40, 16, 5, 7
Bought special, 515, 19080, 45, 468950, 41, 16, 5, 8
Bought common, 541, 19080, 40, 493650, 42, 16, 6, 8
Bought common, 568, 19080, 155, 519300, 44, 16, 7, 8
Bought staple, 576, 19080, 40, 526900, 44, 17, 7, 8
Dupe special, 602, 19080, 785, 551600, 45, 17, 7, 8
Dupe staple, 605, 19080, 320, 554450, 45, 17, 7, 8
Bought common, 630, 19080, 220, 578200, 46, 17, 8, 8
Bought special, 654, 19080, 50, 601000, 48, 17, 8, 9
Dupe staple, 663, 19080, 280, 609550, 48, 17, 8, 9
Bought special, 688, 19080, 55, 633300, 49, 17, 8, 10
Bought common, 714, 19080, 50, 658000, 50, 17, 9, 10
Dupe common, 740, 19080, 945, 682700, 52, 17, 9, 10
Dupe special, 759, 19080, 775, 700750, 53, 17, 9, 10
Bought special, 779, 19080, 75, 719750, 54, 17, 9, 11
Bought special, 805, 19080, 70, 744450, 55, 17, 9, 12
Dupe common, 831, 19080, 815, 769150, 56, 17, 9, 12
Bought common, 850, 19080, 20, 787200, 57, 17, 10, 12
Bought special, 878, 19080, 80, 813800, 58, 17, 10, 13
Dupe common, 904, 19080, 825, 838500, 59, 17, 10, 13
Dupe staple, 905, 19080, 320, 839450, 60, 17, 10, 13
Bought staple, 911, 19080, 15, 845150, 60, 18, 10, 13
Bought special, 939, 19080, 75, 871750, 61, 18, 10, 14
Dupe common, 965, 19080, 820, 896450, 62, 18, 10, 14
Dupe special, 984, 19080, 775, 914500, 63, 18, 10, 14
Bought common, 1004, 19080, 75, 933500, 64, 18, 11, 14
Bought special, 1030, 19080, 70, 958200, 65, 18, 11, 15
Dupe staple, 1039, 19080, 325, 966750, 66, 18, 11, 15
Bought special, 1062, 19080, 35, 988600, 67, 18, 11, 16
Bought common, 1090, 19080, 220, 1015200, 68, 18, 12, 16
Dupe special, 1116, 19080, 990, 1039900, 70, 18, 12, 16
Bought common, 1135, 19080, 45, 1057950, 70, 18, 13, 16
Bought common, 1160, 19080, 95, 1081700, 72, 18, 14, 16
Bought common, 1187, 19080, 60, 1107350, 73, 18, 15, 16
Bought special, 1213, 19080, 55, 1132050, 74, 18, 15, 17
Dupe staple, 1221, 19080, 340, 1139650, 75, 18, 15, 17
Bought special, 1245, 19080, 20, 1162450, 76, 18, 15, 18
Dupe staple, 1255, 19080, 345, 1171950, 76, 18, 15, 18
Dupe staple, 1261, 19080, 290, 1177650, 76, 18, 15, 18
Bought special, 1284, 19080, 25, 1199500, 78, 18, 15, 19
Bought common, 1310, 19080, 20, 1224200, 79, 18, 16, 19
Dupe common, 1338, 19080, 830, 1250800, 80, 18, 16, 19
Bought special, 1357, 19080, 35, 1268850, 81, 18, 16, 20
Bought special, 1383, 19080, 30, 1293550, 82, 18, 16, 21
Dupe staple, 1391, 19080, 315, 1301150, 83, 18, 16, 21
Bought common, 1416, 19080, 90, 1324900, 84, 18, 17, 21
Dupe common, 1442, 19080, 835, 1349600, 85, 18, 17, 21
Bought special, 1461, 19080, 40, 1367650, 86, 18, 17, 22
Bought special, 1488, 19080, 5, 1393300, 87, 18, 17, 23
Dupe common, 1515, 19080, 845, 1418950, 88, 18, 17, 23
Bought common, 1534, 19080, 50, 1437000, 89, 18, 18, 23
Dupe common, 1560, 19080, 945, 1461700, 91, 18, 18, 23
Bought common, 1579, 19080, 25, 1479750, 92, 18, 19, 23
Dupe common, 1605, 19080, 770, 1504450, 93, 18, 19, 23
Dupe special, 1625, 19080, 820, 1523450, 94, 18, 19, 23
Bought common, 1644, 19080, 25, 1541500, 95, 18, 20, 23
Dupe common, 1670, 19080, 770, 1566200, 96, 18, 20, 23
Bought common, 1690, 19080, 70, 1585200, 97, 18, 21, 23
Bought common, 1717, 19080, 35, 1610850, 98, 18, 22, 23
Dupe special, 1743, 19080, 780, 1635550, 99, 18, 22, 23
Bought special, 1763, 19080, 80, 1654550, 100, 18, 22, 24
Bought common, 1789, 19080, 100, 1679250, 102, 18, 23, 24
Bought common, 1815, 19080, 95, 1703950, 103, 18, 24, 24
Dupe staple, 1824, 19080, 325, 1712500, 103, 18, 24, 24
Dupe common, 1848, 19080, 755, 1735300, 104, 18, 24, 24
Bought special, 1868, 19080, 55, 1754300, 105, 18, 24, 25
Dupe special, 1894, 19080, 800, 1779000, 106, 18, 24, 25
Dupe special, 1913, 19080, 755, 1797050, 107, 18, 24, 25
Dupe special, 1933, 19080, 805, 1816050, 108, 18, 24, 25
Dupe special, 1952, 19080, 760, 1834100, 109, 18, 24, 25
Bought staple, 1955, 19080, 45, 1836950, 109, 19, 24, 25
Dupe common, 1980, 19080, 845, 1860700, 111, 19, 24, 25
Dupe common, 2000, 19080, 895, 1879700, 112, 19, 24, 25
Dupe common, 2020, 19080, 795, 1898700, 112, 19, 24, 25
Dupe common, 2040, 19080, 845, 1917700, 113, 19, 24, 25
Bought special, 2060, 19080, 145, 1936700, 114, 19, 24, 26
Dupe special, 2085, 19080, 820, 1960450, 116, 19, 24, 26
Dupe common, 2105, 19080, 870, 1979450, 117, 19, 24, 26
Dupe common, 2125, 19080, 770, 1998450, 117, 19, 24, 26
Dupe common, 2145, 19080, 820, 2017450, 118, 19, 24, 26
Bought special, 2164, 19080, 25, 2035500, 119, 19, 24, 27
Dupe special, 2190, 19080, 920, 2060200, 121, 19, 24, 27
Dupe special, 2210, 19080, 970, 2079200, 122, 19, 24, 27
Bought common, 2230, 19080, 120, 2098200, 122, 19, 25, 27
Dupe special, 2255, 19080, 795, 2121950, 124, 19, 25, 27
Dupe common, 2275, 19080, 845, 2140950, 125, 19, 25, 27
Dupe common, 2295, 19080, 895, 2159950, 126, 19, 25, 27
Dupe common, 2315, 19080, 795, 2178950, 126, 19, 25, 27
Bought common, 2335, 19080, 95, 2197950, 127, 19, 26, 27
Dupe common, 2360, 19080, 895, 2221700, 129, 19, 26, 27
Dupe special, 2380, 19080, 945, 2240700, 130, 19, 26, 27
Bought special, 2400, 19080, 245, 2259700, 131, 19, 26, 28
Bought special, 2425, 19080, 20, 2283450, 132, 19, 26, 29
Dupe special, 2451, 19080, 765, 2308150, 133, 19, 26, 29
Dupe common, 2471, 19080, 815, 2327150, 134, 19, 26, 29
Bought common, 2490, 19080, 20, 2345200, 135, 19, 27, 29
Dupe special, 2518, 19080, 830, 2371800, 136, 19, 27, 29
Dupe common, 2537, 19080, 785, 2389850, 137, 19, 27, 29
Dupe special, 2557, 19080, 835, 2408850, 138, 19, 27, 29
Bought common, 2576, 19080, 40, 2426900, 139, 19, 28, 29
Bought special, 2602, 19080, 35, 2451600, 140, 19, 28, 30
Dupe special, 2630, 19080, 970, 2478200, 141, 19, 28, 30
Dupe special, 2649, 19080, 800, 2496250, 142, 19, 28, 30
Dupe special, 2668, 19080, 755, 2514300, 143, 19, 28, 30
Bought common, 2688, 19080, 55, 2533300, 144, 19, 29, 30

Bought staple, 4, 7560, 36, 1610, 5, 1, 0, 0
Bought staple, 13, 10440, 181, 5810, 9, 2, 0, 0
Bought staple, 20, 12600, 11, 9860, 11, 3, 0, 0
Bought staple, 32, 13320, 57, 17570, 12, 4, 0, 0
Bought staple, 42, 14040, 170, 24450, 14, 5, 0, 0
Bought staple, 50, 15480, 33, 30330, 15, 6, 0, 0
Bought common, 76, 18360, 52, 52020, 19, 6, 1, 0
Bought staple, 84, 19080, 225, 59500, 21, 7, 1, 0
Bought staple, 91, 19080, 15, 66150, 21, 8, 1, 0
Dupe staple, 101, 19080, 340, 75650, 21, 8, 1, 0
Bought special, 125, 19080, 20, 98450, 22, 8, 1, 1
Bought special, 150, 19080, 70, 122200, 24, 8, 1, 2
Bought staple, 160, 19080, 145, 131700, 24, 9, 1, 2
Bought staple, 168, 19080, 55, 139300, 25, 10, 1, 2
Bought common, 194, 19080, 50, 164000, 26, 10, 2, 2
Bought staple, 203, 19080, 30, 172550, 26, 11, 2, 2
Dupe staple, 211, 19080, 315, 180150, 27, 11, 2, 2
Bought staple, 219, 19080, 75, 187750, 27, 12, 2, 2
Bought staple, 228, 19080, 55, 196300, 27, 13, 2, 2
Bought staple, 236, 19080, 90, 203900, 28, 14, 2, 2
Bought special, 262, 19080, 85, 228600, 29, 14, 2, 3
Bought common, 289, 19080, 50, 254250, 30, 14, 3, 3
Bought staple, 297, 19080, 85, 261850, 31, 15, 3, 3
Bought staple, 306, 19080, 65, 270400, 31, 16, 3, 3
Bought special, 332, 19080, 60, 295100, 32, 16, 3, 4
Bought common, 358, 19080, 80, 319800, 34, 16, 4, 4
Bought staple, 367, 19080, 60, 328350, 34, 17, 4, 4
Dupe staple, 376, 19080, 290, 336900, 34, 17, 4, 4
Bought common, 400, 19080, 245, 359700, 36, 17, 5, 4
Bought special, 425, 19080, 20, 383450, 37, 17, 5, 5
Dupe common, 451, 19080, 765, 408150, 38, 17, 5, 5
Bought common, 471, 19080, 65, 427150, 39, 17, 6, 5
Bought special, 498, 19080, 30, 452800, 40, 17, 6, 6
Dupe staple, 506, 19080, 315, 460400, 41, 17, 6, 6
Bought special, 530, 19080, 120, 483200, 42, 17, 6, 7
Bought special, 557, 19080, 85, 508850, 43, 17, 6, 8
Bought special, 583, 19080, 80, 533550, 44, 17, 6, 9
Bought common, 610, 19080, 320, 559200, 46, 17, 7, 9
Bought special, 635, 19080, 95, 582950, 47, 17, 7, 10
Dupe staple, 644, 19080, 325, 591500, 47, 17, 7, 10
Bought common, 668, 19080, 5, 614300, 48, 17, 8, 10
Dupe staple, 676, 19080, 290, 621900, 49, 17, 8, 10
Bought common, 700, 19080, 95, 644700, 50, 17, 9, 10
Bought special, 727, 19080, 60, 670350, 51, 17, 9, 11
Bought common, 753, 19080, 55, 695050, 52, 17, 10, 11
Dupe staple, 761, 19080, 340, 702650, 53, 17, 10, 11
Dupe staple, 768, 19080, 255, 709300, 53, 17, 10, 11
Bought special, 792, 19080, 60, 732100, 54, 17, 10, 12
Bought common, 819, 19080, 25, 757750, 55, 17, 11, 12
Bought special, 844, 19080, 75, 781500, 57, 17, 11, 13
Dupe staple, 853, 19080, 305, 790050, 57, 17, 11, 13
Dupe common, 878, 19080, 830, 813800, 58, 17, 11, 13
Bought special, 897, 19080, 35, 831850, 59, 17, 11, 14
Bought common, 923, 19080, 30, 856550, 60, 17, 12, 14
Bought common, 949, 19080, 50, 881250, 62, 17, 13, 14
Dupe special, 975, 19080, 795, 905950, 63, 17, 13, 14
Bought common, 995, 19080, 95, 924950, 64, 17, 14, 14
Bought common, 1021, 19080, 90, 949650, 65, 17, 15, 14
Bought special, 1048, 19080, 55, 975300, 66, 17, 15, 15
Bought special, 1074, 19080, 200, 1000000, 68, 17, 15, 16
Bought common, 1100, 19080, 195, 1024700, 69, 17, 16, 16
Dupe common, 1126, 19080, 815, 1049400, 70, 17, 16, 16
Bought common, 1145, 19080, 20, 1067450, 71, 17, 17, 16
Bought special, 1171, 19080, 15, 1092150, 72, 17, 17, 17
Bought special, 1199, 19080, 75, 1118750, 73, 17, 17, 18
Dupe common, 1223, 19080, 780, 1141550, 75, 17, 17, 18
Bought common, 1243, 19080, 80, 1160550, 76, 17, 18, 18
Dupe staple, 1252, 19080, 310, 1169100, 76, 17, 18, 18
Bought common, 1277, 19080, 85, 1192850, 77, 17, 19, 18
Bought common, 1303, 19080, 80, 1217550, 78, 17, 20, 18
Bought special, 1328, 19080, 5, 1241300, 80, 17, 20, 19
Dupe common, 1355, 19080, 845, 1266950, 81, 17, 20, 19
Bought common, 1374, 19080, 50, 1285000, 82, 17, 21, 19
Bought special, 1400, 19080, 45, 1309700, 83, 17, 21, 20
Bought staple, 1410, 19080, 270, 1319200, 84, 18, 21, 20
Dupe staple, 1418, 19080, 280, 1326800, 84, 18, 21, 20
Bought common, 1442, 19080, 85, 1349600, 85, 18, 22, 20
Dupe special, 1469, 19080, 800, 1375250, 86, 18, 22, 20
Bought special, 1488, 19080, 5, 1393300, 87, 18, 22, 21
Dupe common, 1515, 19080, 845, 1418950, 88, 18, 22, 21
Bought special, 1534, 19080, 50, 1437000, 89, 18, 22, 22
Dupe staple, 1542, 19080, 335, 1444600, 90, 18, 22, 22
Bought special, 1566, 19080, 15, 1467400, 91, 18, 22, 23
Dupe special, 1592, 19080, 760, 1492100, 92, 18, 22, 23
Bought special, 1612, 19080, 60, 1511100, 93, 18, 22, 24
Bought special, 1639, 19080, 25, 1536750, 94, 18, 22, 25
Dupe special, 1664, 19080, 825, 1560500, 96, 18, 22, 25
Dupe special, 1684, 19080, 875, 1579500, 97, 18, 22, 25
Dupe common, 1704, 19080, 775, 1598500, 97, 18, 22, 25
Dupe special, 1724, 19080, 825, 1617500, 98, 18, 22, 25
Bought special, 1743, 19080, 30, 1635550, 99, 18, 22, 26
Dupe special, 1769, 19080, 800, 1660250, 101, 18, 22, 26
Dupe special, 1789, 19080, 850, 1679250, 102, 18, 22, 26
Dupe staple, 1790, 19080, 320, 1680200, 102, 18, 22, 26
Dupe common, 1815, 19080, 845, 1703950, 103, 18, 22, 26
Bought special, 1834, 19080, 50, 1722000, 104, 18, 22, 27
Dupe special, 1860, 19080, 795, 1746700, 105, 18, 22, 27
Dupe staple, 1863, 19080, 330, 1749550, 105, 18, 22, 27
Bought special, 1887, 19080, 10, 1772350, 106, 18, 22, 28
Dupe common, 1913, 19080, 755, 1797050, 107, 18, 22, 28
Bought staple, 1916, 19080, 190, 1799900, 108, 19, 22, 28
Bought common, 1941, 19080, 90, 1823650, 109, 19, 23, 28
Dupe special, 1968, 19080, 805, 1849300, 110, 19, 23, 28
Bought special, 1987, 19080, 10, 1867350, 111, 19, 23, 29
Dupe special, 2013, 19080, 755, 1892050, 112, 19, 23, 29
Dupe special, 2033, 19080, 805, 1911050, 113, 19, 23, 29
Dupe common, 2052, 19080, 760, 1929100, 114, 19, 23, 29
Bought common, 2072, 19080, 60, 1948100, 115, 19, 24, 29
Dupe special, 2099, 19080, 775, 1973750, 116, 19, 24, 29
Bought common, 2119, 19080, 75, 1992750, 117, 19, 25, 29
Dupe common, 2145, 19080, 820, 2017450, 118, 19, 25, 29
Dupe special, 2164, 19080, 775, 2035500, 119, 19, 25, 29
Dupe common, 2184, 19080, 825, 2054500, 120, 19, 25, 29
Bought special, 2203, 19080, 30, 2072550, 121, 19, 25, 30
Dupe special, 2230, 19080, 870, 2098200, 122, 19, 25, 30
Dupe special, 2250, 19080, 920, 2117200, 123, 19, 25, 30
Dupe common, 2270, 19080, 970, 2136200, 124, 19, 25, 30
Dupe special, 2289, 19080, 800, 2154250, 125, 19, 25, 30
Dupe common, 2308, 19080, 755, 2172300, 126, 19, 25, 30
Bought common, 2328, 19080, 55, 2191300, 127, 19, 26, 30
Dupe special, 2354, 19080, 800, 2216000, 128, 19, 26, 30
Dupe common, 2373, 19080, 755, 2234050, 129, 19, 26, 30
Bought common, 2393, 19080, 55, 2253050, 130, 19, 27, 30
Dupe special, 2420, 19080, 895, 2278700, 131, 19, 27, 30
Dupe common, 2440, 19080, 945, 2297700, 132, 19, 27, 30
Dupe special, 2459, 19080, 775, 2315750, 133, 19, 27, 30
Dupe common, 2479, 19080, 825, 2334750, 134, 19, 27, 30
Dupe common, 2498, 19080, 780, 2352800, 135, 19, 27, 30
Dupe common, 2518, 19080, 830, 2371800, 136, 19, 27, 30
Dupe common, 2537, 19080, 785, 2389850, 137, 19, 27, 30
Bought common, 2557, 19080, 85, 2408850, 138, 19, 28, 30
Dupe common, 2583, 19080, 830, 2433550, 139, 19, 28, 30
Dupe common, 2602, 19080, 785, 2451600, 140, 19, 28, 30
Dupe special, 2622, 19080, 835, 2470600, 141, 19, 28, 30
Dupe common, 2641, 19080, 790, 2488650, 142, 19, 28, 30
Dupe special, 2661, 19080, 840, 2507650, 143, 19, 28, 30
Bought common, 2680, 19080, 45, 2525700, 144, 19, 29, 30

Bought staple, 4, 7560, 36, 1610, 5, 1, 0, 0
Bought staple, 13, 10440, 181, 5810, 9, 2, 0, 0
Bought special, 42, 14040, 170, 24450, 14, 2, 0, 1
Bought common, 68, 16920, 64, 44890, 18, 2, 1, 1
Bought staple, 76, 18360, 52, 52020, 19, 3, 1, 1
Bought special, 101, 19080, 90, 75650, 21, 3, 1, 2
Dupe staple, 110, 19080, 470, 84200, 22, 3, 1, 2
Bought staple, 116, 19080, 40, 89900, 22, 4, 1, 2
Bought staple, 125, 19080, 20, 98450, 22, 5, 1, 2
Bought common, 150, 19080, 70, 122200, 24, 5, 2, 2
Bought staple, 160, 19080, 145, 131700, 24, 6, 2, 2
Bought staple, 168, 19080, 55, 139300, 25, 7, 2, 2
Dupe common, 194, 19080, 800, 164000, 26, 7, 2, 2
Bought common, 213, 19080, 5, 182050, 27, 7, 3, 2
Bought common, 240, 19080, 95, 207700, 28, 7, 4, 2
Bought staple, 250, 19080, 170, 217200, 28, 8, 4, 2
Bought staple, 258, 19080, 80, 224800, 29, 9, 4, 2
